modul,komoditas,varietas,no_sk,tahun,golongan,kode_http,url_tautan_putus
db-vardaf,Melon,Ameria,461/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3293.pdf
db-vardaf,Pepaya,Carindo,266/Kpts/SR.120/7/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3396.pdf
db-vardaf,Semangka,TM. Tiger,296/Kpts/SR.120/7/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi
db-vardaf,Semangka,Top Quality,87/Kpts/SR.120/3/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3477.pdf
db-vardaf,Semangka,Bali Flower,69/Kpts/SR.120/3/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3478.pdf
db-vardaf,Semangka,Tiara,70/Kpts/SR.120/3/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3479.pdf
db-vardaf,Semangka,Plaza,71/Kpts/SR.120/3/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3480.pdf
db-vardaf,Semangka,Primadona,72/Kpts/SR.120/3/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3481.pdf
db-vardaf,Semangka,Torpedo,73/Kpts/SR.120/3/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3482.pdf
db-vardaf,Semangka,Aquila,270/Kpts/SR.120/7/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3483.pdf
db-vardaf,Semangka,Round Dragon 311,283/Kpts/SR.120/7/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3484.pdf
db-vardaf,Semangka,Dark Belle,344/Kpts/SR.120/9/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3485.pdf
db-vardaf,Semangka,Yellow Moon,477/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3486.pdf
db-vardaf,Semangka,Sae,497/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3487.pdf
db-vardaf,Semangka,Falcon,498/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3488.pdf
db-vardaf,Semangka,Farmers Giant,478/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3489.pdf
db-vardaf,Semangka,Jelita,466/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3490.pdf
db-vardaf,Semangka,KY 6372,467/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3491.pdf
db-vardaf,Bawang Daun,FEAST,86/Kpts/SR.120/3/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/191.pdf
db-vardaf,Bayam,Alrite,85/Kpts/SR.120/3/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2040.pdf
db-vardaf,Bayam,Green Tropica Veneto,476/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2041.pdf
db-vardaf,Cabai Rawit,Juwita,346/Kpts/SR.120/9/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2091.pdf
db-vardaf,Cabai Rawit,Dewata,345/Kpts/SR.120/9/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2092.pdf
db-vardaf,Cabai Besar,Dewarengku,80/Kpts/SR.120/3/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2125.pdf
db-vardaf,Cabai Besar,Rekab - 355,83/Kpts/SR.120/3/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2126.pdf
db-vardaf,Cabai Besar,Pertiwi - 367,84/Kpts/SR.120/3/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2127.pdf
db-vardaf,Cabai Besar,Jawara,501/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2128.pdf
db-vardaf,Cabai Besar,Gajah,502/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2129.pdf
db-vardaf,Cabai Besar,Redgloss - 2033,460/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2130.pdf
db-vardaf,Cabai Besar,Hot Express,447/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2131.pdf
db-vardaf,Cabai Keriting,Inko 88,446/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2203.pdf
db-vardaf,Cabai Keriting,Princess-06,459/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2204.pdf
db-vardaf,Cabai Keriting,TM 888,291/Kpts/SR.120/7/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2205.pdf
db-vardaf,Cabai Keriting,TM 999,292/Kpts/SR.120/7/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2206.pdf
db-vardaf,Cabai Keriting,Sari Tani 555,500/Kpts/SR.120/7/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2207.pdf
db-vardaf,Cabai Keriting,Sudra,484/Kpts/SR.120/7/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2208.pdf
db-vardaf,Jagung Manis,Bright Jean,465/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2276.pdf
db-vardaf,Jagung Manis,Sweet Boy - 02,456/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2277.pdf
db-vardaf,Kacang Panjang,Lorea - 19,77/Kpts/SR. 120/3/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2336.pdf
db-vardaf,Kacang Panjang,Hijau - 10,78/Kpts/SR. 120/3/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2337.pdf
db-vardaf,Kacang Panjang,Puspita Super,90/Kpts/SR. 120/3/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2338.pdf
db-vardaf,Kacang Panjang,Aura Hijau,510/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2339.pdf
db-vardaf,Kangkung,Niagara Uno,482/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2407.pdf
db-vardaf,Kangkung,Niagara Due,508/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2408.pdf
db-vardaf,Kentang,Dawmor,67/Kpts/SR. 120/3/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2434.pdf
db-vardaf,Kentang,Granola Kembang,81/Kpts/SR. 120/3/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2435.pdf
db-vardaf,Kentang,Tenggo,261/Kpts/SR.120/7/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2436.pdf
db-vardaf,Kentang,Erika,263/Kpts/SR.120/7/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2437.pdf
db-vardaf,Kentang,Balsa,264/Kpts/SR.120/7/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2438.pdf
db-vardaf,Kentang,Fries,265/Kpts/SR.120/7/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2439.pdf
db-vardaf,Kentang,Krespo,362Kpts/SR.120/7/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2440.pdf
db-vardaf,Kentang,Repita,473/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2441.pdf
db-vardaf,Kubis,Gutji,280/Kpts/SR.120/7/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2465.pdf
db-vardaf,Kubis,Master Green,281/Kpts/SR.120/7/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2466.pdf
db-vardaf,Kubis,Green Hero,293/Kpts/SR.120/7/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2467.pdf
db-vardaf,Kubis,BC - 38,347/Kpts/SR.120/9/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2468.pdf
db-vardaf,Kubis,Green Top,348/Kpts/SR.120/9/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2469.pdf
db-vardaf,Kubis,Purnama,349/Kpts/SR.120/9/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2470.pdf
db-vardaf,Kubis,Green Coronet,390/Kpts/SR.120/10/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2471.pdf
db-vardaf,Kubis,Talenta,464/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2472.pdf
db-vardaf,Kubis,Dynamic,504/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2473.pdf
db-vardaf,Kubis,Asia Cross,485/Kpts/SR.120/12/2005,2005,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2474.pdf
db-vardaf,Cabai Besar,SENOPATI,347/Kpts/LB.240/6/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi
db-vardaf,Cabai Besar,Provost,348/Kpts/LB.240/6/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/202.pdf
db-vardaf,Cabai Besar,ADIPATI,346/Kpts/LB.240/6/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/200.pdf
db-vardaf,Bawang Merah,Batu Ijo,368/Kpts/LB.240/6/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/197.pdf
db-vardaf,Bawang Merah,Palasa,480/Kpts/LB.240/8/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/198.pdf
db-vardaf,Bawang Merah,Tinombo,481/Kpts/LB.240/8/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/199.pdf
db-vardaf,Kacang Buncis,Citra 845,475/Kpts/LB.240/8/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2066.pdf
db-vardaf,Cabai Keriting,Bagayo,349/Kpts/LB.240/6/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2201.pdf
db-vardaf,Cabai Keriting,New Taro,350/Kpts/LB.240/6/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2202.pdf
db-vardaf,Cabai Paprika,Paprika Goldflame,478/Kpts/LB.240/8/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2267.pdf
db-vardaf,Cabai Paprika,Paprika Spartacus,479/Kpts/LB.240/8/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2268.pdf
db-vardaf,Kacang Panjang,Arto,367/Kpts/LB.240/6/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2332.pdf
db-vardaf,Kacang Panjang,Bapan 672,470/Kpts/LB.240/8/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2333.pdf
db-vardaf,Kacang Panjang,Dadung Hijau,471/Kpts/LB.240/8/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2334.pdf
db-vardaf,Kacang Panjang,Rampak Hijau 614,469/Kpts/LB.240/8/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2335.pdf
db-vardaf,Kubis,Green Sumo,473/Kpts/LB.240/8/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2460.pdf
db-vardaf,Kubis,Ishito 3,477/Kpts/LB.240/8/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2461.pdf
db-vardaf,Kubis,Green Komet,472/Kpts/LB.240/8/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2462.pdf
db-vardaf,Kubis,Super Green,476/Kpts/LB.240/8/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2463.pdf
db-vardaf,Kubis,Kubindo 5,366/Kpts/LB.240/6/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2464.pdf
db-vardaf,Mentimun,Nelly F1,354/Kpts/LB.240/6/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2582.pdf
db-vardaf,Mentimun,Timundo 13,355/Kpts/LB.240/6/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2583.pdf
db-vardaf,Mentimun,Timundo 14,353/Kpts/LB.240/6/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2584.pdf
db-vardaf,Paria,Raden,359/Kpts/LB.240/6/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2679.pdf
db-vardaf,Terong,Lezata,365/Kpts/LB.240/6/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2808.pdf
db-vardaf,Tomat,Prestasi 417,468/Kpts/LB.240/8/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2870.pdf
db-vardaf,Tomat,Regina,464/Kpts/LB.240/6/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2871.pdf
db-vardaf,Tomat,Titanik 416,467/Kpts/LB.240/8/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2872.pdf
db-vardaf,Melon,Melindo 7,342/Kpts/LB.240/6/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3277.pdf
db-vardaf,Melon,Melindo 8,343/Kpts/LB.240/6/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3278.pdf
db-vardaf,Melon,Melindo 9,344/Kpts/LB.240/6/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3279.pdf
db-vardaf,Melon,Melindo 10,345/Kpts/LB.240/6/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3280.pdf
db-vardaf,Melon,Metando 80,474/Kpts/LB.240/8/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3281.pdf
db-vardaf,Semangka,Rembulan,356/Kpts/LB.240/6/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3473.pdf
db-vardaf,Semangka,Perintis,357/Kpts/LB.240/6/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3474.pdf
db-vardaf,Semangka,Kaisar,358/Kpts/LB.240/6/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3475.pdf
db-vardaf,Terong Pirus,Tamarillo,491/Kpts/LB.240/8/2004,2004,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3627.pdf
db-vardaf,Bawang Merah,Keta Monca,529/Kpts/PD.210/10/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2017.pdf
db-vardaf,Kacang Buncis,Pena,530/Kpts/PD.210/10/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2065.pdf
db-vardaf,Cabai Rawit,Kathur,343/Kpts/TP.240/6/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2090.pdf
db-vardaf,Cabai Besar,Trisula,344/Kpts/TP.240/6/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2122.pdf
db-vardaf,Cabai Besar,Jet Set,345/Kpts/TP.240/6/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2123.pdf
db-vardaf,Cabai Besar,Buana,346/Kpts/TP.240/6/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2124.pdf
db-vardaf,Kacang Panjang,Mutiara,527/Kpts/PD.210/10/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2331.pdf
db-vardaf,Kubis,TIA 6,526/Kpts/PD.210/10/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2458.pdf
db-vardaf,Kubis,TIA 5,528/Kpts/PD.210/10/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2459.pdf
db-vardaf,Mentimun,Padang,531/Kpts/PD.210/10/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2581.pdf
db-vardaf,Terong,Gong,342/Kpts/TP.240/6/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2807.pdf
db-vardaf,Tomat,Geulis - 144,328/Kpts/TP.240/6/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2864.pdf
db-vardaf,Tomat,Pluto - 528,330/Kpts/TP.240/6/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2865.pdf
db-vardaf,Tomat,Idola - 819,331/Kpts/TP.240/6/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2866.pdf
db-vardaf,Tomat,Buba - 426,448/Kpts/TP.240/6/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2867.pdf
db-vardaf,Tomat,Maestro - 414,449/Kpts/TP.240/6/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2868.pdf
db-vardaf,Tomat,TIA - 403,450/Kpts/TP.240/6/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2869.pdf
db-vardaf,Melon,Sweet M-10,339/Kpts/TP.240/6/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3271.pdf
db-vardaf,Melon,MAI.116,404/Kpts/SR.120/8/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3272.pdf
db-vardaf,Melon,MAI 119,405/Kpts/SR.120/8/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3273.pdf
db-vardaf,Melon,Ladika 108,406/Kpts/SR.120/8/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3274.pdf
db-vardaf,Melon,Sumo 28,407/Kpts/SR.120/8/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3275.pdf
db-vardaf,Melon,Golden Paradise,462/Kpts/PD.210/9/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3276.pdf
db-vardaf,Semangka,Reddi 227,451/Kpts/PD.210/9/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3468.pdf
db-vardaf,Semangka,Metal 206,452/Kpts/PD.210/9/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3469.pdf
db-vardaf,Semangka,Red Top 212,463/Kpts/PD.210/9/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3470.pdf
db-vardaf,Semangka,Trigger 3,464/Kpts/PD.210/9/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3471.pdf
db-vardaf,Semangka,Good Quality,465/Kpts/PD.210/9/2003,2003,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3472.pdf
db-vardaf,Kangkung,Serimpi,268/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2405.pdf
db-vardaf,Kangkung,Gomong,269/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2406.pdf
db-vardaf,Edamame (Kedelai Sayur),Edamame R - 75,420/Kpts/TP.240/7/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2424.pdf
db-vardaf,Edamame (Kedelai Sayur),Edamame R - 305,421/Kpts/TP.240/7/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2425.pdf
db-vardaf,Kentang,Manohara,419/Kpts/TP.240/7/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2432.pdf
db-vardaf,Kentang,Amudra,418/Kpts/TP.240/7/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2433.pdf
db-vardaf,Mentimun,Surya,238/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2575.pdf
db-vardaf,Mentimun,Kejora,250/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2576.pdf
db-vardaf,Mentimun,Mayapada,251/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2577.pdf
db-vardaf,Mentimun,Candra,255/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2578.pdf
db-vardaf,Mentimun,Bella,262/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2579.pdf
db-vardaf,Mentimun,Mini-C,263/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2580.pdf
db-vardaf,Terong,Satria,259/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2804.pdf
db-vardaf,Terong,Sembrani F1,260/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2805.pdf
db-vardaf,Terong,Gracia,261/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2806.pdf
db-vardaf,Tomat,Giga,244/Kpts/TP.420/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2858.pdf
db-vardaf,Tomat,Marta F1,256/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2859.pdf
db-vardaf,Tomat,Sakura F1,264/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2860.pdf
db-vardaf,Tomat,Arista F1,265/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2861.pdf
db-vardaf,Tomat,Doreta,266/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2862.pdf
db-vardaf,Tomat,Trivera F1,267/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2863.pdf
db-vardaf,Waluh/Squash,Juai,410/Kpts/TP.240/7/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2942.pdf
db-vardaf,Semangka,Sindoro,237/Kpts/TP.420/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3466.pdf
db-vardaf,Semangka,Asmara,239/Kpts/TP.420/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/3467.pdf
db-vardaf,Bawang Merah,Tiron,498/Kpts/TP.240/8/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2016.pdf
db-vardaf,Kacang Buncis,Perkasa,270/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2062.pdf
db-vardaf,Kacang Buncis,KB - 5,271/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2063.pdf
db-vardaf,Kacang Buncis,KB - 6,272/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2064.pdf
db-vardaf,Cabai Rawit,Taruna,247/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2089.pdf
db-vardaf,Cabai Besar,Sultan,249/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2121.pdf
db-vardaf,Cabai Keriting,Jago,248/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2200.pdf
db-vardaf,Kacang Panjang,Sentosa,245/Kpts/TP.240/4/2002,2002,sayuran/pangan semusim,404,https://perbenihanhorti.id/proseed/uploads/deskripsi/2329.pdf
