provinsi,kabupaten,kecamatan,kode_kabupaten,bpp,bpp_kanonik,poktan,penyuluh_pns,penyuluh_p3k,penyuluh_thl,penyuluh_swadaya,penyuluh_swasta,penyuluh_total
"MALUKU UTARA","HALMAHERA TENGAH","PATANI UTARA","8202","Patani Utara","Patani Utara","107","1","0","7","0","0","8"
"MALUKU UTARA","HALMAHERA TENGAH","PULAU GEBE","8202","BPP Pulau Gebe","Pulau Gebe","51","1","0","1","0","0","2"
"MALUKU UTARA","HALMAHERA TENGAH","WEDA","8202","BPP Weda","Weda","49","1","0","4","0","0","5"
"MALUKU UTARA","HALMAHERA TENGAH","WEDA SELATAN","8202","BPP Weda Selatan","Weda Selatan","96","3","0","1","4","0","8"
"MALUKU UTARA","HALMAHERA TENGAH","WEDA TENGAH","8202","Weda Tengah","Weda Tengah","53","3","0","2","0","0","5"
"MALUKU UTARA","HALMAHERA TENGAH","WEDA TIMUR","","","","","1","0","0","0","0","1"
"MALUKU UTARA","HALMAHERA TENGAH","WEDA UTARA","8202","Weda Utara","Weda Utara","103","2","0","4","0","0","6"
"MALUKU UTARA","HALMAHERA TIMUR","","8206","BPP Maba Utara","Maba Utara","0","","","","","",""
"MALUKU UTARA","HALMAHERA TIMUR","KOTA MABA","8206","BPP KOTA MABA","Kota Maba","22","6","4","0","0","0","10"
"MALUKU UTARA","HALMAHERA TIMUR","MABA","8206","BPP Kecamatan Maba","Kecamatan Maba","19","5","0","0","3","0","8"
"MALUKU UTARA","HALMAHERA TIMUR","MABA SELATAN","8206","Maba Selatan","Maba Selatan","18","2","0","0","0","0","2"
"MALUKU UTARA","HALMAHERA TIMUR","MABA TENGAH","8206","Maba Tengah","Maba Tengah","26","4","0","0","0","0","4"
"MALUKU UTARA","HALMAHERA TIMUR","MABA UTARA","","","","","2","0","0","0","0","2"
"MALUKU UTARA","HALMAHERA TIMUR","WASILE","8206","Wasile","Wasile","76","4","0","1","4","0","9"
"MALUKU UTARA","HALMAHERA TIMUR","WASILE SELATAN","8206","Wasile Selatan","Wasile Selatan","59","4","0","0","3","0","7"
"MALUKU UTARA","HALMAHERA TIMUR","WASILE TENGAH","8206","Wasile Tengah","Wasile Tengah","20","2","0","0","0","0","2"
"MALUKU UTARA","HALMAHERA TIMUR","WASILE TIMUR","8206","BPP Wasile Timur","Wasile Timur","89","6","0","1","3","0","10"
"MALUKU UTARA","HALMAHERA TIMUR","WASILE UTARA","8206","Wasile Utara","Wasile Utara","16","1","0","0","0","0","1"
"MALUKU UTARA","HALMAHERA UTARA","","8205","balai penyuluhan pertanian tobelo selata","tobelo selata","0","","","","","",""
"MALUKU UTARA","HALMAHERA UTARA","GALELA","8205","Balai Penyuluhan Pertanian Galela","Galela","38","5","1","0","0","0","6"
"MALUKU UTARA","HALMAHERA UTARA","GALELA BARAT","8205","Balai Penyuluhan Pertanian Galela Selata","Galela Selata","83","0","0","0","0","0","0"
"MALUKU UTARA","HALMAHERA UTARA","GALELA SELATAN","8205","Balai Penyuluhan Pertanian Galela Selata","Galela Selata","47","4","4","2","0","0","10"
"MALUKU UTARA","HALMAHERA UTARA","GALELA UTARA","8205","Balai Penyuluhan Pertanian Galela Utara","Galela Utara","41","3","1","0","0","0","4"
"MALUKU UTARA","HALMAHERA UTARA","KAO","8205","Balai Penyuluhan Pertanian Kao","Kao","68","8","6","1","5","0","20"
"MALUKU UTARA","HALMAHERA UTARA","KAO BARAT","8205","Balai Penyuluhan Pertanian Kao Barat","Kao Barat","93","3","4","0","0","0","7"
"MALUKU UTARA","HALMAHERA UTARA","KAO TELUK","8205","Balai Penyuluhan Pertanian Kao Teluk","Kao Teluk","36","5","5","0","0","0","10"
"MALUKU UTARA","HALMAHERA UTARA","KAO UTARA","8205","Balai Penyuluhan Pertanian Kao Utara","Kao Utara","54","3","6","0","0","0","9"
"MALUKU UTARA","HALMAHERA UTARA","LOLODA KEPULAUAN","8205","Balai Penyuluhan Pertanian Loloda Utara","Loloda Utara","14","0","0","0","0","0","0"
"MALUKU UTARA","HALMAHERA UTARA","LOLODA UTARA","","","","","4","0","0","0","0","4"
"MALUKU UTARA","HALMAHERA UTARA","MALIFUT","8205","Balai Penyuluhan Pertanian Malifut","Malifut","61","3","10","2","1","0","16"
"MALUKU UTARA","HALMAHERA UTARA","TOBELO","","","","","10","8","0","0","0","18"
"MALUKU UTARA","HALMAHERA UTARA","TOBELO BARAT","8205","Balai Penyuluhan Pertanian Tobelo Barat","Tobelo Barat","55","2","3","0","0","0","5"
"MALUKU UTARA","HALMAHERA UTARA","TOBELO SELATAN","8205","Balai Penyuluhan Pertanian Tobelo Selat","Tobelo Selat","65","6","2","0","0","0","8"
"MALUKU UTARA","HALMAHERA UTARA","TOBELO TENGAH","8205","Balai Penyuluhan Pertanian Tobelo","Tobelo","49","0","0","0","0","0","0"
"MALUKU UTARA","HALMAHERA UTARA","TOBELO TIMUR","8205","Balai Penyuluhan Pertanian Tobelo Selat","Tobelo Selat","20","0","0","0","0","0","0"
"MALUKU UTARA","HALMAHERA UTARA","TOBELO UTARA","8205","Balai Penyuluhan Pertanian Tobelo","Tobelo","43","0","0","0","0","0","0"
"MALUKU UTARA","KEPULAUAN SULA","MANGOLI BARAT","8203","BPP Mangoli Barat","Mangoli Barat","40","1","0","0","1","0","2"
"MALUKU UTARA","KEPULAUAN SULA","MANGOLI SELATAN","8203","BPP Mangoli Selatan","Mangoli Selatan","33","1","0","0","0","0","1"
"MALUKU UTARA","KEPULAUAN SULA","MANGOLI TENGAH","8203","Mangoli Tengah","Mangoli Tengah","102","3","0","0","0","0","3"
"MALUKU UTARA","KEPULAUAN SULA","MANGOLI TIMUR","8203","BPP Mangoli Timur","Mangoli Timur","51","2","0","0","0","0","2"
"MALUKU UTARA","KEPULAUAN SULA","MANGOLI UTARA","8203","BPP Mangoli Utara","Mangoli Utara","66","4","0","0","0","0","4"
"MALUKU UTARA","KEPULAUAN SULA","MANGOLI UTARA TIMUR","8203","BPP Mangoli Utara Timur","Mangoli Utara Timur","34","2","0","0","0","0","2"
"MALUKU UTARA","KEPULAUAN SULA","SANANA","8203","BPP Sanana","Sanana","85","4","0","0","3","0","7"
"MALUKU UTARA","KEPULAUAN SULA","SANANA UTARA","8203","BPP Sanana Utara","Sanana Utara","81","2","2","0","0","0","4"
"MALUKU UTARA","KEPULAUAN SULA","SULA BESI BARAT","8203","BPP Sulabesi Barat","Sulabesi Barat","57","2","0","0","1","0","3"
"MALUKU UTARA","KEPULAUAN SULA","SULA BESI TENGAH","8203","BPP Sulabesi Tengah","Sulabesi Tengah","46","3","0","0","1","0","4"
"MALUKU UTARA","KEPULAUAN SULA","SULABESI SELATAN","8203","BPP Sulabesi Selatan","Sulabesi Selatan","26","2","1","0","0","0","3"
"MALUKU UTARA","KEPULAUAN SULA","SULABESI TIMUR","8203","BPP Sulabesi Timur","Sulabesi Timur","22","2","1","0","2","0","5"
"MALUKU UTARA","KOTA TERNATE","","8271","BPP Kec. Pulau Moti","Kec. Pulau Moti","0","","","","","",""
"MALUKU UTARA","KOTA TERNATE","MOTI","","","","","2","3","0","0","0","5"
"MALUKU UTARA","KOTA TERNATE","PULAU BATANG DUA","8271","Pulau Batang Dua","Pulau Batang Dua","32","3","4","0","0","0","7"
"MALUKU UTARA","KOTA TERNATE","PULAU HIRI","8271","BPP Kec.Pulau Hiri","Kec.Pulau Hiri","21","2","3","0","0","0","5"
"MALUKU UTARA","KOTA TERNATE","PULAU TERNATE","8271","BPP Kec. Pulau Ternate","Kec. Pulau Ternate","33","5","2","0","3","0","10"
"MALUKU UTARA","KOTA TERNATE","TERNATE BARAT","8271","BPP Kec. Ternate Barat","Kec. Ternate Barat","46","4","4","0","1","0","9"
"MALUKU UTARA","KOTA TERNATE","TERNATE SELATAN","8271","BPP Ternate Selatan","Ternate Selatan","42","6","1","0","2","0","9"
"MALUKU UTARA","KOTA TERNATE","TERNATE TENGAH","8271","BPP Kec. Ternate Tengah","Kec. Ternate Tengah","46","4","1","1","2","0","8"
"MALUKU UTARA","KOTA TERNATE","TERNATE UTARA","8271","BPP Kec Ternate Utara","Kec Ternate Utara","57","6","2","0","4","0","12"
"MALUKU UTARA","KOTA TIDORE KEPULAUAN","OBA","8272","BPP Kec. Oba","Kec. Oba","58","4","0","5","6","0","15"
"MALUKU UTARA","KOTA TIDORE KEPULAUAN","OBA SELATAN","8272","BPP Oba Selatan","Oba Selatan","77","2","0","6","3","0","11"
"MALUKU UTARA","KOTA TIDORE KEPULAUAN","OBA TENGAH","8272","BPP Oba Tengah","Oba Tengah","54","4","0","2","2","0","8"
"MALUKU UTARA","KOTA TIDORE KEPULAUAN","OBA UTARA","8272","Oba Utara","Oba Utara","55","9","0","1","3","0","13"
"MALUKU UTARA","KOTA TIDORE KEPULAUAN","TIDORE","8272","BPP TIDORE","Tidore","48","13","0","10","3","0","26"
"MALUKU UTARA","KOTA TIDORE KEPULAUAN","TIDORE SELATAN","8272","Tidore Selatan","Tidore Selatan","27","9","0","5","2","0","16"
"MALUKU UTARA","KOTA TIDORE KEPULAUAN","TIDORE TIMUR","8272","Tidore Timur","Tidore Timur","61","8","0","2","7","0","17"
"MALUKU UTARA","KOTA TIDORE KEPULAUAN","TIDORE UTARA","8272","BPP Tidore Utara","Tidore Utara","91","9","0","9","4","0","22"
"MALUKU UTARA","PULAU MOROTAI","MOROTAI JAYA","8207","BPP Kec Morotai Jaya","Kec Morotai Jaya","75","0","0","0","0","0","0"
"MALUKU UTARA","PULAU MOROTAI","MOROTAI SELATAN","8207","BPP Kec Morotai Selatan","Kec Morotai Selatan","230","8","5","1","0","0","14"
"MALUKU UTARA","PULAU MOROTAI","MOROTAI SELATAN BARAT","8207","BPP Kec. Morotai Selatan Barat","Kec. Morotai Selatan Barat","110","4","1","1","0","0","6"
"MALUKU UTARA","PULAU MOROTAI","MOROTAI TIMUR","8207","BPP Kec Morotai Timur","Kec Morotai Timur","129","3","2","0","0","0","5"
"MALUKU UTARA","PULAU MOROTAI","MOROTAI UTARA","8207","BPP Kec.Morotai Utata","Kec.Morotai Utata","108","3","0","0","0","0","3"
"MALUKU UTARA","PULAU MOROTAI","PULAU RAO","8207","BPP Pulau Rao","Pulau Rao","57","1","0","0","0","0","1"
"MALUKU UTARA","PULAU TALIABU","LEDE","8208","BPP Kecamatan Tabona","Kecamatan Tabona","77","1","0","0","0","0","1"
"MALUKU UTARA","PULAU TALIABU","TABONA","","","","","0","0","0","0","0","0"
"MALUKU UTARA","PULAU TALIABU","TALIABU BARAT","8208","BPP Kecamatan Taliabu Barat","Kecamatan Taliabu Barat","137","1","0","6","0","0","7"
"MALUKU UTARA","PULAU TALIABU","TALIABU BARAT LAUT","8208","BPP Kecamatan Lede","Kecamatan Lede","79","0","0","0","0","0","0"
"MALUKU UTARA","PULAU TALIABU","TALIABU SELATAN","","","","","1","0","0","0","0","1"
"MALUKU UTARA","PULAU TALIABU","TALIABU TIMUR","8208","BPP Kecamatan Taliabu Selatan","Kecamatan Taliabu Selatan","5","0","0","0","0","0","0"
"MALUKU UTARA","PULAU TALIABU","TALIABU TIMUR SELATAN","8208","BPP Kecamatan Taliabu Timur Selatan","Kecamatan Taliabu Timur Selatan","29","1","0","1","0","0","2"
"MALUKU UTARA","PULAU TALIABU","TALIABU UTARA","8208","BPP Kecamatan Taliabu Utara","Kecamatan Taliabu Utara","101","1","0","2","0","0","3"
"NUSA TENGGARA BARAT","BIMA","","5206","BPP Kecamatan Palibelo","Kecamatan Palibelo","10","","","","","",""
"NUSA TENGGARA BARAT","BIMA","AMBALAWI","5206","BPP Kecamatan Ambalawi","Kecamatan Ambalawi","335","8","1","1","1","0","11"
"NUSA TENGGARA BARAT","BIMA","BELO","5206","BPP Kecamatan Belo","Kecamatan Belo","183","5","6","0","0","0","11"
"NUSA TENGGARA BARAT","BIMA","BOLO","5206","BPP Kecamatan Bolo","Kecamatan Bolo","304","10","6","0","2","0","18"
"NUSA TENGGARA BARAT","BIMA","DONGGO","5206","BPP Kecamatan Donggo","Kecamatan Donggo","393","4","8","1","1","0","14"
"NUSA TENGGARA BARAT","BIMA","LAMBITU","5206","BPP Kecamatan Lambitu","Kecamatan Lambitu","122","5","2","0","3","0","10"
"NUSA TENGGARA BARAT","BIMA","LAMBU","5206","BPP Kecamatan Lambu","Kecamatan Lambu","411","4","4","4","6","0","18"
"NUSA TENGGARA BARAT","BIMA","LANGGUDU","5206","BPP Kecamatan Langgudu","Kecamatan Langgudu","322","2","8","0","1","0","11"
"NUSA TENGGARA BARAT","BIMA","MADA PANGGA","5206","BPP Kecamatan Madapangga","Kecamatan Madapangga","500","8","5","1","3","0","17"
"NUSA TENGGARA BARAT","BIMA","MONTA","5206","BPP Kecamatan Monta","Kecamatan Monta","402","8","10","0","2","0","20"
"NUSA TENGGARA BARAT","BIMA","PALIBELO","5206","BPP Kecamatan Palibelo","Kecamatan Palibelo","255","9","8","1","15","0","33"
"NUSA TENGGARA BARAT","BIMA","PARADO","5206","BPP Kecamatan Parado","Kecamatan Parado","194","3","2","0","0","0","5"
"NUSA TENGGARA BARAT","BIMA","SANGGAR","5206","BPP Kecamatan Sanggar","Kecamatan Sanggar","353","3","2","0","1","0","6"
"NUSA TENGGARA BARAT","BIMA","SAPE","5206","BPP Kecamatan Sape","Kecamatan Sape","279","6","10","1","12","0","29"
"NUSA TENGGARA BARAT","BIMA","SOROMANDI","5206","Balai Penyuluh Pertanian Kecamatan Sor","Balai Penyuluh Pertanian Kecamatan Sor","375","2","7","0","3","0","12"
"NUSA TENGGARA BARAT","BIMA","TAMBORA","5206","BPP Kecamatan Tambora","Kecamatan Tambora","319","3","2","0","4","0","9"
"NUSA TENGGARA BARAT","BIMA","WAWO","5206","BPP Kecamatan Wawo","Kecamatan Wawo","269","6","5","1","1","0","13"
"NUSA TENGGARA BARAT","BIMA","WERA","5206","BPP Kecamatan Wera","Kecamatan Wera","328","5","8","1","2","0","16"
"NUSA TENGGARA BARAT","BIMA","WOHA","5206","BPP Kecamatan Woha","Kecamatan Woha","241","11","7","0","3","0","21"
"NUSA TENGGARA BARAT","DOMPU","","5205","BPP Kecamatan Dompu","Kecamatan Dompu","10","","","","","",""
"NUSA TENGGARA BARAT","DOMPU","DOMPU","5205","BPP Kecamatan Dompu","Kecamatan Dompu","424","19","7","0","19","0","45"
"NUSA TENGGARA BARAT","DOMPU","HU U","5205","BPP Kecamatan Hu","Kecamatan Hu","197","2","5","0","8","0","15"
"NUSA TENGGARA BARAT","DOMPU","KEMPO","5205","BPP Kecamatan Kempo kab. Dompu","Kecamatan Kempo kab. Dompu","243","7","5","0","7","0","19"
"NUSA TENGGARA BARAT","DOMPU","KILO","5205","BPP Kecamatan Kilo","Kecamatan Kilo","192","4","3","0","6","0","13"
"NUSA TENGGARA BARAT","DOMPU","MANGGALEWA","5205","BPP Kecamatan Manggelewa","Kecamatan Manggelewa","455","12","6","0","9","0","27"
"NUSA TENGGARA BARAT","DOMPU","PAJO","5205","BPP Kecamatan Pajo","Kecamatan Pajo","248","8","3","0","6","0","17"
"NUSA TENGGARA BARAT","DOMPU","PEKAT","5205","BPP Kecamatan Pekat","Kecamatan Pekat","453","8","3","0","10","0","21"
"NUSA TENGGARA BARAT","DOMPU","WOJA","5205","BPP Kecamatan Woja","Kecamatan Woja","386","18","4","0","16","0","38"
"NUSA TENGGARA BARAT","KOTA BIMA","ASAKOTA","5272","UPT.BPPP Asakota","Upt.bppp Asakota","154","6","2","1","6","0","15"
"NUSA TENGGARA BARAT","KOTA BIMA","MPUNDA","5272","UPT.BPPP Mpunda","Upt.bppp Mpunda","129","9","3","0","2","0","14"
"NUSA TENGGARA BARAT","KOTA BIMA","RABA","5272","UPT.BPPP Raba","Upt.bppp Raba","201","8","3","0","10","0","21"
"NUSA TENGGARA BARAT","KOTA BIMA","RASANAE BARAT","5272","UPT.BPPP Rasanae Timur","Upt.bppp Rasanae Timur","51","1","0","0","14","0","15"
"NUSA TENGGARA BARAT","KOTA BIMA","RASANAE TIMUR","5272","UPT.BPPP Rasanae Timur","Upt.bppp Rasanae Timur","182","5","5","0","8","0","18"
"NUSA TENGGARA BARAT","KOTA MATARAM","AMPENAN","5271","BPP Ampenan","Ampenan","59","5","1","0","10","0","16"
"NUSA TENGGARA BARAT","KOTA MATARAM","CAKRANEGARA","5271","BPP Cakranegara","Cakranegara","37","5","1","0","10","0","16"
"NUSA TENGGARA BARAT","KOTA MATARAM","MATARAM","5271","BPP Kecamatan Mataram","Kecamatan Mataram","48","4","2","0","9","0","15"
"NUSA TENGGARA BARAT","KOTA MATARAM","SANDUBAYA","5271","BPP Sandubaya","Sandubaya","58","6","2","0","7","0","15"
"NUSA TENGGARA BARAT","KOTA MATARAM","SEKARBELA","5271","BPP Sekarbela","Sekarbela","54","5","1","0","5","0","11"
"NUSA TENGGARA BARAT","KOTA MATARAM","SELAPARANG","5271","BPP Selaparang","Selaparang","54","7","0","0","9","0","16"
"NUSA TENGGARA BARAT","LOMBOK BARAT","BATU LAYAR","5201","BPP Kecamatan Batu Layar","Kecamatan Batu Layar","108","2","6","0","9","0","17"
"NUSA TENGGARA BARAT","LOMBOK BARAT","GERUNG","5201","BPP Kecamatan Gerung","Kecamatan Gerung","270","11","7","0","14","0","32"
"NUSA TENGGARA BARAT","LOMBOK BARAT","GUNUNG SARI","5201","BPP Kecamatan Gunungsari","Kecamatan Gunungsari","220","8","3","0","17","0","28"
"NUSA TENGGARA BARAT","LOMBOK BARAT","KEDIRI","5201","BPP Kecamatan Kediri","Kecamatan Kediri","145","7","3","0","10","0","20"
"NUSA TENGGARA BARAT","LOMBOK BARAT","KURIPAN","5201","BPP Kecamatan Kuripan","Kecamatan Kuripan","115","9","2","0","6","1","18"
"NUSA TENGGARA BARAT","LOMBOK BARAT","LABU API","5201","BPP Kecamatan Labuapi","Kecamatan Labuapi","140","5","3","0","12","0","20"
"NUSA TENGGARA BARAT","LOMBOK BARAT","LEMBAR","5201","BPP Kecamatan Lembar","Kecamatan Lembar","266","8","6","0","11","0","25"
"NUSA TENGGARA BARAT","LOMBOK BARAT","LINGSAR","5201","BPP Kecamatan Lingsar","Kecamatan Lingsar","222","8","6","0","16","0","30"
"NUSA TENGGARA BARAT","LOMBOK BARAT","NARMADA","5201","BPP Kecamatan Narmada","Kecamatan Narmada","266","11","6","0","21","0","38"
"NUSA TENGGARA BARAT","LOMBOK BARAT","SEKOTONG","5201","BPP Sekotong","Sekotong","335","8","6","0","8","0","22"
"NUSA TENGGARA BARAT","LOMBOK TENGAH","BATUKLIANG","5202","UPTD. Penyuluhan HPT dan Keswan Kec. Bat","Uptd. Penyuluhan HPT dan Keswan Kec. Bat","149","9","1","1","8","0","19"
"NUSA TENGGARA BARAT","LOMBOK TENGAH","BATUKLIANG UTARA","5202","UPT HPT dan Keswan Batukliang Utara","UPT HPT dan Keswan Batukliang Utara","171","7","3","0","5","0","15"
"NUSA TENGGARA BARAT","LOMBOK TENGAH","JANAPRIA","5202","UPT HPT dan Keswan Kecamatan Janapria","UPT HPT dan Keswan Kecamatan Janapria","331","12","5","0","8","0","25"
"NUSA TENGGARA BARAT","LOMBOK TENGAH","JONGGAT","5202","UPTD HPT dan Keswan Kecamatan Jonggat","Uptd HPT dan Keswan Kecamatan Jonggat","221","7","7","0","4","0","18"
"NUSA TENGGARA BARAT","LOMBOK TENGAH","KOPANG","5202","UPTD HPT dan Keswan Kecamatan Kopang","Uptd HPT dan Keswan Kecamatan Kopang","256","9","6","0","8","0","23"
"NUSA TENGGARA BARAT","LOMBOK TENGAH","PRAYA","5202","UPT Penyuluhan HPT dan Keswan Praya","UPT Penyuluhan HPT dan Keswan Praya","225","11","3","0","9","0","23"
"NUSA TENGGARA BARAT","LOMBOK TENGAH","PRAYA BARAT","5202","UPT PENYULUHAN,HPT dan KESWAN KEC. PRAYA","UPT PENYULUHAN,HPT dan Keswan Kec. Praya","275","5","5","0","11","1","22"
"NUSA TENGGARA BARAT","LOMBOK TENGAH","PRAYA BARAT DAYA","5202","BPP Praya Barat Daya","Praya Barat Daya","241","6","6","0","6","0","18"
"NUSA TENGGARA BARAT","LOMBOK TENGAH","PRAYA TENGAH","5202","UPT HPT DAN KESWAN KEC. PRAYA TENGAH","UPT HPT DAN Keswan Kec. Praya Tengah","239","10","5","0","9","0","24"
"NUSA TENGGARA BARAT","LOMBOK TENGAH","PRAYA TIMUR","5202","UPT PENYULUHAN, HPT DAN KESWAN KEC. PRAY","UPT PENYULUHAN, HPT DAN Keswan Kec. Pray","267","5","6","0","16","0","27"
"NUSA TENGGARA BARAT","LOMBOK TENGAH","PRINGGARATA","5202","UPTD HPT DAN KESWAN KECAMATAN PRINGGARAT","Uptd HPT DAN Keswan Kecamatan Pringgarat","161","10","3","0","11","0","24"
"NUSA TENGGARA BARAT","LOMBOK TENGAH","PUJUT","5202","UPTD HPT DAN KESWAN KECAMATAN","Uptd HPT DAN Keswan Kecamatan","542","9","9","0","11","0","29"
"NUSA TENGGARA BARAT","LOMBOK TIMUR","","5203","UPTPP Kecamatan Suela","Uptpp Kecamatan Suela","10","","","","","",""
"NUSA TENGGARA BARAT","LOMBOK TIMUR","AIKMEL","5203","UPTPP KECAMATAN AIKMEL","Uptpp Kecamatan Aikmel","189","7","4","0","1","0","12"
"NUSA TENGGARA BARAT","LOMBOK TIMUR","JEROWARU","5203","UPTPP Kecamatan Jerowaru","Uptpp Kecamatan Jerowaru","490","9","5","0","10","0","24"
"NUSA TENGGARA BARAT","LOMBOK TIMUR","KERUAK","5203","UPTPP Kecamatan Keruak","Uptpp Kecamatan Keruak","227","3","8","0","8","0","19"
"NUSA TENGGARA BARAT","LOMBOK TIMUR","LABUHAN HAJI","5203","UPTPP Kecamatan Labuhan Haji","Uptpp Kecamatan Labuhan Haji","169","8","1","0","5","0","14"
"NUSA TENGGARA BARAT","LOMBOK TIMUR","LENEK","5203","UPTPP Kecamatan Lenek","Uptpp Kecamatan Lenek","146","4","3","0","0","0","7"
"NUSA TENGGARA BARAT","LOMBOK TIMUR","MASBAGIK","5203","UPTPP Kecamatan Masbagik","Uptpp Kecamatan Masbagik","119","6","1","0","8","0","15"
"NUSA TENGGARA BARAT","LOMBOK TIMUR","MONTONG GADING","5203","UPTPP Kec. Montong Gading","Uptpp Kec. Montong Gading","184","5","2","0","1","0","8"
"NUSA TENGGARA BARAT","LOMBOK TIMUR","PRINGGABAYA","5203","UPTPP Kecamatan Pringgabaya","Uptpp Kecamatan Pringgabaya","206","5","5","0","3","0","13"
"NUSA TENGGARA BARAT","LOMBOK TIMUR","PRINGGASELA","5203","UPTPP Kecamatan Pringgasela","Uptpp Kecamatan Pringgasela","116","3","4","0","7","0","14"
"NUSA TENGGARA BARAT","LOMBOK TIMUR","SAKRA","5203","UPTPP Kecamatan Sakra","Uptpp Kecamatan Sakra","130","3","4","0","6","0","13"
"NUSA TENGGARA BARAT","LOMBOK TIMUR","SAKRA BARAT","5203","UPTPP Kecamatan Sakra Barat","Uptpp Kecamatan Sakra Barat","241","4","4","0","7","0","15"
"NUSA TENGGARA BARAT","LOMBOK TIMUR","SAKRA TIMUR","5203","UPT-PP Kecamatan Sakra Timur","Upt-pp Kecamatan Sakra Timur","175","4","3","0","4","0","11"
"NUSA TENGGARA BARAT","LOMBOK TIMUR","SAMBELIA","5203","UPTPP Kecamatan Sambelia","Uptpp Kecamatan Sambelia","167","4","3","0","4","0","11"
"NUSA TENGGARA BARAT","LOMBOK TIMUR","SELONG","5203","UPTPP Kecamatan Selong","Uptpp Kecamatan Selong","137","7","1","0","3","0","11"
"NUSA TENGGARA BARAT","LOMBOK TIMUR","SEMBALUN","5203","UPTPP Kecamatan Sembalun","Uptpp Kecamatan Sembalun","191","1","4","0","6","0","11"
"NUSA TENGGARA BARAT","LOMBOK TIMUR","SIKUR","5203","UPTPP Kecamatan Sikur","Uptpp Kecamatan Sikur","152","6","3","0","2","0","11"
"NUSA TENGGARA BARAT","LOMBOK TIMUR","SUELA","5203","UPTPP Kecamatan Suela","Uptpp Kecamatan Suela","203","5","2","0","6","0","13"
"NUSA TENGGARA BARAT","LOMBOK TIMUR","SUKAMULIA","5203","UPTPP Kecamatan Sukamulia","Uptpp Kecamatan Sukamulia","120","3","2","0","5","0","10"
"NUSA TENGGARA BARAT","LOMBOK TIMUR","SURALAGA","5203","UPTPP Kecamatan Suralaga","Uptpp Kecamatan Suralaga","180","7","3","0","7","0","17"
"NUSA TENGGARA BARAT","LOMBOK TIMUR","TERARA","5203","UPTPP Kecamatan Terara","Uptpp Kecamatan Terara","221","6","3","0","3","0","12"
"NUSA TENGGARA BARAT","LOMBOK TIMUR","WANASABA","5203","UPTPP Kecamata Wanasaba","Uptpp Kecamata Wanasaba","317","4","5","0","9","0","18"
"NUSA TENGGARA BARAT","LOMBOK UTARA","BAYAN","5208","UPTD-KPPP Kecamatan Bayan","Uptd-kppp Kecamatan Bayan","412","6","6","0","8","0","20"
"NUSA TENGGARA BARAT","LOMBOK UTARA","GANGGA","5208","UPTD KPPP Kecamatan Gangga","Uptd Kppp Kecamatan Gangga","330","2","5","0","9","0","16"
"NUSA TENGGARA BARAT","LOMBOK UTARA","KAYANGAN","5208","UPTD-KPPP Kecamatan Kayangan","Uptd-kppp Kecamatan Kayangan","263","6","5","0","11","0","22"
"NUSA TENGGARA BARAT","LOMBOK UTARA","PEMENANG","5208","UPTD-KPPP Kecamatan Pemenang","Uptd-kppp Kecamatan Pemenang","68","2","3","0","3","0","8"
"NUSA TENGGARA BARAT","LOMBOK UTARA","TANJUNG","5208","UPTD KPPP Kecamatan Tanjung","Uptd Kppp Kecamatan Tanjung","170","6","2","0","9","0","17"
"NUSA TENGGARA BARAT","SUMBAWA","ALAS","5204","BPP Kecamatan Alas","Kecamatan Alas","131","6","2","0","11","0","19"
"NUSA TENGGARA BARAT","SUMBAWA","ALAS BARAT","5204","BPP Kecamatan Alas Barat","Kecamatan Alas Barat","185","5","3","0","8","0","16"
"NUSA TENGGARA BARAT","SUMBAWA","BATULANTEH","5204","BPP Kecamatan Batulanteh","Kecamatan Batulanteh","162","2","4","0","6","0","12"
"NUSA TENGGARA BARAT","SUMBAWA","BUER","5204","BPP Kecamatan Buer","Kecamatan Buer","120","2","1","0","5","0","8"
"NUSA TENGGARA BARAT","SUMBAWA","EMPANG","5204","BPP Kecamatan Empang","Kecamatan Empang","454","4","4","0","9","0","17"
"NUSA TENGGARA BARAT","SUMBAWA","LABANGKA","5204","BPP Kecamatan Labangka","Kecamatan Labangka","142","4","1","0","5","0","10"
"NUSA TENGGARA BARAT","SUMBAWA","LABUHAN BADAS","5204","BPP Kecamatan Labuhan Badas","Kecamatan Labuhan Badas","163","3","2","0","2","0","7"
"NUSA TENGGARA BARAT","SUMBAWA","LANTUNG","5204","BPP Kecamatan Lantung","Kecamatan Lantung","70","2","1","0","0","0","3"
"NUSA TENGGARA BARAT","SUMBAWA","LAPE","5204","BPP Kecamatan Lape","Kecamatan Lape","224","4","3","0","7","0","14"
"NUSA TENGGARA BARAT","SUMBAWA","LENANGGUAR","5204","BPP Kecamatan Lenangguar","Kecamatan Lenangguar","160","2","1","0","5","0","8"
"NUSA TENGGARA BARAT","SUMBAWA","LOPOK","5204","BPP Kecamatan Lopok","Kecamatan Lopok","286","5","2","0","4","0","11"
"NUSA TENGGARA BARAT","SUMBAWA","LUNYUK","5204","BPP Kecamatan Lunyuk","Kecamatan Lunyuk","390","4","3","0","7","0","14"
"NUSA TENGGARA BARAT","SUMBAWA","MARONGE","5204","BPP Kecamatan Maronge","Kecamatan Maronge","207","1","3","0","5","0","9"
