nomor_pendaftaran,produk_id,nama_produk,jenis_pestisida,urutan,nama_bahan,kadar_bahan,satuan_bahan
01010120083159,op:prd:00004272,TIDAL 5 WP,Insektisida,1,Imidakloprid,5,%
01010120083159,op:prd:00004272,TIDAL 5 WP,Insektisida,2,Imidakloprid,5,%
042020828,op:prd:00004273,TEBUFENOSIDA 95 TC,Insektisida,1,Tebufenosida,95,%
0103011981526,op:prd:00004274,HERBATOP 276 SL,Herbisida,1,parakuat diklorida,276,g/l
032025635,op:prd:00004275,VAPE MOSQUITO COIL mh,Pestisida Rumah Tangga,1,Prallethrin,0.225,%
01040120113923,op:prd:00004276,DewaGibb 20 TB,Zat Pengatur Tumbuh Tanaman,1,Gibbrellic Acid,20,%
01030120258756,op:prd:00004277,CORNEAN 337 SC,Herbisida,1,Topramezon,337,g/l
01140120259020,op:prd:00004278,ZAPMITE NEO 150 EW,Akarisida,1,Piridaben,150,g/l
01010120083031,op:prd:00004279,CENTADOR 10 WP,Insektisida,1,Imidakloprid,10,%
01010120083031,op:prd:00004279,CENTADOR 10 WP,Insektisida,2,imidakloprid,10,%
01010120083031,op:prd:00004279,CENTADOR 10 WP,Insektisida,3,Imidakloprid,10,%
01010120083031,op:prd:00004279,CENTADOR 10 WP,Insektisida,4,Imidakloprid,10,%
01010120269331,op:prd:00004280,ASM FOCUS 5.7 WG,Insektisida,1,Emamektin benzoat (emamectin benzoate),5.7,%
01010120206965,op:prd:00004281,PRIMA-ACE 75 SP,Insektisida,1,Asefat,75,%
01030120175777,op:prd:00004282,OKEXONE 138 SL*,Herbisida,1,Parakuat diklorida,138,g/l
01030120175777,op:prd:00004282,OKEXONE 138 SL*,Herbisida,2,Parakuat diklorida,138,g/l
01030120175777,op:prd:00004282,OKEXONE 138 SL*,Herbisida,3,Parakuat diklorida,138,g/l
01030120175777,op:prd:00004282,OKEXONE 138 SL*,Herbisida,4,Parakuat diklorida,138,g/l
0420241302,op:prd:00004283,Copper Omadine Paste,Pestisida lain-lain,1,Copper pyrithione,37.5,%
01010120083065,op:prd:00004284,OMI 150 EC,Insektisida,1,Tolfenpirad,150,g/l
01010120083065,op:prd:00004284,OMI 150 EC,Insektisida,2,TOLFENPIRAD,150,g/l
01030120031931,op:prd:00004285,SOLUSI 865 SL,Herbisida,1,"2,4-D DIMETIL AMINA",865,g/l
01030120031931,op:prd:00004285,SOLUSI 865 SL,Herbisida,2,"2,4-D DIMETIL AMINA",865,g/l
01010120269571,op:prd:00004286,GAESYA 200 SC,Insektisida,1,Klorantraniliprol,200,g/l
06080120227370,op:prd:00004287,WHIMAS 1 RB,Pestisida Rumah Tangga,1,azametifos,1,%
06080120227370,op:prd:00004287,WHIMAS 1 RB,Pestisida Rumah Tangga,2,azametifos,1,%
01010120052258,op:prd:00004288,DELOUSE 200 SL,Insektisida,1,imidakloprid,200,g/l
01010120258961,op:prd:00004289,K-THION PLUS 400/50 EC,Insektisida,1,Etion,400,g/l
01010120258961,op:prd:00004289,K-THION PLUS 400/50 EC,Insektisida,2,Sipermetrin,50,g/l
01030120124422,op:prd:00004290,BENFURON 12/18 WP,Herbisida,1,metil bensulfuron (bensulfuronn-methyl),12,%
01030120124422,op:prd:00004290,BENFURON 12/18 WP,Herbisida,2,metil bensulfuron (bensulfuronn-methyl),12,%
01030120124422,op:prd:00004290,BENFURON 12/18 WP,Herbisida,3,metil bensulfuron (bensulfuronn-methyl),12,%
01030120124422,op:prd:00004290,BENFURON 12/18 WP,Herbisida,4,natrium bispiribak (bispyribac sodium),18,%
01030120124422,op:prd:00004290,BENFURON 12/18 WP,Herbisida,5,natrium bispiribak (bispyribac sodium),18,%
01030120124422,op:prd:00004290,BENFURON 12/18 WP,Herbisida,6,natrium bispiribak (bispyribac sodium),18,%
01030120124422,op:prd:00004290,BENFURON 12/18 WP,Herbisida,7,metil bensulfuron (bensulfuronn-methyl),12,%
01030120124422,op:prd:00004290,BENFURON 12/18 WP,Herbisida,8,natrium bispiribak (bispyribac sodium),18,%
01030120124422,op:prd:00004290,BENFURON 12/18 WP,Herbisida,9,natrium bispiribak (bispyribac sodium),18,%
01030120124422,op:prd:00004290,BENFURON 12/18 WP,Herbisida,10,natrium bispiribak (bispyribac sodium),18,%
01030120124422,op:prd:00004290,BENFURON 12/18 WP,Herbisida,11,metil bensulfuron (bensulfuronn-methyl),12,%
01030120124422,op:prd:00004290,BENFURON 12/18 WP,Herbisida,12,natrium bispiribak (bispyribac sodium),18,%
01030120124422,op:prd:00004290,BENFURON 12/18 WP,Herbisida,13,metil bensulfuron (bensulfuronn-methyl),12,%
01030120124422,op:prd:00004290,BENFURON 12/18 WP,Herbisida,14,natrium bispiribak (bispyribac sodium),18,%
01030120124422,op:prd:00004290,BENFURON 12/18 WP,Herbisida,15,metil bensulfuron (bensulfuronn-methyl),12,%
01030120124422,op:prd:00004290,BENFURON 12/18 WP,Herbisida,16,metil bensulfuron (bensulfuronn-methyl),12,%
01030120124422,op:prd:00004290,BENFURON 12/18 WP,Herbisida,17,natrium bispiribak (bispyribac sodium),18,%
01030120124422,op:prd:00004290,BENFURON 12/18 WP,Herbisida,18,metil bensulfuron (bensulfuronn-methyl),12,%
01030120124422,op:prd:00004290,BENFURON 12/18 WP,Herbisida,19,metil bensulfuron (bensulfuronn-methyl),12,%
01030120124422,op:prd:00004290,BENFURON 12/18 WP,Herbisida,20,natrium bispiribak (bispyribac sodium),18,%
01010120206729,op:prd:00004291,EMDOX 50/100 SC,Insektisida,1,Emamektin benzoat,50,g/l
01010120206729,op:prd:00004291,EMDOX 50/100 SC,Insektisida,2,Indoksakarb,100,g/l
04199140,op:prd:00004292,METHOMYL 97 TC,Insektisida,1,metomil,97,%
04199140,op:prd:00004292,METHOMYL 97 TC,Insektisida,2,metomil,97,%
04199140,op:prd:00004292,METHOMYL 97 TC,Insektisida,3,metomil,97,%
06080120227313,op:prd:00004293,HIT 2.8 LV,Pestisida Rumah Tangga,1,Dimeflutrin,2.8,g/l
01020120031732,op:prd:00004294,AGROKOL 70 WP,Fungisida,1,propineb,70,%
032024582,op:prd:00004295,ZORVEC ENIBEL 60.6 WG,Fungisida,1,Mancozeb,60,%
032024582,op:prd:00004295,ZORVEC ENIBEL 60.6 WG,Fungisida,2,Oxathiapiprolin,0.6,%
01010120144966,op:prd:00004296,ANDROMEDA 50/100 EC,Insektisida,1,Abamektin,50,g/l
01010120144966,op:prd:00004296,ANDROMEDA 50/100 EC,Insektisida,2,Asetamiprid,100,g/l
01020120062193,op:prd:00004297,NYEKOR 250 EC,Fungisida,1,Difenokonazol,250,g/l
01030120237947,op:prd:00004298,TOPMAZIN 336 SC,Herbisida,1,Topramezon,336,g/l
01010120175739,op:prd:00004299,BETAMIX 470 EC,Insektisida,1,Beta Siflutrin,70,g/l
01010120175739,op:prd:00004299,BETAMIX 470 EC,Insektisida,2,Dimetoat,400,g/l
01010120175739,op:prd:00004299,BETAMIX 470 EC,Insektisida,3,Dimetoat,400,g/l
01010120175739,op:prd:00004299,BETAMIX 470 EC,Insektisida,4,Beta Siflutrin,70,g/l
01010120175739,op:prd:00004299,BETAMIX 470 EC,Insektisida,5,Dimetoat,400,g/l
01010120175739,op:prd:00004299,BETAMIX 470 EC,Insektisida,6,Dimetoat,400,g/l
01010120175739,op:prd:00004299,BETAMIX 470 EC,Insektisida,7,Beta Siflutrin,70,g/l
01010120175739,op:prd:00004299,BETAMIX 470 EC,Insektisida,8,Beta Siflutrin,70,g/l
01030120259019,op:prd:00004300,YUTARIS 300/100 SL,Herbisida,1,Isopropil amina glifosat,300,g/l
01030120259019,op:prd:00004300,YUTARIS 300/100 SL,Herbisida,2,"2,4-D Dimetil amina",100,g/l
01010120165654,op:prd:00004301,Tecam 80 WG,Insektisida,1,Fipronil,80,%
01010120165654,op:prd:00004301,Tecam 80 WG,Insektisida,2,Fipronil,80,%
01010120175814,op:prd:00004302,VERPECTION 400 EC,Insektisida,1,Dimetoat,400,g/l
01010120175814,op:prd:00004302,VERPECTION 400 EC,Insektisida,2,Dimetoat,400,g/l
01010120175814,op:prd:00004302,VERPECTION 400 EC,Insektisida,3,Dimetoat,400,g/l
01010120175814,op:prd:00004302,VERPECTION 400 EC,Insektisida,4,Dimetoat,400,g/l
01010120175814,op:prd:00004302,VERPECTION 400 EC,Insektisida,5,Dimetoat,400,g/l
0102011982614,op:prd:00004303,ROVRAL 50 WP,Fungisida,1,Iprodion,50,%
01030120134848,op:prd:00004304,BIOLARIS 500/50 SC,Herbisida,1,Atrazine,500,g/l
01030120134848,op:prd:00004304,BIOLARIS 500/50 SC,Herbisida,2,Mesotrion,50,g/l
01010120258980,op:prd:00004305,PILARVICTOR 80/80 ZC,Insektisida,1,lamda sihalotrin,80,g/l
01010120258980,op:prd:00004305,PILARVICTOR 80/80 ZC,Insektisida,2,lufenuron,80,g/l
01030120248310,op:prd:00004306,OXYNATOR 240 EC,Herbisida,1,Oksifluorfen,240,g/l
042021917,op:prd:00004307,GLYPHOSATE IPA 62 TA,Herbisida,1,isopropilamina glifosat,62,%
032024576,op:prd:00004308,KOBAE GOKITORE HG12,Pestisida Rumah Tangga,1,DINOTEFURAN,0.21,%
042018639,op:prd:00004309,ABAMECTIN 95 TC,Insektisida,1,Abamektin,95,%
01010119961267,op:prd:00004310,EMCINDO 500 EC,Insektisida,1,BPMC,500,g/l
01010119961267,op:prd:00004310,EMCINDO 500 EC,Insektisida,2,BPMC,500,g/l
01010119961267,op:prd:00004310,EMCINDO 500 EC,Insektisida,3,BPMC,500,g/l
01010119961267,op:prd:00004310,EMCINDO 500 EC,Insektisida,4,BPMC,500,g/l
01010120258958,op:prd:00004311,K-METCARB 20/5 WP,Insektisida,1,Buprofezin,5,%
01010120258958,op:prd:00004311,K-METCARB 20/5 WP,Insektisida,2,Metolkarb,20,%
01030120093597,op:prd:00004312,VALINO 865 SL,Herbisida,1,"2,4-D dimetil amina",865,g/l
01010120227275,op:prd:00004313,ADIOS 100/20 SC,Insektisida,1,Emamektin benzoat,20,g/l
01010120227275,op:prd:00004313,ADIOS 100/20 SC,Insektisida,2,Klorfenapir,100,g/l
01020120238109,op:prd:00004314,BRAMA 50 WP,Fungisida,1,Dimetomorf,50,%
01030120052266,op:prd:00004315,GLUFO 150 SL,Herbisida,1,Amonium glufosinat,150,g/l
01010120124531,op:prd:00004316,TRIDASAN 600 EC,Insektisida,1,Fentoat,600,g/l
032013333,op:prd:00004317,BAYLUSCIDE 250 EC,Moluskisida,1,niclosamida,250,g/l
01020120134787,op:prd:00004318,PHANTOM 64/8 WP,Fungisida,1,Mankozeb,64,%
01020120134787,op:prd:00004318,PHANTOM 64/8 WP,Fungisida,2,Simoksanil,8,%
01030120124454,op:prd:00004319,FANATOP 288 SL,Herbisida,1,parakuat diklorida,288,g/l
01030120124454,op:prd:00004319,FANATOP 288 SL,Herbisida,2,parakuat diklorida,288,g/l
01010120062370,op:prd:00004320,VIRDI 500 EC,Insektisida,1,Profenofos (Profenofos),500,g/l
01010120196435,op:prd:00004321,FULLERTON 40 SP,Insektisida,1,Metomil,40,%
0420251421,op:prd:00004322,PARAQUAT DICHLORIDE 42 TC,Herbisida,1,Parakuat diklorida,42,%
01030120269424,op:prd:00004323,MONCEL 100 EC,Herbisida,1,Propaquizafop,100,g/l
01030120248519,op:prd:00004324,MODARNO 138 SL,Herbisida,1,Parakuat diklorida,138,g/l
06090120227377,op:prd:00004325,ABATE HOME 1 GR,Pestisida Pengendalian Vektor Penyakit Pada Manusia,1,temefos,1,%
0420221030,op:prd:00004326,PARAQUAT DICHLORIDE 42 TC,Herbisida,1,paraquat dichloride,42,%
0420221030,op:prd:00004326,PARAQUAT DICHLORIDE 42 TC,Herbisida,2,paraquat dichloride,42,%
0420221030,op:prd:00004326,PARAQUAT DICHLORIDE 42 TC,Herbisida,3,paraquat dichloride,42,%
01010120175666,op:prd:00004327,ABATEN 18 EC,Insektisida,1,Abamektin,18,g/l
01010120206923,op:prd:00004328,FURINDO 3 GR,Insektisida,1,karbofuran,3,%
06080120269498,op:prd:00004329,VAPE 0.445 AE,Pestisida Rumah Tangga,1,Transfluthrin,0.160,%
06080120269498,op:prd:00004329,VAPE 0.445 AE,Pestisida Rumah Tangga,2,Prallethrin,0.150,%
06080120269498,op:prd:00004329,VAPE 0.445 AE,Pestisida Rumah Tangga,3,Cyfluthrin,0.025,%
06080120269498,op:prd:00004329,VAPE 0.445 AE,Pestisida Rumah Tangga,4,Dimefluthrin,0.110,%
0420221091,op:prd:00004330,Zinc Omadine Antimicrobial,Bakterisida,1,Carbendazim,Carbendazim,%
0420221091,op:prd:00004330,Zinc Omadine Antimicrobial,Bakterisida,2,Zinc pyrithione,Zinc pyrithione,%
032010247,op:prd:00004331,VAPE 8.9 LV,Pestisida Rumah Tangga,1,Prallethrin,8.9,g/l
042021974,op:prd:00004332,Abamectin 95 TC,Insektisida,1,Abamectin,95,%
01010120269675,op:prd:00004333,ThriDuo 40/20 WG,Insektisida,1,dinotefuran,40,%
01010120269675,op:prd:00004333,ThriDuo 40/20 WG,Insektisida,2,flonicamid,20,%
01030120062409,op:prd:00004334,FLAVA 10 WP,Herbisida,1,Etil pirazosulfuron,10,%
01030120145066,op:prd:00004335,GRAMATOP 276 SL,Herbisida,1,Parakuat Diklorida,276.00,g/l
08090120103681,op:prd:00004336,RANGGATOX 50 EC,Pestisida Pengendalian Vektor Penyakit Pada Manusia,1,Sipermetrin,50,g/l
01020120269425,op:prd:00004337,NARASI 80 WP,Fungisida,1,Ziram,80,%
032017417,op:prd:00004338,OXAMYL 10 GR,Insektisida,1,oksamil,10,%
01030119981401,op:prd:00004339,ASSET 190 SL,Herbisida,1,monoamonium glifosat,190,g/l
01030120227721,op:prd:00004340,WORTHIDE XTRA 30/30 WG,Insektisida,1,Dinotefuran,30,%
01030120227721,op:prd:00004340,WORTHIDE XTRA 30/30 WG,Insektisida,2,Pimetrozin,30,%
01030120227721,op:prd:00004340,WORTHIDE XTRA 30/30 WG,Insektisida,3,Dinotefuran,30,%
01030120227721,op:prd:00004340,WORTHIDE XTRA 30/30 WG,Insektisida,4,Pimetrozin,30,%
01010120258761,op:prd:00004341,DIMECO 400 SL,Insektisida,1,Dimehipo,400,g/l
01010120186101,op:prd:00004342,BANKILL 600/60 EC,Insektisida,1,Klorpirifos,600,g/l
01010120186101,op:prd:00004342,BANKILL 600/60 EC,Insektisida,2,Sipermetrin,60,g/l
06090120207006,op:prd:00004343,VAPE 20 VP,Pestisida Pengendalian Vektor Penyakit Pada Manusia,1,Metofluthrin,20.00,%
01010120206600,op:prd:00004344,BALVIER 330 EC,Insektisida,1,Klorfenapir,330,g/l
01030120248535,op:prd:00004345,PROLARIS 250 SL,Herbisida,1,Isopropil Amina Glifosat,250.00,g/l
01050120175736,op:prd:00004346,BLUETAN 60 WP,Moluskisida,1,Fentin asetat,60,%
01010120011636,op:prd:00004347,SIDAMETHRIN 50 EC,Insektisida,1,sipermetrin,50,g/l
01010120031802,op:prd:00004348,AKURATA 200 EC,Insektisida,1,Fenvalerat,200,g/l
06080120206689,op:prd:00004349,SOFFELL SNOW MOUNTAIN 15 LT,Repelen,1,Icaridin,15,%
01030120145064,op:prd:00004350,GOODKILL 666 EC,Herbisida,1,Triklopir,666,g/l
01030120134679,op:prd:00004351,FOX 500 EC,Herbisida,1,fluroksipir-1-metil heptyl ester,500,g/l
01010120093513,op:prd:00004352,AGENT 50 SC,Insektisida,1,fipronil,50,g/l
01020120259004,op:prd:00004353,TAVIO 500/10 FS,Fungisida,1,Dimetomorf,500,g/l
01020120259004,op:prd:00004353,TAVIO 500/10 FS,Fungisida,2,Piraklostrobin,10,g/l
01020120259004,op:prd:00004353,TAVIO 500/10 FS,Fungisida,3,Dimetomorf,500,g/l
01020120259004,op:prd:00004353,TAVIO 500/10 FS,Fungisida,4,Dimetomorf,500,g/l
01020120259004,op:prd:00004353,TAVIO 500/10 FS,Fungisida,5,Dimetomorf,500,g/l
01020120259004,op:prd:00004353,TAVIO 500/10 FS,Fungisida,6,Piraklostrobin,10,g/l
01020120259004,op:prd:00004353,TAVIO 500/10 FS,Fungisida,7,Dimetomorf,500,g/l
01020120259004,op:prd:00004353,TAVIO 500/10 FS,Fungisida,8,Dimetomorf,500,g/l
01020120259004,op:prd:00004353,TAVIO 500/10 FS,Fungisida,9,Piraklostrobin,10,g/l
01020120259004,op:prd:00004353,TAVIO 500/10 FS,Fungisida,10,Piraklostrobin,10,g/l
01020120259004,op:prd:00004353,TAVIO 500/10 FS,Fungisida,11,Piraklostrobin,10,g/l
01020120259004,op:prd:00004353,TAVIO 500/10 FS,Fungisida,12,Piraklostrobin,10,g/l
01030120134710,op:prd:00004354,REZIM 90 WG,Herbisida,1,Atrazin,90,%
06080120227530,op:prd:00004355,HIT EXPERT 0.06 FU,Pestisida Rumah Tangga,1,Dimeflutrin,0.06,%
01030120269579,op:prd:00004356,INTERGOLD 0.75/30 WG,Herbisida,1,etil pirazosulfuron,0.75,%
01030120269579,op:prd:00004356,INTERGOLD 0.75/30 WG,Herbisida,2,pretilaklor,30,%
06080120165471,op:prd:00004357,VAPE MAGIC 1.8 FU,Pestisida Rumah Tangga,1,Transfluthrin,1.8,%
05100120175728,op:prd:00004358,ALUFOS 56 TB,Fumigan,1,Aluminium Fosfida,56,%
01020120113937,op:prd:00004359,PRIMATHANE 80 WP,Fungisida,1,Mankozeb,80,%
01020120237853,op:prd:00004360,Bio - Tribo P,Fungisida,1,trichoderma harzianum,8 x 10 ^6,cfu/g
032024543,op:prd:00004361,BLOSAT 480 SL,Herbisida,1,Isopropilamina glifosat,480,g/l
01030120206677,op:prd:00004362,KRESBAK 400 SC,Herbisida,1,Natrium bispiribak (bispyribac sodium),400,g/l
01030120072722,op:prd:00004363,BOM-UP 520 SL,Herbisida,1,isopropil amina glifosat (setara dengan glifosat 393 g/l),520,g/l
01020120124398,op:prd:00004365,TRIDAZOL 150/150 EC,Fungisida,1,Difenokonazol,150,g/l
01020120124398,op:prd:00004365,TRIDAZOL 150/150 EC,Fungisida,2,Difenokonazol,150,g/l
01020120124398,op:prd:00004365,TRIDAZOL 150/150 EC,Fungisida,3,Propikonazol,150,g/l
01020120124398,op:prd:00004365,TRIDAZOL 150/150 EC,Fungisida,4,Difenokonazol,150,g/l
01020120124398,op:prd:00004365,TRIDAZOL 150/150 EC,Fungisida,5,Propikonazol,150,g/l
01020120124398,op:prd:00004365,TRIDAZOL 150/150 EC,Fungisida,6,Propikonazol,150,g/l
0420241343,op:prd:00004366,Triclopyr Butoxy Ethyl Ester TC 95%,Herbisida,1,Triclopyr Butoxy Ethyl Ester,95,%
06080120258891,op:prd:00004367,VAPE SPIRAL 0.1 MC,Pestisida Rumah Tangga,1,Prallethrin,0.1,%
01020120145071,op:prd:00004368,INDOCOZEB 80 WP,Fungisida,1,mankozeb,80,%
042016374,op:prd:00004369,THIODICARB 95 TC,Insektisida,1,tiodikarb,95,%
01010120248582,op:prd:00004370,BESTKING 60/20 WG,Insektisida,1,Pimetrozin,60,%
01010120248582,op:prd:00004370,BESTKING 60/20 WG,Insektisida,2,Nitenpiram,20,%
01010120248290,op:prd:00004371,JOCKER 30 EC,Insektisida,1,Emamektin benzoat,30,g/l
01020120185946,op:prd:00004372,CORIDOR 250 EC,Fungisida,1,Difenokonazol,250,g/l
01010120196464,op:prd:00004373,PRIMADAN 3 GR,Insektisida,1,karbofuran,3,%
01010120155347,op:prd:00004374,ROZA 550 EC,Insektisida,1,klorpirifos,500,g/l
01010120155347,op:prd:00004374,ROZA 550 EC,Insektisida,2,sipermetrin,50,g/l
01010120052274,op:prd:00004375,HOKY 30 EC,Insektisida,1,Sipermetrin,30,g/l
01010120011581,op:prd:00004376,NOBAS 400 EC,Insektisida,1,BPMC,400,g/l
042018568,op:prd:00004377,NITENPYRAM 95 TC,Insektisida,1,nitenpiram,95,%
01030120227335,op:prd:00004378,NEO PILARQUAT 137 SL*,Herbisida,1,"Parakuat diklorida, setara dengan ion parakuat 99,23 g/l",137,g/l
01030120227335,op:prd:00004378,NEO PILARQUAT 137 SL*,Herbisida,2,parakuat diklorida,137,g/l
01030120227335,op:prd:00004378,NEO PILARQUAT 137 SL*,Herbisida,3,parakuat diklorida,137,g/l
0420221034,op:prd:00004379,MICROCARE ® CPBZ,Fungisida,1,Benzoic acid,5-10,%
0420221034,op:prd:00004379,MICROCARE ® CPBZ,Fungisida,2,"pentane-1,2-diol",5-10,%
0420221034,op:prd:00004379,MICROCARE ® CPBZ,Fungisida,3,"Octane-1,2-diol",≥25,%
01030120196236,op:prd:00004380,EMARTY 500/50 SC,Herbisida,1,Atrazin,500,g/l
01030120196236,op:prd:00004380,EMARTY 500/50 SC,Herbisida,2,Mesotrion,50,g/l
0420221092,op:prd:00004381,BRODIFACOUM 0.5 TK,Rodentisida,1,Brodifacoum,0.5,%
0420221092,op:prd:00004381,BRODIFACOUM 0.5 TK,Rodentisida,2,Brodifacoum,0.5,%
0420221092,op:prd:00004381,BRODIFACOUM 0.5 TK,Rodentisida,3,Brodifacoum,0.5,%
0420221092,op:prd:00004381,BRODIFACOUM 0.5 TK,Rodentisida,4,Brodifacoum,0.5,%
01050120114030,op:prd:00004382,WELLNOID 60 WP,Moluskisida,1,fentin asetat,60,%
042020811,op:prd:00004383,Chlorfenapyr 96 TC,Insektisida,1,Chlorfenapyr,96,%
01020120145019,op:prd:00004384,SAGRI-TREAT 300/150 EC,Fungisida,1,flusilazol,300,g/l
01020120145019,op:prd:00004384,SAGRI-TREAT 300/150 EC,Fungisida,2,miklobutanil,150,g/l
01030120134734,op:prd:00004385,VULGAR 865 SL,Herbisida,1,"2,4-D dimetil amina",865,g/l
01030120134734,op:prd:00004385,VULGAR 865 SL,Herbisida,2,"2,4-D dimetil amina",865,g/l
01030120134734,op:prd:00004385,VULGAR 865 SL,Herbisida,3,"2,4-D dimetil amina",865,g/l
032023540,op:prd:00004386,PROPOXUR 100 EC,Insektisida,1,propoksur,100,g/l
01020120134838,op:prd:00004387,VIGOLD-T 200/280 SC,Fungisida,1,tebukonazol,280,g/l
01020120134838,op:prd:00004387,VIGOLD-T 200/280 SC,Fungisida,2,fluoksastrobin,200,g/l
01030120258999,op:prd:00004388,SINOPARAGO 200 SL,Herbisida,1,parakuat diklorida,200,g/l
01010120227362,op:prd:00004389,SULFARON 200/50 EC,Insektisida,1,Klorfluazuron,50,g/l
01010120227362,op:prd:00004389,SULFARON 200/50 EC,Insektisida,2,Karbosulfan,200,g/l
01010120227362,op:prd:00004389,SULFARON 200/50 EC,Insektisida,3,Klorfluazuron,50,g/l
01010120227362,op:prd:00004389,SULFARON 200/50 EC,Insektisida,4,Karbosulfan,200,g/l
0420211003,op:prd:00004390,MESOTRION 97 TC,Herbisida,1,mesotrion,97,%
01030120186204,op:prd:00004391,METSULINDO 20 WG,Herbisida,1,metil metsulfuron,20,%
01030120248548,op:prd:00004392,SENCOR FORTE 17.5/24 WG,Herbisida,1,metribuzin,17.5,%
01030120248548,op:prd:00004392,SENCOR FORTE 17.5/24 WG,Herbisida,2,flufenacet,24,%
01010120103627,op:prd:00004393,AGADI 50 SC,Insektisida,1,Fipronil,50,g/l
042012289,op:prd:00004394,IPA GLYPHOSATE 62 TC,Herbisida,1,IPA Glifosat,62,%
042012289,op:prd:00004394,IPA GLYPHOSATE 62 TC,Herbisida,2,IPA Glifosat,62,%
01030120083036,op:prd:00004395,DOST 330 EC,Herbisida,1,Pendimetalin,330,g/l
01020120113970,op:prd:00004396,CORIDA 50 SC,Fungisida,1,Heksakonazol,50,g/l
01020120113970,op:prd:00004396,CORIDA 50 SC,Fungisida,2,Heksakonazol,50,g/l
01020120113970,op:prd:00004396,CORIDA 50 SC,Fungisida,3,Heksakonazol,50,g/l
01020120113970,op:prd:00004396,CORIDA 50 SC,Fungisida,4,Heksakonazol,50,g/l
01010120175724,op:prd:00004397,VIVO 100 EC,Insektisida,1,Sipermetrin,100,g/l
0420231173,op:prd:00004398,CHLOROTHALONIL 96 TC,Fungisida,1,chlorothalonil,96,%
01010120248591,op:prd:00004399,CONSTEL 105/420 SC,Insektisida,1,Metoksifenosida,420,g/l
01010120248591,op:prd:00004399,CONSTEL 105/420 SC,Insektisida,2,Klorantraniliprol,105,g/l
01020120175794,op:prd:00004400,MAJESTIC 80 WP,Fungisida,1,Karbendazim,72,%
01020120175794,op:prd:00004400,MAJESTIC 80 WP,Fungisida,2,Heksakonazol,8,%
0420241275,op:prd:00004401,EMAMEKTIN BENZOAT 70 TC,Insektisida,1,emamektin benzoat,70,%
01030120196580,op:prd:00004402,TOPPER 10 WP,Herbisida,1,Etil pirazosulfuron,10,%
01020120083174,op:prd:00004403,BERNAS 250 EC,Fungisida,1,Difenokonazol,125,g/l
01020120083174,op:prd:00004403,BERNAS 250 EC,Fungisida,2,Propikonazol,125,g/l
01030120248611,op:prd:00004404,EXPANDER 260/55/40 OD,Herbisida,1,Nikosulfuron,40,g/l
01030120248611,op:prd:00004404,EXPANDER 260/55/40 OD,Herbisida,2,Atrazin,260,g/l
01030120248611,op:prd:00004404,EXPANDER 260/55/40 OD,Herbisida,3,Mesotrion,55,g/l
01010120042002,op:prd:00004405,RUDOR 5 WP,Insektisida,1,imidakloprid,5,%
01010120042002,op:prd:00004405,RUDOR 5 WP,Insektisida,2,imidakloprid,5,%
01010120093422,op:prd:00004406,CUROCROP 500 EC,Insektisida,1,Profenofos,500,g/l
042018588,op:prd:00004407,CHLORPYRIFOS 97 TC,Insektisida,1,Klorpirifos,97,%
01020120145008,op:prd:00004408,KEN-PRO 250 EC,Fungisida,1,Propikonazol (Propiconazole),250,g/l
032007211,op:prd:00004409,GARLON 333/17 EW,Herbisida,1,Aminopiralid potasium (Aminopyralid potassium),17,g/l
032007211,op:prd:00004409,GARLON 333/17 EW,Herbisida,2,Triklopir butoksi etil ester (triclopyr butoxyethyl ester),333,g/l
01020120155306,op:prd:00004410,KENOSIS 60 WP,Fungisida,1,Karbendazim,60,%
01030120248540,op:prd:00004411,RAINSINATE 60 SL,Herbisida,1,Glufosinat Amonium,60,g/l
01030120072680,op:prd:00004412,OBIN 310/115 SL,Herbisida,1,IPA Glifosat,310,g/l
01030120072680,op:prd:00004412,OBIN 310/115 SL,Herbisida,2,IPA Glifosat,310,g/l
01030120072680,op:prd:00004412,OBIN 310/115 SL,Herbisida,3,"2,4-D dimetil amina",115,g/l
01030120072680,op:prd:00004412,OBIN 310/115 SL,Herbisida,4,"2,4-D dimetil amina",115,g/l
01030120072680,op:prd:00004412,OBIN 310/115 SL,Herbisida,5,IPA Glifosat,310,g/l
01030120072680,op:prd:00004412,OBIN 310/115 SL,Herbisida,6,"2,4-D dimetil amina",115,g/l
01030120072680,op:prd:00004412,OBIN 310/115 SL,Herbisida,7,"2,4-D dimetil amina",115,g/l
01030120072680,op:prd:00004412,OBIN 310/115 SL,Herbisida,8,IPA Glifosat,310,g/l
0420211001,op:prd:00004413,GLYPHOSATE 95 TC,Herbisida,1,Glifosat,95,%
0420211001,op:prd:00004413,GLYPHOSATE 95 TC,Herbisida,2,Glifosat,95,%
0420211001,op:prd:00004413,GLYPHOSATE 95 TC,Herbisida,3,Glifosat,95,%
0420211001,op:prd:00004413,GLYPHOSATE 95 TC,Herbisida,4,Glifosat,95,%
01010120269538,op:prd:00004414,CHLORPOWER 200 SC,Insektisida,1,Chlorantraniliprole,200,g/l
01010120248314,op:prd:00004415,PLENNO 50 WG,Insektisida,1,Pimetrozin,50,%
01010120248314,op:prd:00004415,PLENNO 50 WG,Insektisida,2,Pimetrozin,50,%
042018531,op:prd:00004416,FLUROXYPYR MEPTYL HEPTYL ESTER 97 TC,Herbisida,1,fluroksipir meptil heptil ester,97,%
