nomor_pendaftaran,produk_id,merk_dagang,pemegang_pendaftaran,jenis_pupuk,bentuk_formula,urutan,parameter,parameter_kunci,nilai_teks,jenis_nilai,kualifier,nilai_min,nilai_maks,pengali,satuan,catatan
04.01.2021.435,op:prd:00012474,LSP,PT UNGGUL SEJAHTERA PERTANIAN,Dolomit,Butiran (Granular),3,Al2O3 + Fe2O3,al2o3 + fe2o3,"2,85 %",numerik,,2.85,2.85,,%,
04.01.2021.435,op:prd:00012474,LSP,PT UNGGUL SEJAHTERA PERTANIAN,Dolomit,Butiran (Granular),4,Silikat (SiO2),silikat (sio2),"2,87 %",numerik,,2.87,2.87,,%,
04.01.2021.435,op:prd:00012474,LSP,PT UNGGUL SEJAHTERA PERTANIAN,Dolomit,Butiran (Granular),5,Kadar Air,kadar air,"0,57 %",numerik,,0.57,0.57,,%,
04.01.2021.435,op:prd:00012474,LSP,PT UNGGUL SEJAHTERA PERTANIAN,Dolomit,Butiran (Granular),6,Netralisasi (setara CaCO3),netralisasi (setara caco3),100 %,numerik,,100,100,,%,
04.01.2021.435,op:prd:00012474,LSP,PT UNGGUL SEJAHTERA PERTANIAN,Dolomit,Butiran (Granular),7,Kehalusan 25 Mesh,kehalusan 25 mesh,100 %,numerik,,100,100,,%,
04.01.2021.435,op:prd:00012474,LSP,PT UNGGUL SEJAHTERA PERTANIAN,Dolomit,Butiran (Granular),8,Kehalusan 80 Mesh,kehalusan 80 mesh,"71,82 %",numerik,,71.82,71.82,,%,
02.03.2025.236,op:prd:00012475,TrichoCycle,PELITA SUSUN BENTANG ORGANIK,Pupuk Organik,Tepung (Powder),1,C-organik,c-organik,"23,61 %",numerik,,23.61,23.61,,%,
02.03.2025.236,op:prd:00012475,TrichoCycle,PELITA SUSUN BENTANG ORGANIK,Pupuk Organik,Tepung (Powder),2,C/N,c/n,"20,53",numerik,,20.53,20.53,,,
02.03.2025.236,op:prd:00012475,TrichoCycle,PELITA SUSUN BENTANG ORGANIK,Pupuk Organik,Tepung (Powder),3,N + P2O5 + K2O,n + p2o5 + k2o,"4,74 %",numerik,,4.74,4.74,,%,
02.03.2025.236,op:prd:00012475,TrichoCycle,PELITA SUSUN BENTANG ORGANIK,Pupuk Organik,Tepung (Powder),4,Kadar Air,kadar air,"19,29 %",numerik,,19.29,19.29,,%,
02.03.2025.236,op:prd:00012475,TrichoCycle,PELITA SUSUN BENTANG ORGANIK,Pupuk Organik,Tepung (Powder),5,pH,ph,"8,5",numerik,,8.5,8.5,,,
02.03.2025.236,op:prd:00012475,TrichoCycle,PELITA SUSUN BENTANG ORGANIK,Pupuk Organik,Tepung (Powder),6,Fe-total,fe-total,"10427,23 ppm",numerik,,10427.23,10427.23,,ppm,
02.03.2025.236,op:prd:00012475,TrichoCycle,PELITA SUSUN BENTANG ORGANIK,Pupuk Organik,Tepung (Powder),7,Fe-tersedia,fe-tersedia,"80,30 ppm",numerik,,80.3,80.3,,ppm,
02.03.2025.236,op:prd:00012475,TrichoCycle,PELITA SUSUN BENTANG ORGANIK,Pupuk Organik,Tepung (Powder),8,Zn,zn,"272,08 ppm",numerik,,272.08,272.08,,ppm,
02.03.2025.236,op:prd:00012475,TrichoCycle,PELITA SUSUN BENTANG ORGANIK,Pupuk Organik,Tepung (Powder),9,Trichoderma sp,trichoderma sp,"6,00 x 10^6 CFU/g",numerik,,6,6,1000000,CFU/g,
04.03.2023.520,op:prd:00012476,HUMIKA,PT GLOBAL GROWTH,Organik,Tepung (Powder),1,C-organik,c-organik,"15,03 %",numerik,,15.03,15.03,,%,
04.03.2023.520,op:prd:00012476,HUMIKA,PT GLOBAL GROWTH,Organik,Tepung (Powder),2,C/N,c/n,"17,64",numerik,,17.64,17.64,,,
04.03.2023.520,op:prd:00012476,HUMIKA,PT GLOBAL GROWTH,Organik,Tepung (Powder),3,Kadar Air,kadar air,"12,79 %",numerik,,12.79,12.79,,%,
04.03.2023.520,op:prd:00012476,HUMIKA,PT GLOBAL GROWTH,Organik,Tepung (Powder),4,pH,ph,9,numerik,,9,9,,,
04.03.2023.520,op:prd:00012476,HUMIKA,PT GLOBAL GROWTH,Organik,Tepung (Powder),5,Fe-total,fe-total,3958 ppm,numerik,,3958,3958,,ppm,
04.03.2023.520,op:prd:00012476,HUMIKA,PT GLOBAL GROWTH,Organik,Tepung (Powder),6,Fe-tersedia,fe-tersedia,58 ppm,numerik,,58,58,,ppm,
04.03.2023.520,op:prd:00012476,HUMIKA,PT GLOBAL GROWTH,Organik,Tepung (Powder),7,Zn,zn,149 ppm,numerik,,149,149,,ppm,
03.02.2021.540,op:prd:00012477,FloraOne,CENTRA BIOTECH INDONESIA,Hayati Majemuk,Cair (Liquid),1,Azospirillum sp,azospirillum sp,"2,90 x 10^7 CFU/ml",numerik,,2.9,2.9,10000000,CFU/ml,
03.02.2021.540,op:prd:00012477,FloraOne,CENTRA BIOTECH INDONESIA,Hayati Majemuk,Cair (Liquid),2,Pseudomonas fluorescens,pseudomonas fluorescens,"2,65 x 10^9 CFU/ml",numerik,,2.65,2.65,1000000000,CFU/ml,
03.02.2021.540,op:prd:00012477,FloraOne,CENTRA BIOTECH INDONESIA,Hayati Majemuk,Cair (Liquid),3,Rhizobium sp,rhizobium sp,"2,80 x 10^7 CFU/ml",numerik,,2.8,2.8,10000000,CFU/ml,
03.02.2021.540,op:prd:00012477,FloraOne,CENTRA BIOTECH INDONESIA,Hayati Majemuk,Cair (Liquid),4,Aspergillus niger,aspergillus niger,"5,00 x 10^6 CFU/ml",numerik,,5,5,1000000,CFU/ml,
03.02.2021.540,op:prd:00012477,FloraOne,CENTRA BIOTECH INDONESIA,Hayati Majemuk,Cair (Liquid),5,Trichoderma harzianum,trichoderma harzianum,"5,00 x 10^6 CFU/ml",numerik,,5,5,1000000,CFU/ml,
02.03.2023.1034,op:prd:00012478,Pupuk Nusantara MDK,PRINALTIA JUNTA PERKASA,Pupuk Organik,Tepung (Powder),1,C-organik,c-organik,"38,49 %",numerik,,38.49,38.49,,%,
02.03.2023.1034,op:prd:00012478,Pupuk Nusantara MDK,PRINALTIA JUNTA PERKASA,Pupuk Organik,Tepung (Powder),2,C/N,c/n,"14,56",numerik,,14.56,14.56,,,
02.03.2023.1034,op:prd:00012478,Pupuk Nusantara MDK,PRINALTIA JUNTA PERKASA,Pupuk Organik,Tepung (Powder),3,N,n,"2,64 %",numerik,,2.64,2.64,,%,
02.03.2023.1034,op:prd:00012478,Pupuk Nusantara MDK,PRINALTIA JUNTA PERKASA,Pupuk Organik,Tepung (Powder),4,P2O5,p2o5,"41,69 %",numerik,,41.69,41.69,,%,
02.03.2023.1034,op:prd:00012478,Pupuk Nusantara MDK,PRINALTIA JUNTA PERKASA,Pupuk Organik,Tepung (Powder),5,K2O,k2o,"1,4 %",numerik,,1.4,1.4,,%,
02.03.2023.1034,op:prd:00012478,Pupuk Nusantara MDK,PRINALTIA JUNTA PERKASA,Pupuk Organik,Tepung (Powder),6,Kadar Air,kadar air,"14,35 %",numerik,,14.35,14.35,,%,
02.03.2023.1034,op:prd:00012478,Pupuk Nusantara MDK,PRINALTIA JUNTA PERKASA,Pupuk Organik,Tepung (Powder),7,pH,ph,"8,76",numerik,,8.76,8.76,,,
02.03.2023.1034,op:prd:00012478,Pupuk Nusantara MDK,PRINALTIA JUNTA PERKASA,Pupuk Organik,Tepung (Powder),8,Fe-total,fe-total,"3,60 ppm",numerik,,3.6,3.6,,ppm,
02.03.2023.1034,op:prd:00012478,Pupuk Nusantara MDK,PRINALTIA JUNTA PERKASA,Pupuk Organik,Tepung (Powder),9,Fe-tersedia,fe-tersedia,"3,47 ppm",numerik,,3.47,3.47,,ppm,
02.03.2023.1034,op:prd:00012478,Pupuk Nusantara MDK,PRINALTIA JUNTA PERKASA,Pupuk Organik,Tepung (Powder),10,Zn,zn,"2,57 ppm",numerik,,2.57,2.57,,ppm,
01.01.2025.634,op:prd:00012479,AKASIA,ANTARIKSA NUSANTARA INDONESIA GROUP,Pupuk Hara Makro Majemuk,Butiran (Granular),1,N,n,13%,numerik,,13,13,,%,
01.01.2025.634,op:prd:00012479,AKASIA,ANTARIKSA NUSANTARA INDONESIA GROUP,Pupuk Hara Makro Majemuk,Butiran (Granular),2,P2O5,p2o5,8%,numerik,,8,8,,%,
01.01.2025.634,op:prd:00012479,AKASIA,ANTARIKSA NUSANTARA INDONESIA GROUP,Pupuk Hara Makro Majemuk,Butiran (Granular),3,K2O,k2o,27%,numerik,,27,27,,%,
01.01.2025.634,op:prd:00012479,AKASIA,ANTARIKSA NUSANTARA INDONESIA GROUP,Pupuk Hara Makro Majemuk,Butiran (Granular),4,MgO,mgo,4%,numerik,,4,4,,%,
01.01.2025.634,op:prd:00012479,AKASIA,ANTARIKSA NUSANTARA INDONESIA GROUP,Pupuk Hara Makro Majemuk,Butiran (Granular),5,B,b,"0,85%",numerik,,0.85,0.85,,%,
01.01.2025.634,op:prd:00012479,AKASIA,ANTARIKSA NUSANTARA INDONESIA GROUP,Pupuk Hara Makro Majemuk,Butiran (Granular),6,Kadar air,kadar air,"2,72%",numerik,,2.72,2.72,,%,
01.02.2026.12,op:prd:00012480,FERTIGRAIN FOLIAR,DEWARI AGRO SAKTI,Pupuk Hara Makro-Mikro Campuran,Cair (Liquid),1,N,n,5%,numerik,,5,5,,%,
01.02.2026.12,op:prd:00012480,FERTIGRAIN FOLIAR,DEWARI AGRO SAKTI,Pupuk Hara Makro-Mikro Campuran,Cair (Liquid),2,Zn,zn,"2070,98 ppm",numerik,,2070.98,2070.98,,ppm,
01.02.2026.12,op:prd:00012480,FERTIGRAIN FOLIAR,DEWARI AGRO SAKTI,Pupuk Hara Makro-Mikro Campuran,Cair (Liquid),3,Fe,fe,"1168,56 ppm",numerik,,1168.56,1168.56,,ppm,
01.02.2026.12,op:prd:00012480,FERTIGRAIN FOLIAR,DEWARI AGRO SAKTI,Pupuk Hara Makro-Mikro Campuran,Cair (Liquid),4,Cu,cu,987 ppm,numerik,,987,987,,ppm,
01.02.2026.12,op:prd:00012480,FERTIGRAIN FOLIAR,DEWARI AGRO SAKTI,Pupuk Hara Makro-Mikro Campuran,Cair (Liquid),5,Mn,mn,"1821,03 ppm",numerik,,1821.03,1821.03,,ppm,
01.02.2026.12,op:prd:00012480,FERTIGRAIN FOLIAR,DEWARI AGRO SAKTI,Pupuk Hara Makro-Mikro Campuran,Cair (Liquid),6,B,b,"104,31 ppm",numerik,,104.31,104.31,,ppm,
01.08.2021.744,op:prd:00012481,Logo,PT. GOAUTAMA SINARBATUAH,Pupuk Amonium Sulfat (ZA) {NH4)2SO4},Bentuk Lainnya,1,Nitrogen,nitrogen,"20,8%",numerik,,20.8,20.8,,%,
01.08.2021.744,op:prd:00012481,Logo,PT. GOAUTAMA SINARBATUAH,Pupuk Amonium Sulfat (ZA) {NH4)2SO4},Bentuk Lainnya,2,Belerang,belerang,"23,8%",numerik,,23.8,23.8,,%,
01.08.2021.744,op:prd:00012481,Logo,PT. GOAUTAMA SINARBATUAH,Pupuk Amonium Sulfat (ZA) {NH4)2SO4},Bentuk Lainnya,3,Asam bebas sebagai H2SO4,asam bebas sebagai h2so4,"0,06%",numerik,,0.06,0.06,,%,
01.08.2021.744,op:prd:00012481,Logo,PT. GOAUTAMA SINARBATUAH,Pupuk Amonium Sulfat (ZA) {NH4)2SO4},Bentuk Lainnya,4,Kadar air,kadar air,"0,08%",numerik,,0.08,0.08,,%,
01.02.2025.452,op:prd:00012482,WeSi (Welirang Silika),BELERANG GUNUNG KAWAH IJEN,Pupuk Hara Makro Majemuk,Cair (Liquid),1,K2O,k2o,12 %,numerik,,12,12,,%,
01.02.2025.452,op:prd:00012482,WeSi (Welirang Silika),BELERANG GUNUNG KAWAH IJEN,Pupuk Hara Makro Majemuk,Cair (Liquid),2,S,s,4 %,numerik,,4,4,,%,
01.02.2025.452,op:prd:00012482,WeSi (Welirang Silika),BELERANG GUNUNG KAWAH IJEN,Pupuk Hara Makro Majemuk,Cair (Liquid),3,SiO2,sio2,6 %,numerik,,6,6,,%,
04.02.2023.992,op:prd:00012483,HUMEGA GRAND,GREEN PLANET INDONESIA,Senyawa Humat,Cair (Liquid),1,Senyawa Humat,senyawa humat,"36,79 %",numerik,,36.79,36.79,,%,
04.02.2023.992,op:prd:00012483,HUMEGA GRAND,GREEN PLANET INDONESIA,Senyawa Humat,Cair (Liquid),2,Natrium (Na),natrium (na),"0,22%",numerik,,0.22,0.22,,%,
04.02.2023.992,op:prd:00012483,HUMEGA GRAND,GREEN PLANET INDONESIA,Senyawa Humat,Cair (Liquid),3,pH,ph,"9,2",numerik,,9.2,9.2,,,
01.01.2025.968,op:prd:00012484,JADI MAS,JADI MAS,Pupuk Hara Makro Majemuk,Butiran (Granular),1,N,n,15%,numerik,,15,15,,%,
01.01.2025.968,op:prd:00012484,JADI MAS,JADI MAS,Pupuk Hara Makro Majemuk,Butiran (Granular),2,P2O5,p2o5,15%,numerik,,15,15,,%,
01.01.2025.968,op:prd:00012484,JADI MAS,JADI MAS,Pupuk Hara Makro Majemuk,Butiran (Granular),3,K2O,k2o,6%,numerik,,6,6,,%,
01.01.2025.968,op:prd:00012484,JADI MAS,JADI MAS,Pupuk Hara Makro Majemuk,Butiran (Granular),4,Kadar Air,kadar air,"2,99%",numerik,,2.99,2.99,,%,
04.02.2022.1056,op:prd:00012485,ZOE BRAVAL,PT. DWI AGRO HAYATI,Organik,Cair (Liquid),1,C-organik,c-organik,"14,84 %",numerik,,14.84,14.84,,%,
04.02.2022.1056,op:prd:00012485,ZOE BRAVAL,PT. DWI AGRO HAYATI,Organik,Cair (Liquid),2,pH,ph,"6,92",numerik,,6.92,6.92,,,
04.02.2022.1056,op:prd:00012485,ZOE BRAVAL,PT. DWI AGRO HAYATI,Organik,Cair (Liquid),3,Fe-total,fe-total,"394,60 ppm",numerik,,394.6,394.6,,ppm,
04.02.2022.1056,op:prd:00012485,ZOE BRAVAL,PT. DWI AGRO HAYATI,Organik,Cair (Liquid),4,Fe-tersedia,fe-tersedia,"4,19 ppm",numerik,,4.19,4.19,,ppm,
04.02.2022.1056,op:prd:00012485,ZOE BRAVAL,PT. DWI AGRO HAYATI,Organik,Cair (Liquid),5,Zn,zn,"1,08 ppm",numerik,,1.08,1.08,,ppm,
01.03.2022.615,op:prd:00012486,HIDROP B1,MULTI SARANA INDOTANI,Pupuk Hara Makro Majemuk,Tepung (Powder),1,N,n,7 %,numerik,,7,7,,%,
01.03.2022.615,op:prd:00012486,HIDROP B1,MULTI SARANA INDOTANI,Pupuk Hara Makro Majemuk,Tepung (Powder),2,P2O5,p2o5,8 %,numerik,,8,8,,%,
01.03.2022.615,op:prd:00012486,HIDROP B1,MULTI SARANA INDOTANI,Pupuk Hara Makro Majemuk,Tepung (Powder),3,K2O,k2o,19 %,numerik,,19,19,,%,
01.03.2022.615,op:prd:00012486,HIDROP B1,MULTI SARANA INDOTANI,Pupuk Hara Makro Majemuk,Tepung (Powder),4,Kadar Air,kadar air,"2,22 %",numerik,,2.22,2.22,,%,
01.01.2023.2331,op:prd:00012487,PHONIKA,ANUGERAH PUPUK MAKMUR,Pupuk Hara Makro Majemuk,Butiran (Granular),1,N,n,12%,numerik,,12,12,,%,
01.01.2023.2331,op:prd:00012487,PHONIKA,ANUGERAH PUPUK MAKMUR,Pupuk Hara Makro Majemuk,Butiran (Granular),2,P2O5,p2o5,12%,numerik,,12,12,,%,
01.01.2023.2331,op:prd:00012487,PHONIKA,ANUGERAH PUPUK MAKMUR,Pupuk Hara Makro Majemuk,Butiran (Granular),3,K2O,k2o,17%,numerik,,17,17,,%,
01.01.2023.2331,op:prd:00012487,PHONIKA,ANUGERAH PUPUK MAKMUR,Pupuk Hara Makro Majemuk,Butiran (Granular),4,MgO,mgo,2%,numerik,,2,2,,%,
01.01.2023.2331,op:prd:00012487,PHONIKA,ANUGERAH PUPUK MAKMUR,Pupuk Hara Makro Majemuk,Butiran (Granular),5,B2O3,b2o3,"0,65%",numerik,,0.65,0.65,,%,
01.01.2023.2331,op:prd:00012487,PHONIKA,ANUGERAH PUPUK MAKMUR,Pupuk Hara Makro Majemuk,Butiran (Granular),6,CuO,cuo,"0,40%",numerik,,0.4,0.4,,%,
01.01.2023.2331,op:prd:00012487,PHONIKA,ANUGERAH PUPUK MAKMUR,Pupuk Hara Makro Majemuk,Butiran (Granular),7,ZnO,zno,"0,34%",numerik,,0.34,0.34,,%,
01.01.2023.2331,op:prd:00012487,PHONIKA,ANUGERAH PUPUK MAKMUR,Pupuk Hara Makro Majemuk,Butiran (Granular),8,Kadar air,kadar air,"1,76%",numerik,,1.76,1.76,,%,
01.03.2021.697,op:prd:00012488,NEOPROSILL PRIMA,UD Primagro,,Tepung (Powder),1,Cu,cu,"1,9 %",numerik,,1.9,1.9,,%,
01.03.2021.697,op:prd:00012488,NEOPROSILL PRIMA,UD Primagro,,Tepung (Powder),2,Zn,zn,"1,7 %",numerik,,1.7,1.7,,%,
01.03.2021.697,op:prd:00012488,NEOPROSILL PRIMA,UD Primagro,,Tepung (Powder),3,B,b,"1,5 %",numerik,,1.5,1.5,,%,
01.03.2021.697,op:prd:00012488,NEOPROSILL PRIMA,UD Primagro,,Tepung (Powder),4,Kadar Air,kadar air,"1,9 %",numerik,,1.9,1.9,,%,
01.01.2022.1425,op:prd:00012489,FERTICOMP,NUSA PALAPA GEMILANG,Pupuk Hara Makro Majemuk,Butiran (Granular),1,N,n,15 %,numerik,,15,15,,%,
01.01.2022.1425,op:prd:00012489,FERTICOMP,NUSA PALAPA GEMILANG,Pupuk Hara Makro Majemuk,Butiran (Granular),2,P2O5,p2o5,11 %,numerik,,11,11,,%,
01.01.2022.1425,op:prd:00012489,FERTICOMP,NUSA PALAPA GEMILANG,Pupuk Hara Makro Majemuk,Butiran (Granular),3,K2O,k2o,22 %,numerik,,22,22,,%,
01.01.2022.1425,op:prd:00012489,FERTICOMP,NUSA PALAPA GEMILANG,Pupuk Hara Makro Majemuk,Butiran (Granular),4,Kadar Air,kadar air,"1,64 %",numerik,,1.64,1.64,,%,
01.08.2024.1247,op:prd:00012490,SPN PREMIUM,SURYA CIPTA PERKASA YOGYAKARTA,,Bentuk Lainnya,1,P2O5,p2o5,"23,71%",numerik,,23.71,23.71,,%,
01.08.2024.1247,op:prd:00012490,SPN PREMIUM,SURYA CIPTA PERKASA YOGYAKARTA,,Bentuk Lainnya,2,K2O,k2o,"18,86%",numerik,,18.86,18.86,,%,
01.08.2024.1247,op:prd:00012490,SPN PREMIUM,SURYA CIPTA PERKASA YOGYAKARTA,,Bentuk Lainnya,3,MgO,mgo,"16,38%",numerik,,16.38,16.38,,%,
01.08.2024.1247,op:prd:00012490,SPN PREMIUM,SURYA CIPTA PERKASA YOGYAKARTA,,Bentuk Lainnya,4,B,b,"1,29%",numerik,,1.29,1.29,,%,
01.08.2024.1247,op:prd:00012490,SPN PREMIUM,SURYA CIPTA PERKASA YOGYAKARTA,,Bentuk Lainnya,5,Kadar air,kadar air,"2,86%",numerik,,2.86,2.86,,%,
01.01.2021.745,op:prd:00012491,PRIMADAP,RAJA GROUP INDONESIA,,Butiran (Granular),1,N,n,14%,numerik,,14,14,,%,
01.01.2021.745,op:prd:00012491,PRIMADAP,RAJA GROUP INDONESIA,,Butiran (Granular),2,CaO,cao,15%,numerik,,15,15,,%,
01.01.2021.745,op:prd:00012491,PRIMADAP,RAJA GROUP INDONESIA,,Butiran (Granular),3,Kadar air,kadar air,"0,57",numerik,,0.57,0.57,,,
01.01.2024.435,op:prd:00012492,FERTILA,SAPROTAN UTAMA,Pupuk Hara Makro Majemuk,Butiran (Granular),1,N,n,10 %,numerik,,10,10,,%,
01.01.2024.435,op:prd:00012492,FERTILA,SAPROTAN UTAMA,Pupuk Hara Makro Majemuk,Butiran (Granular),2,P2O5,p2o5,15 %,numerik,,15,15,,%,
01.01.2024.435,op:prd:00012492,FERTILA,SAPROTAN UTAMA,Pupuk Hara Makro Majemuk,Butiran (Granular),3,K2O,k2o,19 %,numerik,,19,19,,%,
01.01.2024.435,op:prd:00012492,FERTILA,SAPROTAN UTAMA,Pupuk Hara Makro Majemuk,Butiran (Granular),4,Kadar Air,kadar air,"0,19 %",numerik,,0.19,0.19,,%,
01.01.2021.878,op:prd:00012493,EUROSOIL VG3 EDTA,PT.MITRA CIPTA AGRO,,Butiran (Granular),1,Cu,cu,10 %,numerik,,10,10,,%,
01.01.2021.878,op:prd:00012493,EUROSOIL VG3 EDTA,PT.MITRA CIPTA AGRO,,Butiran (Granular),2,Zn,zn,5 %,numerik,,5,5,,%,
01.01.2021.878,op:prd:00012493,EUROSOIL VG3 EDTA,PT.MITRA CIPTA AGRO,,Butiran (Granular),3,Kadar Air,kadar air,"1,6 %",numerik,,1.6,1.6,,%,
04.03.2023.1080,op:prd:00012494,JM,WIKA JAYA MANDIRI,Dolomit,Tepung (Powder),1,Magnesium (MgO),magnesium (mgo),"21,08 %",numerik,,21.08,21.08,,%,
04.03.2023.1080,op:prd:00012494,JM,WIKA JAYA MANDIRI,Dolomit,Tepung (Powder),2,Kalsium (CaO),kalsium (cao),"32,17 %",numerik,,32.17,32.17,,%,
04.03.2023.1080,op:prd:00012494,JM,WIKA JAYA MANDIRI,Dolomit,Tepung (Powder),3,Al2O3 + Fe2O3,al2o3 + fe2o3,"1,38 %",numerik,,1.38,1.38,,%,
04.03.2023.1080,op:prd:00012494,JM,WIKA JAYA MANDIRI,Dolomit,Tepung (Powder),4,Silikat (SiO2),silikat (sio2),"1,84 %",numerik,,1.84,1.84,,%,
04.03.2023.1080,op:prd:00012494,JM,WIKA JAYA MANDIRI,Dolomit,Tepung (Powder),5,Kadar Air,kadar air,"1,87 %",numerik,,1.87,1.87,,%,
04.03.2023.1080,op:prd:00012494,JM,WIKA JAYA MANDIRI,Dolomit,Tepung (Powder),6,Netralisasi (setara CaCO3),netralisasi (setara caco3),102 %,numerik,,102,102,,%,
04.03.2023.1080,op:prd:00012494,JM,WIKA JAYA MANDIRI,Dolomit,Tepung (Powder),7,Kehalusan 25 Mesh,kehalusan 25 mesh,"101,98 %",numerik,,101.98,101.98,,%,
04.03.2023.1080,op:prd:00012494,JM,WIKA JAYA MANDIRI,Dolomit,Tepung (Powder),8,Kehalusan 80 Mesh,kehalusan 80 mesh,"87,27 %",numerik,,87.27,87.27,,%,
02.02.2022.644,op:prd:00012495,BRISH WITE NETRALIS,CV. BRISH WATE,Pupuk Organik,Cair (Liquid),1,C-organik,c-organik,"12,06 %",numerik,,12.06,12.06,,%,
02.02.2022.644,op:prd:00012495,BRISH WITE NETRALIS,CV. BRISH WATE,Pupuk Organik,Cair (Liquid),2,N + P2O5 + K2O,n + p2o5 + k2o,"2,80 %",numerik,,2.8,2.8,,%,
02.02.2022.644,op:prd:00012495,BRISH WITE NETRALIS,CV. BRISH WATE,Pupuk Organik,Cair (Liquid),3,N-organik,n-organik,"0,51 %",numerik,,0.51,0.51,,%,
02.02.2022.644,op:prd:00012495,BRISH WITE NETRALIS,CV. BRISH WATE,Pupuk Organik,Cair (Liquid),4,pH,ph,"4,08",numerik,,4.08,4.08,,,
02.02.2022.644,op:prd:00012495,BRISH WITE NETRALIS,CV. BRISH WATE,Pupuk Organik,Cair (Liquid),5,Fe-total,fe-total,"115,30 ppm",numerik,,115.3,115.3,,ppm,
02.02.2022.644,op:prd:00012495,BRISH WITE NETRALIS,CV. BRISH WATE,Pupuk Organik,Cair (Liquid),6,Mn-total,mn-total,"26,76 ppm",numerik,,26.76,26.76,,ppm,
02.02.2022.644,op:prd:00012495,BRISH WITE NETRALIS,CV. BRISH WATE,Pupuk Organik,Cair (Liquid),7,Cu-total,cu-total,"36,01 ppm",numerik,,36.01,36.01,,ppm,
02.02.2022.644,op:prd:00012495,BRISH WITE NETRALIS,CV. BRISH WATE,Pupuk Organik,Cair (Liquid),8,Zn-total,zn-total,"28,13 ppm",numerik,,28.13,28.13,,ppm,
02.02.2022.644,op:prd:00012495,BRISH WITE NETRALIS,CV. BRISH WATE,Pupuk Organik,Cair (Liquid),9,B-total,b-total,"162,89 ppm",numerik,,162.89,162.89,,ppm,
02.02.2022.644,op:prd:00012495,BRISH WITE NETRALIS,CV. BRISH WATE,Pupuk Organik,Cair (Liquid),10,Mo-total,mo-total,"7,57 ppm",numerik,,7.57,7.57,,ppm,
01.01.2024.1140,op:prd:00012496,PALMIC,AGROFARM NUSA RAYA,,Butiran (Granular),1,Zn,zn,6%,numerik,,6,6,,%,
01.01.2024.1140,op:prd:00012496,PALMIC,AGROFARM NUSA RAYA,,Butiran (Granular),2,Cu,cu,8%,numerik,,8,8,,%,
01.01.2024.1140,op:prd:00012496,PALMIC,AGROFARM NUSA RAYA,,Butiran (Granular),3,B2O3,b2o3,20%,numerik,,20,20,,%,
01.01.2024.1140,op:prd:00012496,PALMIC,AGROFARM NUSA RAYA,,Butiran (Granular),4,Kadar air,kadar air,"1,78%",numerik,,1.78,1.78,,%,
01.01.2021.572,op:prd:00012497,SATO-KALI+B,BEHN MEYER AGRICARE,,Butiran (Granular),1,K2O,k2o,40 %,numerik,,40,40,,%,
01.01.2021.572,op:prd:00012497,SATO-KALI+B,BEHN MEYER AGRICARE,,Butiran (Granular),2,B2O3,b2o3,"0,8 %",numerik,,0.8,0.8,,%,
01.01.2021.572,op:prd:00012497,SATO-KALI+B,BEHN MEYER AGRICARE,,Butiran (Granular),3,MgO,mgo,6 %,numerik,,6,6,,%,
01.01.2021.572,op:prd:00012497,SATO-KALI+B,BEHN MEYER AGRICARE,,Butiran (Granular),4,Kadar Air,kadar air,"0,13 %",numerik,,0.13,0.13,,%,
03.02.2020.365,op:prd:00012498,M-BIO PORASI,INSAN LESTARI,Hayati Majemuk,Cair (Liquid),1,Azotobacter sp,azotobacter sp,"1,5 x 10^8CFU/ml",numerik,,1.5,1.5,100000000,CFU/ml,
03.02.2020.365,op:prd:00012498,M-BIO PORASI,INSAN LESTARI,Hayati Majemuk,Cair (Liquid),2,Bacillus sp,bacillus sp,"3,4 x 10^9CFU/ml",numerik,,3.4,3.4,1000000000,CFU/ml,
03.02.2020.365,op:prd:00012498,M-BIO PORASI,INSAN LESTARI,Hayati Majemuk,Cair (Liquid),3,Lactobacillus sp,lactobacillus sp,"8,1 x 10^5CFU/ml",numerik,,8.1,8.1,100000,CFU/ml,
03.02.2020.365,op:prd:00012498,M-BIO PORASI,INSAN LESTARI,Hayati Majemuk,Cair (Liquid),4,Saccharomyces sp,saccharomyces sp,"1,0 x 10^6CFU/ml",numerik,,1,1,1000000,CFU/ml,
01.08.2026.423,op:prd:00012499,star - KP,DELTA CHEMICA,Pupuk Hara Makro Majemuk,Bentuk Lainnya,1,P2O5,p2o5,52 %,numerik,,52,52,,%,
01.08.2026.423,op:prd:00012499,star - KP,DELTA CHEMICA,Pupuk Hara Makro Majemuk,Bentuk Lainnya,2,K2O,k2o,34 %,numerik,,34,34,,%,
01.08.2026.423,op:prd:00012499,star - KP,DELTA CHEMICA,Pupuk Hara Makro Majemuk,Bentuk Lainnya,3,P larut dalam asam sitrat 2%,p larut dalam asam sitrat 2%,"41,4 %",numerik,,41.4,41.4,,%,
01.08.2026.423,op:prd:00012499,star - KP,DELTA CHEMICA,Pupuk Hara Makro Majemuk,Bentuk Lainnya,4,Kadar Air,kadar air,"1,99 %",numerik,,1.99,1.99,,%,
04.01.2023.490,op:prd:00012500,JABAT JAYA,MUNCUL BERKAH TANI,Dolomit,Butiran (Granular),1,Magnesium (MgO),magnesium (mgo),"19,15 %",numerik,,19.15,19.15,,%,
