nomor_pendaftaran,nama_produk,jenis_anomali,teks,keterangan
032026652,METHOMYL 90 SP,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025631,METOMIL 40 SP,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231233,PARAQUAT DICHLORIDE 42 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032009215,VAPE 0.075 MC,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032009215,VAPE 0.075 MC,kurung-bukan-dosis,Product export,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
032009215,VAPE 0.075 MC,kadar-kolom-bukan-angka,Siap pakai,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420221099,GLYPHOSATE 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025611,ARIMUKADE FUNZAI,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06090120175711,SENTRI 20 EW,baris-bukan-nama-ilmiah,Kalimat peringatan:,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120175711,SENTRI 20 EW,baris-bukan-nama-ilmiah,Tidak boleh digunakan oleh perorangan,Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120175711,SENTRI 20 EW,baris-bukan-nama-ilmiah,Hanya digunakan oleh petugas,Baris ke-4 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120175711,SENTRI 20 EW,baris-bukan-nama-ilmiah,Dinas Kesehatan atau Pest Control,Baris ke-5 pada latinHamaKomoditas; tidak dijadikan OPT.
0420241269,BETA-CYFLUTHRIN 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241323,PYMETROZINE 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025607,PROPOXUR 50 WP,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231254,IMIDACLOPRID 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120134670,CLEANSPRAY 96 SG,baris-bukan-nama-ilmiah,Kalimat peringatan:,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
01030120134670,CLEANSPRAY 96 SG,baris-bukan-nama-ilmiah,Sisa gulma dan jerami tidak,Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
032026646,PT-Kebaiwei 400 WP,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231197,PARAQUAT DICHLORIDE 42 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251415,GLUFOSINATE-P AMMONIUM 50 TK,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231146,TRIAZOPHOS 85 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251375,CARBOFURAN 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042017503,TRIADIMENOL 96 TC,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420251403,PREVENTOL D 19,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231203,QUIZALOFOP-P-ETIL 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
02010120227404,FLYTOX 10 WG,kurung-bukan-dosis,30 g/260 ml sampai dengan hari ke-30,Ditolak: satuan-terlalu-panjang.
01010119961279,MARSHAL 5 GR,dosis-bentrok,"kolom=""10 gr/Pohon"" kurung=""12 kg/ha 10 g/rumpun""","Komoditas ""Pisang"", OPT ""Meloidogyne spp."". Kolom yang dipakai."
01030120206991,TASMIN 865 SL,baris-bukan-nama-ilmiah,Kalimat peringatan:,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
01030120206991,TASMIN 865 SL,baris-bukan-nama-ilmiah,Sisa jerami tidak boleh,Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
0420231180,FENVALERAT 94 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042020842,NIKOSULFURON 95 TC,kadar-kolom-bukan-angka,Izin tetap ulang bahan teknis,"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032026651,METHOMYL 40 SP,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032024565,PESOVER 40 SP,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251449,BRODIFAKUM 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231130,Glyphosate 95% TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420261507,FLUPYMEZOTIAZ 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241333,FENOXAPROP-P-ETHYL 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042020841,METIDATION 95 TC,kadar-kolom-bukan-angka,izin tetap ulang bahan teknis,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
01030120259006,TEBURON 80 WP,dosis-bentrok,"kolom=""1,5 - 2 kg/ha"" kurung=""1 - 2 kg/ha""","Komoditas ""Tebu"", OPT ""Eleusine indica"". Kolom yang dipakai."
01030120259006,TEBURON 80 WP,dosis-bentrok,"kolom=""1,5 - 2 kg/ha"" kurung=""1 - 2 kg/ha""","Komoditas ""Tebu"", OPT ""Echinochloa colona"". Kolom yang dipakai."
01030120259006,TEBURON 80 WP,dosis-bentrok,"kolom=""1,5 - 2 kg/ha"" kurung=""1 - 2 kg/ha""","Komoditas ""Tebu"", OPT ""Rootbelia exaltata"". Kolom yang dipakai."
01030120259006,TEBURON 80 WP,dosis-bentrok,"kolom=""1,5 - 2 kg/ha"" kurung=""1 - 2 kg/ha""","Komoditas ""Tebu"", OPT ""Ipomoea triloba"". Kolom yang dipakai."
01030120237778,KNOCK DOWN 865 SL,baris-bukan-nama-ilmiah,Kalimat Peringatan:,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
01030120237778,KNOCK DOWN 865 SL,baris-bukan-nama-ilmiah,sisa gulma dan jerami,Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
01030120237778,KNOCK DOWN 865 SL,baris-bukan-nama-ilmiah,tidak boleh dibakar,Baris ke-4 pada latinHamaKomoditas; tidak dijadikan OPT.
042018533,IMIDACLOPRID 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120155402,TURBOMIN 865 SL,baris-bukan-nama-ilmiah,Kalimat peringatan:,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
01030120155402,TURBOMIN 865 SL,baris-bukan-nama-ilmiah,Sisa gulma tidak boleh,Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
0420251419,KLORANTRANILIPROL 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032026644,PT-Easyuse 350 WP,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120072812,ACL 6 865 SL,baris-bukan-nama-ilmiah,Kalimat peringatan:,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
01030120072812,ACL 6 865 SL,baris-bukan-nama-ilmiah,Sisa gulma dan jerami tidak,Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
0420231223,CINFLUBROLIN 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221039,PREVENTOL P 91,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251423,PYRACLOSTROBIN 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221066,GLUFOSINATE AMMONIUM 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231261,RENOFLUTHRIN 5 TK,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231162,INNOMAN ® MB,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241315,KLORANTRANILIPROL 96 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042020809,BENSULFURON METHYL 96 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06090120217021,"ATTRATHOR 26,3 SC",kadar-kolom-bukan-angka,"62,5 ml/5 l (sampai dengan 30 hari pasca aplikasi)","satuanPestisida=""-""; ditolak: satuan-terlalu-panjang. Teksnya dipertahankan pada dosis_teks."
06090120217021,"ATTRATHOR 26,3 SC",kadar-kolom-bukan-angka,"62,5 ml/5 l (sampai dengan 30 hari pasca aplikasi)","satuanPestisida=""-""; ditolak: satuan-terlalu-panjang. Teksnya dipertahankan pada dosis_teks."
032025616,METHOMYL 215 EC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01050120196418,BESTNOID GOLD 70 WP,baris-bukan-nama-ilmiah,"(5,12, dan 19 HSA)",Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120113894,GIBRIL 20 TB,baris-bukan-nama-ilmiah,"jumlah anakan, jumlah umbi/tanaman,",Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120113894,GIBRIL 20 TB,baris-bukan-nama-ilmiah,"bobot 10 umbi, hasil/tanaman, hasil/petak",Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120113894,GIBRIL 20 TB,baris-bukan-nama-ilmiah,dan hasil/ha,Baris ke-4 pada latinHamaKomoditas; tidak dijadikan OPT.
032024571,CORAGEN 200 SC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120073002,BMA 8 865 SL,baris-bukan-nama-ilmiah,Kalimat peringatan: Sisa gulma dan jerami tidak boleh dibakar,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
0420231135,IMIPROTHRIN 50 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032020487,RIPCORD 200 EC,kadar-kolom-bukan-angka,tidak tersedia untuk ekspor,"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
042019707,PERMETHRIN 94 TK,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032022528,FREQUENCY PLUS 60 SE,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025620,ONDUTY 52.5/17.5 WG,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120248457,BECANO PLUS 20/540 SC,kurung-bukan-dosis,l1-3 /ha,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
042018654,MANCOZEB 85 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231190,MANCOZEB 85 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120259014,XINELLA 500 SC,dosis-bentrok,"kolom=""37.5 - 75 ml/ha"" kurung=""50 - 75 ml/ha""","Komoditas ""Budidaya kelapa sawit (TM)"", OPT ""Synedrella nodiflora"". Kolom yang dipakai."
01030120259014,XINELLA 500 SC,dosis-bentrok,"kolom=""37.5 - 75 ml/ha"" kurung=""50 - 75 ml/ha""","Komoditas ""Budidaya kelapa sawit (TM)"", OPT ""Borreria alata"". Kolom yang dipakai."
01030120259014,XINELLA 500 SC,dosis-bentrok,"kolom=""37.5 - 75 ml/ha"" kurung=""50 - 75 ml/ha""","Komoditas ""Budidaya kelapa sawit (TM)"", OPT ""Ageratum conyzoides"". Kolom yang dipakai."
01030120259014,XINELLA 500 SC,dosis-bentrok,"kolom=""37.5 - 75 ml/ha"" kurung=""50 - 75 ml/ha""","Komoditas ""Budidaya kelapa sawit (TM)"", OPT ""Cleome rutidospermae"". Kolom yang dipakai."
032019475,VULCARUS 500 SC,kadar-kolom-bukan-angka,tidak tersedia untuk ekspor,"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120124241,ONE PUSH VAPE 38.5 AE,kadar-kolom-bukan-angka,Siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120124241,ONE PUSH VAPE 38.5 AE,kadar-kolom-bukan-angka,Siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420221026,OXYFLUORFEN 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018613,BIOBAN™ BT 20 AS Antimicrobial,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420261523,SynaMet 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018627,ROCIMA™ 623 Microbicide,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231260,TIAMETOKSAM 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01040120134628,SAGRI-FIX 45 SL,kurung-bukan-dosis,"9 HST, 16 HST, 30 HST",Ditolak: satuan-tanpa-garis-miring.
0420241309,FENTIN ACETATE 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032015380,Vape Mosquito Coil mj,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032015380,Vape Mosquito Coil mj,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
042021912,CHLORPYRIFOS 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241304,DIFENOCONAZOLE 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042017457,BIOBAN™ O 45 Antimicrobial,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231253,GLYPHOSATE 95 % TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018641,"2,4-D 98 TC",entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032024579,PREVATHON 50 SC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032026655,OMETHOATE 290 EC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025615,METHOMYL 200 EC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018528,FENTIN ACETATE 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018578,KATHON™ FP 1.5 Biocide,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231149,ACTICIDE MV14,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420261524,TRICLOPYR BUTOTYL 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025630,EXPRESSSUN 240 SC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042019679,CARBOFURAN 75 TK,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
042013304,PARAKUAT DIKLORIDA 42 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06080120165660,VAPE 50 VP,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120165660,VAPE 50 VP,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032022534,VAPE 0.27 AE,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025627,CHIPS SC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231210,PREVENTOL WB,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241363,METHOMYL 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120165596,AMCOXONE 276 SL*,dosis-bentrok,"kolom=""2-3 l/ha"" kurung=""1- 2 l/ha""","Komoditas ""Tebu"", OPT ""Ipomoea triloba"". Kolom yang dipakai."
032024556,TERMIDOR HE 96 SC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231170,AMETRYN 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018551,SUMIONE 93 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251461,Natrium 5-nitroguaiakol 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025622,PT-WANLING 40 SP,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120227525,GUANGDIU 13.2/46.8 WG,dosis-bentrok,"kolom=""2-3 kg/ha"" kurung=""1 - 1,5 kg/ha""","Komoditas ""Budidaya jagung"", OPT ""Eleusine indica"". Kolom yang dipakai."
01030120186064,PRIMA-LARIS 240 OD,dosis-bentrok,"kolom=""1,31 - 1,75 l/ha"" kurung=""0,75-1,5 l/ha""","Komoditas ""Jagung"", OPT ""Cyperus rotundus"". Kolom yang dipakai."
01030120186064,PRIMA-LARIS 240 OD,dosis-bentrok,"kolom=""1,31 - 1,75 l/ha"" kurung=""0,75-1,5 l/ha""","Komoditas ""Jagung"", OPT ""Commelina sp."". Kolom yang dipakai."
01030120186064,PRIMA-LARIS 240 OD,dosis-bentrok,"kolom=""1,31 - 1,75 l/ha"" kurung=""0,75-1,5 l/ha""","Komoditas ""Jagung"", OPT ""Echinochloa nodosa"". Kolom yang dipakai."
042020880,CHLORPYRIFOS 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032024578,METHOMYL 40 SP,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241272,CHLORFENAPYR 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231163,INNOMAN ® MBM,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231159,Innoman ® CMV,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
04110120072922,BANTREK 480 EC,baris-bukan-nama-ilmiah,Proses vakum tekan :,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
04110120072922,BANTREK 480 EC,baris-bukan-nama-ilmiah,"1,875 %,",Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
04110120072922,BANTREK 480 EC,baris-bukan-nama-ilmiah,"Retensi : 0,94 kg/m3",Baris ke-4 pada latinHamaKomoditas; tidak dijadikan OPT.
042021916,GLYPHOSATE IPA 54 TA,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251457,GLYPHOSATE 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231142,PROTIOKONAZOL 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221024,KLOROTALONIL 98 TC,kadar-kolom-bukan-angka,Tidak Termasuk Salah Satu Persyaratan Pendaftaran Izin Tetap Baru Bahan Teknis,"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420241365,PROPINEB 80 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251418,ISOXAFLUTOLE 97.2 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231184,GLYPHOSATE 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231156,Acticide HF,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06080120227324,KINGKONG 1 FU,kadar-kolom-bukan-angka,Pembakaran,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120227324,KINGKONG 1 FU,kadar-kolom-bukan-angka,Pembakaran,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
01040120217050,GIBERALIC 20 SP,baris-bukan-nama-ilmiah,"rendemen gabah, mengurangi kadar hampa",Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120217050,GIBERALIC 20 SP,baris-bukan-nama-ilmiah,gabah permalai/ rumpun,Baris ke-4 pada latinHamaKomoditas; tidak dijadikan OPT.
0420241284,NITENPYRAM 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06090120217246,HIT 0.125 AE,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06090120217246,HIT 0.125 AE,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06090120217246,HIT 0.125 AE,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06090120217246,HIT 0.125 AE,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06090120217246,HIT 0.125 AE,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032024546,METHOMYL 90 SP,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251456,FLUOPYRAM 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221105,PERMETHRIN 50 TK,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120124276,AVIXA 500 SC,dosis-bentrok,"kolom=""2 - 3,5 l/ha"" kurung=""2 - 3 l/ha""","Komoditas ""Jagung"", OPT ""Digitaria ciliaris"". Kolom yang dipakai."
042019728,Zinc Omadine 48 FPS,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
