nama_produk,nomor_pendaftaran,jenis_pestisida,bentuk_formulasi,bahan_aktif,pemegang_pendaftaran,jenis_perseroan,perihal,bidang_penggunaan,komoditas_sasaran,tanggal_terbit,tanggal_berakhir,jml_perubahan_nama,jml_perubahan_pemegang,jml_perluasan,id,bahan_aktif_json,komoditas_json
SAMSPIRO 240 SC,01010120227458,Insektisida,kontak dan sistemik yang berbentuk pekatan suspensi,Spirotetramat 240 g/l,ASIA GALA KIMIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Cengkeh,2022-10-04,2027-10-04,0,0,0,ba0d23c6-03fc-4130-a44c-3e5400142bd6,"[{""namaBahan"": ""Spirotetramat"", ""kadarBahan"": ""240"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Spirotetramat"", ""kadarBahan"": ""240"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Spirotetramat"", ""kadarBahan"": ""240"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""kutu tempurung"", ""namaKomoditas"": ""Cengkeh "", ""kadarPestisida"": ""2,25"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Coccus sp.""}]"
HIT 7.7 LV,06080120248392,Pestisida Rumah Tangga,racun kontak dan pernafasan berbentuk larutan,Metofluthrin 7.7 g/l,GODREJ CONSUMER PRODUCTS INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Pestisida Pemukiman & Rumah Tangga,"Pemukiman, Bangunan dan Rumah Tangga",Di dalam ruangan,2024-09-19,2029-09-19,0,0,0,ba108bad-16bd-4d1e-b321-1a3dcd4c0693,"[{""namaBahan"": ""Metofluthrin"", ""kadarBahan"": ""7.7"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Nyamuk"", ""namaKomoditas"": ""Di dalam ruangan "", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Culex quinquefasciatus""}, {""hamaKomoditas"": ""Nyamuk"", ""namaKomoditas"": ""Di dalam ruangan "", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Aedes aegypti""}]"
BROADPLUS 10/10 WP,01030119961257,Herbisida,"sistemik pra tumbuh 
dan purna tumbuh berbentuk 
tepung yang dapat disuspensikan",Chlorimuron-ethyl 10 %; Metsulfuron-methyl 10 %,CORTEVA AGRISCIENCE INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Genap,,Padi sawah,2024-03-04,2029-03-04,0,1,0,ba10f96c-0e2a-4c68-8913-b3b0b8a2853f,"[{""namaBahan"": ""Chlorimuron-ethyl "", ""kadarBahan"": ""10"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Metsulfuron-methyl"", ""kadarBahan"": ""10"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""teki"", ""namaKomoditas"": ""Padi sawah"", ""kadarPestisida"": ""22,5 - 30"", ""satuanPestisida"": ""g/ha"", ""latinHamaKomoditas"": ""Fimbristylis miliacea""}, {""hamaKomoditas"": ""teki"", ""namaKomoditas"": ""Padi sawah"", ""kadarPestisida"": ""22,5 - 30"", ""satuanPestisida"": ""g/ha"", ""latinHamaKomoditas"": ""Cyperus difformis""}, {""hamaKomoditas"": ""gulma berdaun lebar "", ""namaKomoditas"": ""Padi sawah"", ""kadarPestisida"": ""22,5 - 30"", ""satuanPestisida"": ""g/ha"", ""latinHamaKomoditas"": ""Marsilea crenata""}, {""hamaKomoditas"": ""gulma berdaun lebar "", ""namaKomoditas"": ""Padi sawah"", ""kadarPestisida"": ""22,5 - 30"", ""satuanPestisida"": ""g/ha"", ""latinHamaKomoditas"": ""Ludwigia octovalvis""}, {""hamaKomoditas"": ""gulma berdaun lebar "", ""namaKomoditas"": ""Padi sawah"", ""kadarPestisida"": ""22,5 - 30"", ""satuanPestisida"": ""g/ha"", ""latinHamaKomoditas"": "" Monochoria vaginalis""}]"
D-ALLETHRIN 93 TC,0420241358,Pestisida lain-lain,Larutan,d-aletrin 93 %,TAKBIR SUKMA TRADA INDONESIA,PT.,Pestisida Alami - Permohonan Izin Tetap Baru Bahan Teknis,,,2025-02-17,2030-02-17,0,0,0,ba1d734d-e2bd-481e-88ef-6b9463778b59,"[{""namaBahan"": ""d-aletrin"", ""kadarBahan"": ""93"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": """", ""namaKomoditas"": """", ""kadarPestisida"": """", ""satuanPestisida"": null, ""latinHamaKomoditas"": """"}]"
HIT EXPERT 0.12 FU,06080120227662,Pestisida Rumah Tangga,racun kontak dan pernafasan berbentuk kertas,Meperflutrin 0.12 %,GODREJ CONSUMER PRODUCTS INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Pestisida Pemukiman & Rumah Tangga,"Pemukiman, Bangunan dan Rumah Tangga",Di dalam ruangan,2023-03-08,2028-03-08,0,1,0,ba1e7ee6-c1c4-4296-9542-9c0a105d7238,"[{""namaBahan"": ""Meperflutrin"", ""kadarBahan"": ""0.12"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""Nyamuk"", ""namaKomoditas"": ""Di dalam ruangan"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Culex quinquefasciatus""}, {""hamaKomoditas"": ""Nyamuk"", ""namaKomoditas"": ""Di dalam ruangan"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Aedes aegypti""}]"
KOALISI 40/200 SC,01010120196285,Insektisida,"Insektisida racun kontak dan
lambung berbentuk pekatan 
suspensi",Tiametoksam 200 g/l; Abamektin 40 g/l,GRAHA AGRITECH PRIMA,CV.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Cabai,2024-09-19,2029-09-19,0,0,0,ba1f7f9f-8027-4c23-bd38-04b0c34fdc6c,"[{""namaBahan"": ""Tiametoksam"", ""kadarBahan"": ""200"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Abamektin"", ""kadarBahan"": ""40"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Hama trips"", ""namaKomoditas"": ""Cabai"", ""kadarPestisida"": ""0,75"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Thrips parvispinus""}]"
"2,4-D ISOPROPILAMINA 60 TC",0420241298,Herbisida,Larutan,"2,4-D isopropilamina 60 %",NUFARM INDONESIA,PT.,Pestisida Alami - Permohonan Izin Tetap Baru Bahan Teknis,,,2024-09-19,2029-09-19,0,0,0,ba2e0ec8-74c5-4dc9-a100-6b43ddf3c0f5,"[{""namaBahan"": ""2,4-D isopropilamina"", ""kadarBahan"": ""60"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": """", ""namaKomoditas"": """", ""kadarPestisida"": """", ""satuanPestisida"": null, ""latinHamaKomoditas"": """"}]"
MASTOP 288 SL,01030120227433,Herbisida,kontak purna tumbuh berbentuk larutan dalam air,parakuat diklorida 288 g/l,DA MING INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas,Pengelola Tanaman,Kelapa Sawit (TBM),2022-10-04,2027-10-04,1,0,0,ba32c0d7-f7d4-4b03-9d61-39bbef41f4d1,"[{""namaBahan"": ""parakuat diklorida"", ""kadarBahan"": ""288"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Gulma berdaun lebar    "", ""namaKomoditas"": ""Kelapa Sawit (TBM) "", ""kadarPestisida"": ""1,5  – 2,25 "", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Commelina benghalensis (1,5 - 2,25 l/ha)""}, {""hamaKomoditas"": ""Gulma berdaun lebar    "", ""namaKomoditas"": ""Kelapa Sawit (TBM) "", ""kadarPestisida"": ""1,5  – 2,25 "", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Borreria alata (1,5 - 2,25 l/ha)""}, {""hamaKomoditas"": ""Gulma berdaun lebar    "", ""namaKomoditas"": ""Kelapa Sawit (TBM) "", ""kadarPestisida"": ""1,5  – 2,25 "", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Praxelis clematidea (1,5 - 2,25 l/ha)""}, {""hamaKomoditas"": ""Gulma golongan rumput "", ""namaKomoditas"": ""Kelapa Sawit (TBM) "", ""kadarPestisida"": ""1,5  – 2,25 "", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""ottochloa nodosa  (1,5 - 2,25 l/ha)     ""}, {""hamaKomoditas"": ""Gulma golongan rumput "", ""namaKomoditas"": ""Kelapa Sawit (TBM) "", ""kadarPestisida"": ""1,5  – 2,25 "", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""paspalum conjugatum (1,5 - 2,25 l/ha)""}]"
AZOXYNIL 60/500 SC,01020120258903,Fungisida,sistemik yang bersifat protektif dan kuratif berbentuk pekatan suspensi,Azoksistrobin 60 g/l; Klorotalonil 500 g/l,SINERGI CHEM INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Tomat,2025-09-26,2030-09-26,0,0,0,ba37a027-6210-4734-8a87-434bfb165320,"[{""namaBahan"": ""Azoksistrobin"", ""kadarBahan"": ""60"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Klorotalonil"", ""kadarBahan"": ""500"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""penyakit busuk daun"", ""namaKomoditas"": ""Tomat"", ""kadarPestisida"": ""2"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Phytophtora infestans""}]"
WYNCAFOS 280 SL,01030120248440,Herbisida,sistemik purnatumbuh berbentuk larutan dalam air,amonium glufosinat 280 g/l,AGRO JAYA INDONESIA,CV.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Budidaya kelapa sawit (TBM),2024-09-19,2029-09-19,1,0,0,ba3d6542-a6eb-4d5f-bef7-2a5b865c10ad,"[{""namaBahan"": ""amonium glufosinat"", ""kadarBahan"": ""280"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya kelapa sawit (TBM)"", ""kadarPestisida"": ""1,5 - 2,5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Asystasia gangetica (1,5 - 2,5 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": null, ""latinHamaKomoditas"": ""Synedrella nodiflora (1,5 - 2,5 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Chromolaena odorata (1,5 - 2,5 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Praxelis clematidea (1,5 - 2,5 l/ha)""}, {""hamaKomoditas"": ""gulma golongan rumput"", ""namaKomoditas"": ""Budidaya kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Paspalum conjugatum (1,5 - 2,5 l/ha)""}, {""hamaKomoditas"": ""gulma golongan rumput"", ""namaKomoditas"": ""Budidaya kelapa sawit (TBM)"", ""kadarPestisida"": ""1,5 - 2,5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Imperata cylindrica (1,5 - 2,5 l/ha)""}, {""hamaKomoditas"": ""gulma golongan rumput"", ""namaKomoditas"": ""Budidaya kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Ottochloa nodosa (1,5 - 2,5 l/ha)""}, {""hamaKomoditas"": ""gulma golongan rumput"", ""namaKomoditas"": ""Budidaya kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": null, ""latinHamaKomoditas"": ""Commelina benghalensis (1,5 - 2,5 l/ha)""}]"
"Baygon 0,225 AE",06080120093409,Pestisida Rumah Tangga,"racun 
kontak dan lambung berbentuk 
aerosol",d-fenotrin 0.125 %; praletrin 0.100 %,JOHNSON HOME HYGIENE PRODUCTS,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Di dalam ruangan,2023-08-28,2028-08-28,0,0,0,ba431dcc-6c7e-41f7-9143-b55061906240,"[{""namaBahan"": ""d-fenotrin"", ""kadarBahan"": ""0.125"", ""satuanBahan"": ""%""}, {""namaBahan"": ""praletrin"", ""kadarBahan"": ""0.100"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""Lalat"", ""namaKomoditas"": ""Di dalam ruangan"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Musca domestica""}, {""hamaKomoditas"": ""Kecoak"", ""namaKomoditas"": ""Di dalam ruangan"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Periplanetta americana\n\nBlatella germanica\n""}, {""hamaKomoditas"": ""Nyamuk"", ""namaKomoditas"": ""Di dalam ruangan"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Culex quinquefasciatus\nAedes aegypti""}, {""hamaKomoditas"": ""Semut"", ""namaKomoditas"": ""Di dalam ruangan"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Anoplolepis gracilipes""}]"
FORAKLOR 600 EC,01030120248378,Herbisida,sistemik selektif pra tumbuh dan purna tumbuh berbentuk pekatan yang dapat diemulsikan,Butaklor 600 g/l,FORAGRO MITRA SEJATI,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Budidaya Padi Tapin (Tanam Pindah),2024-09-19,2029-09-19,0,0,0,ba4a7dc2-2fd5-491e-a31b-09032feaa528,"[{""namaBahan"": ""Butaklor"", ""kadarBahan"": ""600"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Teki"", ""namaKomoditas"": ""Budidaya Padi Tapin (Tanam Pindah) "", ""kadarPestisida"": ""1,5 – 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Fimbristylis miliacea ""}, {""hamaKomoditas"": ""Teki"", ""namaKomoditas"": ""Budidaya Padi Tapin (Tanam Pindah) "", ""kadarPestisida"": ""1,5 – 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Cyperus difformis""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya Padi Tapin (Tanam Pindah) "", ""kadarPestisida"": ""1,5 – 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ludwigia octovalvis""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya Padi Tapin (Tanam Pindah) "", ""kadarPestisida"": ""1,5 – 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Monochoria vaginalis""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya Padi Tapin (Tanam Pindah) "", ""kadarPestisida"": ""1,5 – 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Marsilea crenata""}]"
BENXONEMAX 276 SL*,01030120206714,Herbisida,"kontak 
purnatumbuh berbentuk 
larutan dalam air",Parakuat diklorida 276 g/l,GOLDEN MAKMUR AGRI,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Kelapa Sawit (TBM),2025-09-26,2030-09-26,0,1,0,ba4aabb8-a7e4-49e4-a912-d103b9aa46a5,"[{""namaBahan"": ""Parakuat diklorida"", ""kadarBahan"": ""276"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Kelapa Sawit (TBM)"", ""kadarPestisida"": ""1.5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Bidens pilosa""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Kelapa Sawit (TBM)"", ""kadarPestisida"": ""1.5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Borreria alata""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Kelapa Sawit (TBM)"", ""kadarPestisida"": ""1.5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ageratum conyzoides""}, {""hamaKomoditas"": ""Alang-alang"", ""namaKomoditas"": ""Kelapa Sawit (TBM)"", ""kadarPestisida"": ""1.5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Imperata cylindrica""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Kelapa Sawit (TBM)"", ""kadarPestisida"": ""1.5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ischaemum timorense""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Kelapa Sawit (TBM)"", ""kadarPestisida"": ""1.5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Digitaria ciliaris""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Kelapa Sawit (TBM)"", ""kadarPestisida"": ""1.5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Rhyncelitrum repens""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Kelapa Sawit (TBM)"", ""kadarPestisida"": ""1.5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ottochloa nodosa""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Kelapa Sawit (TBM)"", ""kadarPestisida"": ""1.5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Axonopus compressus""}]"
INDO STRONG 670 EC,01030120258947,Herbisida,"non selektif, kontak, sedikit sistemik purnatumbuh berbentuk pekatan yang dapat diemulsikan",Triklopir butoksi etil ester 670 g/l,INDOIN BUSINESS GROUP,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Budidaya karet (TBM),2025-09-26,2030-09-26,0,0,0,ba5386f4-8070-44c4-9e9f-1a5d241134b2,"[{""namaBahan"": ""Triklopir butoksi etil ester"", ""kadarBahan"": ""670"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya karet (TBM)"", ""kadarPestisida"": ""1,5 - 3 "", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ageratum conyzoides (1,5 - 3 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya karet (TBM)"", ""kadarPestisida"": ""1,5 - 3 "", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Clidemia hirta (1,5 - 3 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya karet (TBM)"", ""kadarPestisida"": ""1,5 - 3 "", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Mikania micrantha (1,5 - 3 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya karet (TBM)"", ""kadarPestisida"": ""1,5 - 3 "", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Chromolaena odorata (1,5 - 3 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya karet (TBM)"", ""kadarPestisida"": ""1,5 - 3 "", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Borreria alata (1,5 - 3 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya karet (TBM)"", ""kadarPestisida"": ""1,5 - 3 "", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Sida rhombifolia (1,5 - 3 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya karet (TBM)"", ""kadarPestisida"": ""1,5 - 3 "", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Emilia sonchifolia (1,5 - 3 l/ha)""}]"
VAPE 0.9 AE,06080120124264,Pestisida Rumah Tangga,Pestisida rumah tangga racun kontak dan pernafasan berbentuk aerosol,Transflutrin 0.9 %,FUMAKILLA INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Genap,,Bangunan dan Rumah Tangga,2022-06-27,2027-06-27,0,0,0,ba546e7c-52fd-421e-9ef1-717b2984c570,"[{""namaBahan"": ""Transflutrin"", ""kadarBahan"": ""0.9"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""Nyamuk"", ""namaKomoditas"": ""Bangunan dan Rumah Tangga"", ""kadarPestisida"": ""Siap Pakai"", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Culex quinquefasciatus""}, {""hamaKomoditas"": ""Nyamuk"", ""namaKomoditas"": ""Bangunan dan Rumah Tangga"", ""kadarPestisida"": ""Siap Pakai"", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Aedes aegypti""}]"
SIMCA 50 WG,01010120238063,Insektisida,sistemik racun kontak dan lambung berbentuk butiran yang dapat didispersikan dalam air,Pimetrozin 50 %,ROYAL AGRO INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Padi,2024-03-04,2029-03-04,0,0,0,ba55edf9-f523-4a8a-ad5f-2f312a810995,"[{""namaBahan"": ""Pimetrozin"", ""kadarBahan"": ""50"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""wereng batang cokelat"", ""namaKomoditas"": ""Padi"", ""kadarPestisida"": ""1,5"", ""satuanPestisida"": ""g/l"", ""latinHamaKomoditas"": ""Nilaparvata lugens""}]"
ARSECA 8/64 WP,01020120114106,Fungisida,,simoksanil 8 %; klorotalonil 64 %,DHARMA GUNA WIBAWA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Genap,,,2022-01-14,2027-01-14,0,0,0,ba58bea5-351c-4299-9078-d243ec4eeced,"[{""namaBahan"": ""simoksanil"", ""kadarBahan"": ""8"", ""satuanBahan"": ""%""}, {""namaBahan"": ""simoksanil"", ""kadarBahan"": ""8"", ""satuanBahan"": ""%""}, {""namaBahan"": ""simoksanil"", ""kadarBahan"": ""8"", ""satuanBahan"": ""%""}, {""namaBahan"": ""klorotalonil"", ""kadarBahan"": ""64"", ""satuanBahan"": ""%""}, {""namaBahan"": ""klorotalonil"", ""kadarBahan"": ""64"", ""satuanBahan"": ""%""}]",
SANARA 80/120 SC,01020120258994,Fungisida,"sistemik yang bersifat protektif, preventif, dan kuratif berbentuk pekatan suspensi",Metalaxyl-M 120.00 g/l; Cyazofamid 80.00 g/l,ACE BIOCHEM INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Kentang,2025-09-26,2030-09-26,1,0,0,ba5e76b3-01d6-45f3-9995-cb3f84a4f1c6,"[{""namaBahan"": ""Metalaxyl-M"", ""kadarBahan"": ""120.00"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Cyazofamid"", ""kadarBahan"": ""80.00"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""penyakit busuk daun           "", ""namaKomoditas"": ""Kentang"", ""kadarPestisida"": ""1"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Phytopthora infestans""}]"
TUGARD 160/10 EC,01010120052197,Insektisida,"racun kontak, lambung 
dan pernafasan berbentuk 
pekatan yang dapat 
diemulsikan",alfa sipermetrin 10 g/l; klorpirifos 160 g/l,DELTAGRO MULIA SEJATI,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Genap,,Kakao,2026-04-20,2031-04-20,0,0,0,ba65e575-6bf3-4d97-9b43-b38b37b05215,"[{""namaBahan"": ""alfa sipermetrin"", ""kadarBahan"": ""10"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""klorpirifos"", ""kadarBahan"": ""160 "", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Pengisap buah"", ""namaKomoditas"": ""Kakao"", ""kadarPestisida"": ""2 "", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Helopeltis antonii\n""}]"
TORI 50 WP,01010120186090,Insektisida,racun kontak dan lambung berbentuk tepung yang dapat disuspensikan,Diflubenzuron 50.00 %,LABEZAR UTAMA INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,Pengelola Tanaman,Bawang merah,2024-09-19,2029-09-19,0,0,0,ba716bfc-b114-49af-8a00-0923d008b7fe,"[{""namaBahan"": ""Diflubenzuron"", ""kadarBahan"": ""50.00"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""ulat grayak"", ""namaKomoditas"": ""Bawang merah"", ""kadarPestisida"": ""2"", ""satuanPestisida"": ""g/l"", ""latinHamaKomoditas"": ""Spodoptera exigua ""}]"
ABSINA 36 EC,01010120145030,Insektisida,"racun kontak dan 
lambung berbentuk pekatan 
yang dapat diemulsikan",Abamektin 36 g/l,SINAMYANG INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Genap,,Cabai,2024-03-04,2029-03-04,0,0,0,ba821595-0ba2-4412-9e80-dfa3ff6ca432,"[{""namaBahan"": ""Abamektin"", ""kadarBahan"": ""36"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""hama trips  "", ""namaKomoditas"": ""Cabai"", ""kadarPestisida"": ""0,5"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Thrips parvispinus""}]"
RONSHA 500/50 EC,01010120093490,Insektisida,racun kontak dan lambung berbentuk pekatan yang dapat diemulsikan,Klorpirifos (chlorpyrifos) 500 g/l; Sipermetrin (cypermethrin) 50 g/l,RABANA AGRO RESOURCES,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Kedelai,2024-03-05,2029-03-05,0,0,0,ba89d610-9aa0-454a-a097-c35d812f2f43,"[{""namaBahan"": ""Klorpirifos (chlorpyrifos)"", ""kadarBahan"": ""500"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Sipermetrin (cypermethrin)"", ""kadarBahan"": ""50"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""ulat grayak"", ""namaKomoditas"": ""Kedelai"", ""kadarPestisida"": ""1"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Spodoptera litura""}]"
