nomor_pendaftaran,produk_id,nama_produk,jenis_pestisida,bidang_penggunaan,komoditas_label,komoditas_id,opt_label,opt_nama_ilmiah,opt_id,dosis_teks,dosis_min,dosis_maks,dosis_satuan,satuan_kolom,dosis_asal,baris_asal,catatan_baris
01030120042143,op:prd:00004086,SIDASTAR 300/100 SL,Herbisida,,Kakao (TBM),op:cmd:00001010,gulma golongan rumput,Eleusine indica,op:pst:00001013,"0,75-1,5 l/ha",0.75,1.5,l/ha,-,kurung-latin,utama,
01030120042143,op:prd:00004086,SIDASTAR 300/100 SL,Herbisida,,Kakao (TBM),op:cmd:00001010,gulma berdaun lebar,Borreria alata,op:pst:00001001,"0,75 - 1,5",0.75,1.5,l/ha,l/ha,kolom,utama,
01030120042143,op:prd:00004086,SIDASTAR 300/100 SL,Herbisida,,Kakao (TBM),op:cmd:00001010,gulma berdaun lebar,Sida rhombifolia,op:pst:00001460,"0,75-1,5 l/ha",0.75,1.5,l/ha,-,kurung-latin,utama,
01030120042143,op:prd:00004086,SIDASTAR 300/100 SL,Herbisida,,Kakao (TBM),op:cmd:00001010,gulma berdaun lebar,Synedrella nodiflora,op:pst:00001004,"0,75-1,5 l/ha",0.75,1.5,l/ha,-,kurung-latin,utama,
01030120042143,op:prd:00004086,SIDASTAR 300/100 SL,Herbisida,,Kelapa sawit (TBM),op:cmd:00001000,gulma berdaun lebar,Ageratum conyzoides,op:pst:00001000,"0,75 - 1,5",0.75,1.5,l/ha,l/ha,kolom,utama,
01030120042143,op:prd:00004086,SIDASTAR 300/100 SL,Herbisida,,Kelapa sawit (TBM),op:cmd:00001000,gulma golongan rumput,Ottochloa nodosa,op:pst:00001002,"0,75 - 1,5",0.75,1.5,l/ha,l/ha,kolom,utama,
01030120042143,op:prd:00004086,SIDASTAR 300/100 SL,Herbisida,,Karet (TBM),op:cmd:00001464,gulma golongan rumput,Setaria plicata,op:pst:00001021,"0,75-1,5 l/ha",0.75,1.5,l/ha,-,kurung-latin,utama,
01030120042143,op:prd:00004086,SIDASTAR 300/100 SL,Herbisida,,Karet (TBM),op:cmd:00001464,gulma golongan rumput,Ottochloa nodosa,op:pst:00001002,"0,75 - 1,5",0.75,1.5,l/ha,l/ha,kolom,utama,
01030120042143,op:prd:00004086,SIDASTAR 300/100 SL,Herbisida,,Karet (TBM),op:cmd:00001464,gulma golongan rumput,Axonopus compressus,op:pst:00001006,"0,75-1,5 l/ha",0.75,1.5,l/ha,-,kurung-latin,utama,
01030120042143,op:prd:00004086,SIDASTAR 300/100 SL,Herbisida,,Karet (TBM),op:cmd:00001464,gulma berdaun lebar,Calopogonium mucunoides,op:pst:00001060,"0,75-1,5 l/ha",0.75,1.5,l/ha,-,kurung-latin,utama,
01030120042143,op:prd:00004086,SIDASTAR 300/100 SL,Herbisida,,Karet (TBM),op:cmd:00001464,gulma berdaun lebar,Ageratum conyzoides,op:pst:00001000,"0,75 - 1,5",0.75,1.5,l/ha,l/ha,kolom,utama,
01020120114121,op:prd:00004087,CYMOXAN 25 WP,Fungisida,,Kentang,op:cmd:00001008,Penyakit hawar daun,Phytophthora infestans,op:pst:00001010,"1,5",1.5,1.5,g/l,g/l,kolom,utama,
01020120114121,op:prd:00004087,CYMOXAN 25 WP,Fungisida,,Tomat,op:cmd:00000003,Penyakit hawar daun,Phytophthora infestans,op:pst:00001010,2,2,2,g/l,g/l,kolom,utama,
01030120206752,op:prd:00004088,MAITOP 138 SL*,Herbisida,,Karet (TBM),op:cmd:00001464,gulma golongan rumput,Ischaemum timorense,op:pst:00001012,3 - 4,3,4,l/ha,l/ha,kolom,utama,
01030120206752,op:prd:00004088,MAITOP 138 SL*,Herbisida,,Karet (TBM),op:cmd:00001464,gulma golongan rumput,Digitaria ciliaris,op:pst:00001008,3 - 4,3,4,l/ha,l/ha,kolom,utama,
01030120206752,op:prd:00004088,MAITOP 138 SL*,Herbisida,,Karet (TBM),op:cmd:00001464,gulma golongan rumput,Ottochloa nodosa,op:pst:00001002,3 - 4,3,4,l/ha,l/ha,kolom,utama,
01030120206752,op:prd:00004088,MAITOP 138 SL*,Herbisida,,Karet (TBM),op:cmd:00001464,Gulma berdaun lebar,Borreria alata,op:pst:00001001,4 - 5,4,5,l/ha,l/ha,kolom,utama,
01030120206752,op:prd:00004088,MAITOP 138 SL*,Herbisida,,Karet (TBM),op:cmd:00001464,Gulma berdaun lebar,Mikania micrantha,op:pst:00001005,4 - 5,4,5,l/ha,l/ha,kolom,utama,
01030120206752,op:prd:00004088,MAITOP 138 SL*,Herbisida,,Karet (TBM),op:cmd:00001464,Gulma berdaun lebar,Ageratum conyzoides,op:pst:00001000,4 - 5,4,5,l/ha,l/ha,kolom,utama,
01010120248303,op:prd:00004089,M-PLUS 40 EC,Insektisida,Pengelola Tanaman,Cabai,op:cmd:00001003,hama trips,Thrips parvispinus,op:pst:00000001,1,1,1,ml/l,ml/l,kolom,utama,
01010120124318,op:prd:00004092,KENSBAN 400 EC,Insektisida,,Cabai,op:cmd:00001003,kutu daun,Myzus persicae,op:pst:00000002,2,2,2,ml/l,ml/l,kolom,utama,
01010120124318,op:prd:00004092,KENSBAN 400 EC,Insektisida,,Cabai,op:cmd:00001003,penggerek buah,Helicoverpa armigera,op:pst:00001038,2,2,2,ml/l,ml/l,kolom,utama,
01010120124318,op:prd:00004092,KENSBAN 400 EC,Insektisida,,Kakao,op:cmd:00001010,pengisap buah,Helopeltis antonii,op:pst:00001066,2,2,2,ml/l,ml/l,kolom,utama,
01010120259028,op:prd:00004093,Amitesh 20 EC,Insektisida,Pengelola Tanaman,Bawang merah,op:cmd:00000004,hama kutu daun,Neotoxoptera formosana,op:pst:00001592,2,2,2,ml/l,ml/l,kolom,utama,
01030120227657,op:prd:00004094,GOODTOP 250 SL,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma golongan rumput,Ottochloa nodosa,op:pst:00001002,3 - 4 l/ha,3,4,l/ha,-,kurung-latin,utama,
01030120227657,op:prd:00004094,GOODTOP 250 SL,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma golongan rumput,Axonopus compressus,op:pst:00001006,3 - 4 l/ha,3,4,l/ha,,kurung-latin,utama,
01030120227657,op:prd:00004094,GOODTOP 250 SL,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma golongan rumput,Eleusine indica,op:pst:00001013,3 - 4 l/ha,3,4,l/ha,-,kurung-latin,utama,
01030120227657,op:prd:00004094,GOODTOP 250 SL,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma golongan rumput,Digitaria ciliaris,op:pst:00001008,3 - 4,3,4,l/ha,l/ha,kolom,utama,
01030120227657,op:prd:00004094,GOODTOP 250 SL,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma berdaun lebar,Chromolaena odorata,op:pst:00001020,3 - 4 l/ha,3,4,l/ha,-,kurung-latin,utama,
01030120227657,op:prd:00004094,GOODTOP 250 SL,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma berdaun lebar,Borreria alata,op:pst:00001001,3 - 4 l/ha,3,4,l/ha,-,kurung-latin,utama,
01030120227657,op:prd:00004094,GOODTOP 250 SL,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma berdaun lebar,Mikania micrantha,op:pst:00001005,3 - 4 l/ha,3,4,l/ha,-,kurung-latin,utama,
01030120227657,op:prd:00004094,GOODTOP 250 SL,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma berdaun lebar,Ageratum conyzoides,op:pst:00001000,3 - 4,3,4,l/ha,l/ha,kolom,utama,
01020120206892,op:prd:00004095,ASTERPIRAM 120 EC,Insektisida,,Padi,op:cmd:00000006,wereng batang coklat,Nilaparvata lugens,op:pst:00001009,2,2,2,ml/l,ml/l,kolom,utama,
01020120134673,op:prd:00004096,COUGAR 200/80 SC,Fungisida,,Jeruk,op:cmd:00001015,penyakit embun tepung,Oidium tingitanium,op:pst:00001190,1,1,1,ml/l,ml/l,kolom,utama,
01020120134673,op:prd:00004096,COUGAR 200/80 SC,Fungisida,,Semangka,op:cmd:00001021,penyakit embun bulu,Peronosclerospora cubensis,op:pst:00001933,2,2,2,ml/l,ml/l,kolom,utama,
01020120134673,op:prd:00004096,COUGAR 200/80 SC,Fungisida,,Padi,op:cmd:00000006,penyakit hawar pelepah,Rhizoctonia solani,op:pst:00001030,2,2,2,ml/l,ml/l,kolom,utama,
01020120134673,op:prd:00004096,COUGAR 200/80 SC,Fungisida,,Jagung,op:cmd:00001002,penyakit busuk tongkol,Diplodia maydis,op:pst:00001934,1,1,1,ml/l,ml/l,kolom,utama,
01040120062223,op:prd:00004097,BETTER 10 PA,Zat Pengatur Tumbuh Tanaman,,Karet,op:cmd:00001464,,"Meningkatkan produksi lateks/tanaman,",,0.9,0.9,0.9,gr/Pohon,gr/Pohon,kolom,utama,"kadar karet kering, produksi karet kering"
01040120062223,op:prd:00004097,BETTER 10 PA,Zat Pengatur Tumbuh Tanaman,,Karet,op:cmd:00001464,,per tanaman,,0.9,0.9,0.9,gr/Pohon,gr/Pohon,kolom,tambahan,"kadar karet kering, produksi karet kering"
0103011987815,op:prd:00004098,SUN UP 480 SL,Herbisida,,Kelapa sawit (TBM),op:cmd:00001000,gulma golongan rumput,Ottochloa nodosa,op:pst:00001002,3 - 5 l/ha,3,5,l/ha,-,kurung-latin,utama,
0103011987815,op:prd:00004098,SUN UP 480 SL,Herbisida,,Kelapa sawit (TBM),op:cmd:00001000,gulma golongan rumput,Paspalum conjugatum,op:pst:00001003,3 - 5,3,5,l/ha,l/ha,kolom,utama,
0103011987815,op:prd:00004098,SUN UP 480 SL,Herbisida,,Kelapa sawit (TBM),op:cmd:00001000,gulma berdaun lebar,Mikania micrantha,op:pst:00001005,3 - 5 l/ha,3,5,l/ha,-,kurung-latin,utama,
0103011987815,op:prd:00004098,SUN UP 480 SL,Herbisida,,Kelapa sawit (TBM),op:cmd:00001000,gulma berdaun lebar,Asystasia gangetica,op:pst:00001018,3 - 5,3,5,l/ha,l/ha,kolom,utama,
0103011987815,op:prd:00004098,SUN UP 480 SL,Herbisida,,Padi sawah pasang surut (TOT),op:cmd:00000006,teki,Cyperus iria,op:pst:00001016,"1,5 - 3",1.5,3,l/ha,l/ha,kolom,utama,
0103011987815,op:prd:00004098,SUN UP 480 SL,Herbisida,,Teh,op:cmd:00001014,gulma berdaun lebar,Mikania micrantha,op:pst:00001005,3 - 5,3,5,l/ha,l/ha,kolom,utama,
0103011987815,op:prd:00004098,SUN UP 480 SL,Herbisida,,Teh,op:cmd:00001014,gulma golongan rumput,Ottochloa nodosa,op:pst:00001002,3 - 5,3,5,l/ha,l/ha,kolom,utama,
0103011987815,op:prd:00004098,SUN UP 480 SL,Herbisida,,Teh,op:cmd:00001014,gulma golongan rumput,Paspalum conjugatum,op:pst:00001003,3 - 5 l/ha,3,5,l/ha,-,kurung-latin,utama,
0103011987815,op:prd:00004098,SUN UP 480 SL,Herbisida,,Kopi (TBM),op:cmd:00001009,Teki,Cyperus kyllingia,op:pst:00001072,2 - 3,2,3,l/ha,l/ha,kolom,utama,
0103011987815,op:prd:00004098,SUN UP 480 SL,Herbisida,,Kopi (TBM),op:cmd:00001009,gulma golongan rumput,Ottochloa nodosa,op:pst:00001002,2 - 3,2,3,l/ha,l/ha,kolom,utama,
0103011987815,op:prd:00004098,SUN UP 480 SL,Herbisida,,Kakao (TBM),op:cmd:00001010,gulma golongan rumput,Paspalum conjugatum,op:pst:00001003,1 - 2,1,2,l/ha,l/ha,kolom,utama,
0103011987815,op:prd:00004098,SUN UP 480 SL,Herbisida,,Jagung (TOT),op:cmd:00001002,gulma golongan rumput,Paspalum conjugatum,op:pst:00001003,2 - 4,2,4,l/ha,l/ha,kolom,utama,
0103011987815,op:prd:00004098,SUN UP 480 SL,Herbisida,,Jagung (TOT),op:cmd:00001002,gulma berdaun lebar,Synedrella nodiflora,op:pst:00001004,2 - 4,2,4,l/ha,l/ha,kolom,utama,
0103011987815,op:prd:00004098,SUN UP 480 SL,Herbisida,,Karet (TBM),op:cmd:00001464,gulma berdaun lebar,Mikania micrantha,op:pst:00001005,2 - 4,2,4,l/ha,l/ha,kolom,utama,
0103011987815,op:prd:00004098,SUN UP 480 SL,Herbisida,,Karet (TBM),op:cmd:00001464,gulma golongan rumput,Paspalum conjugatum,op:pst:00001003,2 - 4 l/ha,2,4,l/ha,-,kurung-latin,utama,
0103011987815,op:prd:00004098,SUN UP 480 SL,Herbisida,,Karet (TBM),op:cmd:00001464,gulma golongan rumput,Ottochloa nodosa,op:pst:00001002,2 - 4,2,4,l/ha,l/ha,kolom,utama,
01030120238035,op:prd:00004099,OMITRON 60 OD,Herbisida,Pengelola Tanaman,Budidaya jagung,op:cmd:00001002,gulma berdaun lebar,Ageratum conyzoides,op:pst:00001000,"1,5 - 3",1.5,3,l/ha,l/ha,kolom,utama,
01030120238035,op:prd:00004099,OMITRON 60 OD,Herbisida,Pengelola Tanaman,Budidaya jagung,op:cmd:00001002,gulma berdaun lebar,Synedrella nodiflora,op:pst:00001004,"1,5 - 3 l/ha",1.5,3,l/ha,-,kurung-latin,utama,
01030120238035,op:prd:00004099,OMITRON 60 OD,Herbisida,Pengelola Tanaman,Budidaya jagung,op:cmd:00001002,gulma berdaun lebar,Alternanthera philoxeroides,op:pst:00001065,"1,5 - 3 l/ha",1.5,3,l/ha,,kurung-latin,utama,
01030120238035,op:prd:00004099,OMITRON 60 OD,Herbisida,Pengelola Tanaman,Budidaya jagung,op:cmd:00001002,gulma golongan rumput,Digitaria ciliaris,op:pst:00001008,"1,5 - 3",1.5,3,l/ha,l/ha,kolom,utama,
01030120238035,op:prd:00004099,OMITRON 60 OD,Herbisida,Pengelola Tanaman,Budidaya jagung,op:cmd:00001002,gulma golongan rumput,Cynodon dactylon,op:pst:00001034,"1,5 - 3 l/ha",1.5,3,l/ha,-,kurung-latin,utama,
01030120238035,op:prd:00004099,OMITRON 60 OD,Herbisida,Pengelola Tanaman,Budidaya jagung,op:cmd:00001002,gulma golongan rumput,Paspalum conjugatum,op:pst:00001003,"1,5 - 3 l/ha",1.5,3,l/ha,-,kurung-latin,utama,
01030120238035,op:prd:00004099,OMITRON 60 OD,Herbisida,Pengelola Tanaman,Budidaya jagung,op:cmd:00001002,gulma golongan rumput,Eleusine indica,op:pst:00001013,"1,5 - 3 l/ha",1.5,3,l/ha,-,kurung-latin,utama,
01030120155185,op:prd:00004100,SIDARON 500 SC,Herbisida,,Tebu,op:cmd:00001006,gulma berdaun lebar,Borreria alata,op:pst:00001001,"2,5-3",2.5,3,l/ha,l/ha,kolom,utama,
01030120155185,op:prd:00004100,SIDARON 500 SC,Herbisida,,Tebu,op:cmd:00001006,gulma berdaun lebar,Euphorbia heterophila,op:pst:00001419,"2,5-3 l/ha",2.5,3,l/ha,-,kurung-latin,utama,
01030120155185,op:prd:00004100,SIDARON 500 SC,Herbisida,,Tebu,op:cmd:00001006,gulma golongan rumput,Digitaria sanguinalis,op:pst:00001103,"2,5-3 l/ha",2.5,3,l/ha,-,kurung-latin,utama,
01030120155185,op:prd:00004100,SIDARON 500 SC,Herbisida,,Tebu,op:cmd:00001006,gulma golongan rumput,Cynodon dactylon,op:pst:00001034,"2,5-3",2.5,3,l/ha,l/ha,kolom,utama,
01020120248227,op:prd:00004101,ACUREN 25 WP,Fungisida,Pengelola Tanaman,Durian,op:cmd:00001171,Penyakit Bercak Daun,Rhizoctonia solani,op:pst:00001030,1,1,1,g/l,g/l,kolom,utama,
01030120175669,op:prd:00004102,ANIMO 150 SL,Herbisida,,Kelapa sawit TBM,op:cmd:00001151,Gulma golongan rumput,Ischaemum timorense,op:pst:00001012,"1,5 - 3",1.5,3,l/ha,l/ha,kolom,utama,
01030120175669,op:prd:00004102,ANIMO 150 SL,Herbisida,,Kelapa sawit TBM,op:cmd:00001151,Gulma berdaun lebar,Mikania micrantha,op:pst:00001005,"1,5 - 3",1.5,3,l/ha,l/ha,kolom,utama,
01030120175669,op:prd:00004102,ANIMO 150 SL,Herbisida,,Kelapa sawit TBM,op:cmd:00001151,Gulma berdaun lebar,Clidemia hirta,op:pst:00001017,"1,5 - 3",1.5,3,l/ha,l/ha,kolom,utama,
01030120175669,op:prd:00004102,ANIMO 150 SL,Herbisida,,Kelapa sawit TBM,op:cmd:00001151,Gulma berdaun lebar,Synedrella nodiflora,op:pst:00001004,"1,5 - 3",1.5,3,l/ha,l/ha,kolom,utama,
01030120175669,op:prd:00004102,ANIMO 150 SL,Herbisida,,Kelapa sawit TBM,op:cmd:00001151,Gulma berdaun lebar,Borreria alata,op:pst:00001001,"1,5 - 3",1.5,3,l/ha,l/ha,kolom,utama,
01010120227670,op:prd:00004104,KANON RX 100 EC,Insektisida,Pengelola Tanaman,Kacang panjang,op:cmd:00001026,kutu daun,Aphis sp.,op:pst:00001088,1,1,1,ml/l,ml/l,kolom,utama,
01010120227670,op:prd:00004104,KANON RX 100 EC,Insektisida,Pengelola Tanaman,Cabai,op:cmd:00001003,hama trips,Thrips sp.,op:pst:00001063,1,1,1,ml/l,ml/l,kolom,utama,
01030120248712,op:prd:00004105,T-KOPIR 670 EC,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma berdaun lebar,Borreria alata,op:pst:00001001,"1,5 - 3 l/ha",1.5,3,l/ha,,kurung-latin,utama,
01030120248712,op:prd:00004105,T-KOPIR 670 EC,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma berdaun lebar,Clidemia hirta,op:pst:00001017,"1,5 - 3",1.5,3,l/ha,l/ha,kolom,utama,
01030120248712,op:prd:00004105,T-KOPIR 670 EC,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma berdaun lebar,Ageratum conyzoides,op:pst:00001000,"1,5 - 3 l/ha",1.5,3,l/ha,-,kurung-latin,utama,
01030120248712,op:prd:00004105,T-KOPIR 670 EC,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma berdaun lebar,Synedrella nodiflora,op:pst:00001004,"1,5 - 3 l/ha",1.5,3,l/ha,-,kurung-latin,utama,
01030120248712,op:prd:00004105,T-KOPIR 670 EC,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma berdaun lebar,Chromolaena odorata,op:pst:00001020,"1,5 - 3 l/ha",1.5,3,l/ha,-,kurung-latin,utama,
01050120134740,op:prd:00004106,ABOJO 60 WP,Moluskisida,,Padi sawah,op:cmd:00000006,Siput murbei,Pomacea canaliculata,op:pst:00001058,1,1,1,g/l,g/l,kolom,utama,
01030120113972,op:prd:00004107,MESTI-UP 490 SL,Herbisida,,Kelapa sawit (TBM),op:cmd:00001000,Gulma berdaun lebar,Clidemia hirta,op:pst:00001017,"1,5 - 3",1.5,3,l/ha,l/ha,kolom,utama,
01030120113972,op:prd:00004107,MESTI-UP 490 SL,Herbisida,,Kelapa sawit (TBM),op:cmd:00001000,Gulma berdaun lebar,Mikania micrantha,op:pst:00001005,"1,5 - 3",1.5,3,l/ha,l/ha,kolom,utama,
01030120113972,op:prd:00004107,MESTI-UP 490 SL,Herbisida,,Kelapa sawit (TBM),op:cmd:00001000,Gulma berdaun lebar,Borreria alata,op:pst:00001001,"1,5 - 3",1.5,3,l/ha,l/ha,kolom,utama,
01030120113972,op:prd:00004107,MESTI-UP 490 SL,Herbisida,,Kelapa sawit (TBM),op:cmd:00001000,Gulma golongan rumput,Ottochloa nodosa,op:pst:00001002,"1,5 - 3",1.5,3,l/ha,l/ha,kolom,utama,
01030120113972,op:prd:00004107,MESTI-UP 490 SL,Herbisida,,Kelapa sawit (TBM),op:cmd:00001000,Gulma golongan rumput,Ischaemum timorense,op:pst:00001012,"1,5 - 3",1.5,3,l/ha,l/ha,kolom,utama,
01030120259175,op:prd:00004109,BESTANI OK 300 SL,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma golongan rumput,Imperata cylindrica,op:pst:00001025,1 - 3 l/ha,1,3,l/ha,-,kurung-latin,utama,
01030120259175,op:prd:00004109,BESTANI OK 300 SL,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma golongan rumput,Axonopus compressus,op:pst:00001006,1 - 3 l/ha,1,3,l/ha,-,kurung-latin,utama,
01030120259175,op:prd:00004109,BESTANI OK 300 SL,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma golongan rumput,Ischaemum timorense,op:pst:00001012,1 - 3 l/ha,1,3,l/ha,-,kurung-latin,utama,
01030120259175,op:prd:00004109,BESTANI OK 300 SL,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma golongan rumput,Paspalum conjugatum,op:pst:00001003,1 - 3 l/ha,1,3,l/ha,-,kurung-latin,utama,
01030120259175,op:prd:00004109,BESTANI OK 300 SL,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma golongan rumput,Ottochloa nodosa,op:pst:00001002,1 - 3,1,3,l/ha,l/ha,kolom,utama,
01030120259175,op:prd:00004109,BESTANI OK 300 SL,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma berdaun lebar,Borreria alata,op:pst:00001001,1 - 3,1,3,l/ha,l/ha,kolom,utama,
01030120259175,op:prd:00004109,BESTANI OK 300 SL,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma berdaun lebar,Ageratum conyzoides,op:pst:00001000,1 - 3 l/ha,1,3,l/ha,-,kurung-latin,utama,
01030120196495,op:prd:00004110,AMANDY 870 SL,Herbisida,,Padi sawah,op:cmd:00000006,gulma berdaun lebar,Spenochlea zeylanica,op:pst:00001113,2 - 3,2,3,l/ha,l/ha,kolom,utama,
01030120196495,op:prd:00004110,AMANDY 870 SL,Herbisida,,Padi sawah,op:cmd:00000006,gulma berdaun lebar,Ludwigia perennis,op:pst:00001111,2 - 3,2,3,l/ha,l/ha,kolom,utama,
01030120196495,op:prd:00004110,AMANDY 870 SL,Herbisida,,Padi sawah,op:cmd:00000006,teki,Cyperus iria,op:pst:00001016,2 - 3,2,3,l/ha,l/ha,kolom,utama,
01030120196495,op:prd:00004110,AMANDY 870 SL,Herbisida,,Padi sawah,op:cmd:00000006,teki,Cyperus difformis,op:pst:00001046,2 - 3,2,3,l/ha,l/ha,kolom,utama,Kalimat peringatan: | Sisa jerami jangan dibakar
01030120196495,op:prd:00004110,AMANDY 870 SL,Herbisida,,Padi sawah,op:cmd:00000006,teki,Fimbristylis litoralis,op:pst:00001085,2 - 3,2,3,l/ha,l/ha,kolom,utama,
01030120259064,op:prd:00004111,GLIFORTE 48 SP,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma golongan rumput,Imperata cylindrica,op:pst:00001025,3 - 4,3,4,kg/ha,kg/ha,kolom,utama,
01030120259064,op:prd:00004111,GLIFORTE 48 SP,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma golongan rumput,Setaria plicata,op:pst:00001021,3 - 4,3,4,kg/ha,kg/ha,kolom,utama,
01030120259064,op:prd:00004111,GLIFORTE 48 SP,Herbisida,Pengelola Tanaman,Budidaya kelapa sawit (TBM),op:cmd:00001000,gulma berdaun lebar,Ageratum conyzoides,op:pst:00001000,3 - 4,3,4,kg/ha,kg/ha,kolom,utama,
01030120259064,op:prd:00004111,GLIFORTE 48 SP,Herbisida,Pengelola Tanaman,Budidaya padi sawah (TOT),op:cmd:00000006,gulma berdaun lebar,Alternanthera sessilis,op:pst:00001080,"1,5 - 2,5",1.5,2.5,kg/ha,kg/ha,kolom,utama,
01030120259064,op:prd:00004111,GLIFORTE 48 SP,Herbisida,Pengelola Tanaman,Budidaya padi sawah (TOT),op:cmd:00000006,gulma berdaun lebar,Monochoria vaginalis,op:pst:00001015,"1,5 - 2,5",1.5,2.5,kg/ha,kg/ha,kolom,utama,
01030120259064,op:prd:00004111,GLIFORTE 48 SP,Herbisida,Pengelola Tanaman,Budidaya padi sawah (TOT),op:cmd:00000006,gulma berdaun lebar,Ludwigia octovalvis,op:pst:00001014,"1,5 - 2,5",1.5,2.5,kg/ha,kg/ha,kolom,utama,
01030120259064,op:prd:00004111,GLIFORTE 48 SP,Herbisida,Pengelola Tanaman,Budidaya padi sawah (TOT),op:cmd:00000006,teki,Cyperus iria,op:pst:00001016,"1,5 - 2,5",1.5,2.5,kg/ha,kg/ha,kolom,utama,
01030120259064,op:prd:00004111,GLIFORTE 48 SP,Herbisida,Pengelola Tanaman,Budidaya padi sawah (TOT),op:cmd:00000006,teki,Fimbristylis miliacea,op:pst:00001024,"1,5 - 2,5",1.5,2.5,kg/ha,kg/ha,kolom,utama,
01030120259064,op:prd:00004111,GLIFORTE 48 SP,Herbisida,Pengelola Tanaman,Budidaya padi sawah (TOT),op:cmd:00000006,gulma golongan rumput,Cynodon dactylon,op:pst:00001034,"1,5 - 2,5",1.5,2.5,kg/ha,kg/ha,kolom,utama,
01030120259064,op:prd:00004111,GLIFORTE 48 SP,Herbisida,Pengelola Tanaman,Budidaya padi sawah (TOT),op:cmd:00000006,gulma golongan rumput,Echinochloa colona,op:pst:00001070,"1,5 - 2,5",1.5,2.5,kg/ha,kg/ha,kolom,utama,
01030120259064,op:prd:00004111,GLIFORTE 48 SP,Herbisida,Pengelola Tanaman,Budidaya padi sawah (TOT),op:cmd:00000006,gulma golongan rumput,Leptochloa chinensis,op:pst:00001029,"1,5 - 2,5",1.5,2.5,kg/ha,kg/ha,kolom,utama,
01020120186017,op:prd:00004112,CLOSEN 125 SC,Fungisida,,Bawang merah,op:cmd:00000004,Penyakit bercak ungu,Alternaria porri,op:pst:00001022,"1,5",1.5,1.5,ml/l,ml/l,kolom,utama,
01020120186017,op:prd:00004112,CLOSEN 125 SC,Fungisida,,Bawang merah,op:cmd:00000004,penyakit busuk daun,Peronospora destrutor,op:pst:00001134,"1,5",1.5,1.5,ml/l,ml/l,kolom,utama,
01010120206954,op:prd:00004113,NIGO 60 WP,Insektisida,,Padi Sawah,op:cmd:00000006,Wereng batang coklat,Nilaparvata lugens,op:pst:00001009,"1,5",1.5,1.5,g/l,g/l,kolom,utama,
01020120248425,op:prd:00004114,Singspray The One 817EC,Fungisida,Pengelola Tanaman,Alpukat,op:cmd:00001417,penyakit embun jelaga,Capnodium sp.,op:pst:00001936,5,5,5,ml/l,ml/l,kolom,utama,
01010120103612,op:prd:00004115,"Aneto 0,5 GR",Insektisida,,Tebu,op:cmd:00001006,hama uret,Lepidiota stigma,op:pst:00001257,1,1,1,kg/ha,kg/ha,kolom,utama,
01010120103612,op:prd:00004115,"Aneto 0,5 GR",Insektisida,,Padi Sawah,op:cmd:00000006,Penggerek batang,Scirpophaga spp.,op:pst:00001403,1,1,1,kg/ha,kg/ha,kolom,utama,
01010120206826,op:prd:00004116,INDOFAN 550/50 EC,Insektisida,,Jagung,op:cmd:00001002,ulat grayak,Spodoptera frugiperda,op:pst:00001033,1,1,1,ml/l,ml/l,kolom,utama,
0510011984705,op:prd:00004118,QUICKPHOS 56 T*,Fumigan,,Beras di penyimpanan,op:cmd:00001023,hama gudang,Tribolium castaneum,op:pst:00001082,2 tablet/ton beras,2,2,tablet/ton beras,-,kolom,utama,
