nomor_pendaftaran,merek,status_izin,berlaku_sampai,kedaluwarsa,putusan,menyeluruh,lingkup,zat_terlarang,lewat,bahan_tak_terpetakan,tanda_registri
"01030120196461","POUNDER 865 SL","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196465","PENTA-FURON 20 WP","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196470","QUINSAT 500 SL","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196471","QUINXONE 276 SL","active","2030-02-17","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120196477","SATYAPRO 288 SL*","active","2029-08-09","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120196479","SPRINTER 150 SL","active","2029-11-18","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120196483","VEL-UP 530 SL","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196484","VICENZA 530/100 SC","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196488","ZHAVION 500/50 SC","active","2029-03-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196494","AM-500 500 SC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196495","AMANDY 870 SL","active","2029-08-09","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","",""
"01030120196496","Amethyst 100 SL","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196500","ANTAS 400/60 SL","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196501","ASPEN 290 EC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196518","CRISSLER 405 SC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196524","EKSAUP 485 SL","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196527","ET-PRORICE 400 SC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196529","ET-UPSTAR 480 SL","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196538","GRAMATOP 138 SL","active","2030-07-11","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120196546","JAPRA 200/200 SE","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196548","JOEWUP 486 SL","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196549","KENMETRIN 500 SC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196553","GARANG 135 SL","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196554","MAXLON 670 EC","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196565","ORCA 480 SL","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196566","PAP-UP 527 SL","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196576","TANIQUAT 276 SL*","active","2030-11-13","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120196579","TOPBAS 400 SC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196580","TOPPER 10 WP","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120196583","TURRIMA UP 545,7 SL","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206595","AMD-6 735 SL","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206596","ATRONOL 80 WP","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206598","BADRA 276 SL*","active","2030-02-17","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","padanan","",""
"01030120206606","JAGUNGKLIN 500/50 SC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206614","FASTDONE 20/4/2 OD","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206627","GOLMATOP 240 EC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206632","INDOKUAT 138 SL*","active","2030-02-17","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120206637","LARVIXX 138 SL","active","2030-02-17","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120206639","LITOP 200 SL*","active","2030-02-17","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120206642","MEGATROL 240 SL","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206653","THE GREAT 150 SL*","active","2030-07-11","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120206654","PENTAPLUS 276 SL*","active","2030-07-11","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","padanan","",""
"01030120206655","PENTAQUAT 276 SL*","active","2030-07-11","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120206656","PENTASMART 276 SL*","active","2030-02-17","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","padanan","",""
"01030120206657","PENTAXONE 276 SL*","active","2030-07-11","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","padanan","",""
"01030120206674","REFILLXONE 135 SL","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206677","KRESBAK 400 SC","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206692","SS-GUSTAF 150 SL","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206694","STARPAX 500 SC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206697","TRAMOLIN 480 EC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206699","TRIDAXONE 135 SL*","active","2030-02-17","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120206700","UNIBRO 500/50 SC","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206702","VANCOUVER 500/50 SC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206706","ABRE 80 WP","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206707","AGXURON 80 WG","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206708","ALEXANDER 150 SL","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206710","ANTIJI 500 EC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206711","ASXONE 138 SL","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206712","SUNBAS 200 SL","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206714","BENXONEMAX 276 SL*","active","2030-09-26","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120206718","CERLORD 200 SL","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206725","DIVAXONE 138 SL","active","2029-08-09","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","padanan","",""
"01030120206730","MAHAKAM EXTRAXONE 138 SL","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206731","INSTA MAX 240 SL","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206733","GARDAXONE 200 SL*","active","2030-07-11","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120206735","GANDRUNG 240 EC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206736","GRAXONE 276 SL*","active","2030-07-11","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120206752","MAITOP 138 SL*","active","2030-07-11","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120206753","KINGXONE 276 SL*","active","2030-07-11","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120206759","NARANIN 417 SC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206761","SERVOXON 140 SL","active","2029-08-09","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","padanan","",""
"01030120206768","PGTPLUS 15/385 SE","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206772","RAJAXONE 276 SL","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206781","GUARON 800 SC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206783","HERBI ANTIGULMA 500/50 SC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206784","TRIDOMINE 400 SC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206791","VECTRAL 200 SL","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206795","WEEDTOX 670 EC","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206796","WINSA 135 SL*","active","2030-07-11","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120206800","ZOLETIN 138 SL*","active","2030-07-11","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120206807","ALAP 160 SL","active","2030-02-17","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206808","AMEGU 200 SL","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206810","AVICE 50/200 EC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206817","BLOSAT 480 SL","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206825","DESMOS 200/60 SC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206827","DOLARIS 500/50 SC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206830","ET-PROMAIZE 30/50/220 OD","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206833","OMNI-CARE 288 EC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206843","MASTOP 135 SL*","active","2030-09-26","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120206848","NARABAS 550/50 SC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206849","NIKKO 45/235 OD","active","2029-11-18","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206851","PATANIQUAT 140 SL*","active","2030-09-26","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120206866","TERRADOR 70 WG","active","2029-09-19","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206883","FONIUM 200 SL","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","",""
"01030120206886","ABIKO 75 WG","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206890","MOSCOW 500 SC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206897","BENITEZ 135 SL","active","2031-07-16","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120206901","BIRENSA 250 SL","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206906","BOSSCO 400 SC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206911","CORNBELT 336 SC","active","2030-07-11","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206921","CAMIX GOLD 200 SL*","active","2030-11-13","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120206926","GOLDENSTAR 100/300 SL","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206927","GOMAX 276 SL*","active","2030-11-13","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120206936","SUQET 276 SL*","active","2030-11-13","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","padanan","",""
"01030120206939","LONTRAX 670 EC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206943","MARTAN 360 EC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206944","GLUFO PRO 200 SL","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206945","MASUP 180 SL","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206959","PASSXONE 276 SL","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206960","PENTA GLI-Z 240 SL","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206964","PILARGOLD 480 CS","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206966","BERSIH CEPAT 276 SL","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206967","BERSIH AKEH 276 SL","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206971","RIDATOP 138 SL*","active","2031-01-20","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120206972","RIDAUP 480 SL","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206976","SATJOSS 490 SL","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","",""
"01030120206983","SIMXONE 135 SL*","active","2031-01-20","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120206984","SINALIN 200 SL","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206985","SOFIA 200/70/30 OD","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206987","SS-GOLDA 300/150/50 EC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206991","TASMIN 865 SL","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206997","TRI-FAST 150/300/50 EC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120206999","UNICLEAR 200 SL","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120207008","WYNCAMAX 660 SL","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","",""
"01030120207009","RAJA BERSIH 276 SL","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120207010","ZOOK 20 WP","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217015","ALNOX 300/20 EC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217016","AMON 150 SL","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217032","BM REAPER 500/50 SC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217034","CENTARENE 300 EC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217044","ET-LUFOS 200 SL","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217045","FASCINATE-FLASH 140/50 EW","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217052","OMNI-XONE 276 SL","active","2031-01-20","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120217057","INTERGAN 500/50 SC","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217060","KICK UP 480 SL","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217061","KUDAHITAM 150 SL","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217063","FASTRON 200 SL","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217064","MANDALA 240 SL","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217065","MERAKI 10/18 WP","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217070","OMNITOP 276 SL","active","2031-01-20","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120217073","PAKARMAS 138 SL","active","2030-09-26","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","padanan","",""
"01030120217075","PILARGOLA 400 SC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217080","PRIMA-DUA 222 SL","active","2031-01-20","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120217084","ROOT UP 480 SL","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","",""
"01030120217096","TOPSOR 50/25 OD","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217098","TORMAXONE 276 SL","active","2031-07-16","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120217099","CAMIX 138 SL*","active","2031-01-20","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120217104","SINRON 80 WP","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217105","WYNCARON 800 SC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217106","GLIDER 210 SL","active","2031-07-16","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120217108","ACULAT 80 WP","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217109","ALEPPO 120 EW","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217109","ALEPPO 120 EW","active","2026-10-12","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217110","ALOFIT 167/323 EC","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217114","ARUNG 135 SL*","active","2031-04-20","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120217115","MEGA UP 448 SL","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217116","AZIZIAH 300/10 SC","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217122","CAPRENO 68/345 SC","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217123","CENTAQUAT 145 SL*","active","2031-01-20","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120217135","GM READY 480 SL","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","",""
"01030120217136","GOODSIP 50/7/13 WP","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217141","KAMYA 500 EC","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217142","KANA UP 485 SL","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217143","KARAXONE 276 SL*","active","2031-01-20","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120217146","KENSHI 15/385 SE","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217149","LAUDIS 20 WG","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217150","TERRA UP 480 SL","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217155","MORENO 150 SL","active","2031-07-16","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120217166","RAFFESIA 130 EC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217169","RHOPY 25/75 OD","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217170","RICEGUARD 400 OD","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217171","RIDABLASS 490 SL","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217187","ACHLOR 4/36 WP","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217188","AMCOQUAT 135 SL","active","2031-07-16","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120217189","ALIZAR 32,5/5 WP","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217190","ATRASINA 500/100 SC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217193","DRYTOP 200 SL","active","2031-07-16","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120217199","DEVRINOL 50 WG","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217200","DIREXON 80 WP","active","2026-11-18","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217203","GLYXIN 480 SL","active","2026-11-18","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217211","NAKULA 480 SL","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217212","NARAFOS 160 SL","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217218","PRIMA-MIX 300/100 SL","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217220","SIENA 150 OD","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217224","DOMINIC 50/10 OD","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217225","UPPERQUAT 276 SL*","active","2026-11-18","habis dalam 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","",""
"01030120217225","UPPERQUAT 276 SL*","active","2031-07-16","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","padanan","",""
"01030120217226","VUANK 120 EW","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217228","ZELAN-CP 10/50 OD","active","2026-11-18","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217235","ZON 480 SL","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217252","KOGETA 400 SC","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217253","KOMBOS 480 SL","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217256","MAIZE HELPER 240/60 OD","active","2027-01-14","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217258","MEZZA 500/50 SC","active","2027-01-14","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217266","STARPHOSAT 240 SL","active","2031-07-16","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120217271","WEEDKILL 480 SL","active","2027-01-14","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227273","ABOZON 250/90 EC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227276","AGATA 45/235 OD","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
