dataset_id,title,crop,crop_detail,diseases,data_type,data_type_detail,format,record_count,source,source_url,license,license_family,publication_year,access_date,local_path,file_size,file_size_bytes,sha256,download_status,verification_status,notes
CAB-18-benin-chili-springer,Chili pepper disease dataset from Benin (Discover Artificial Intelligence 10.1007/s44163-025-00583-4),cabai,cabai,anthracnose (213 citra); TYLCV (202 citra); healthy (119 citra),gambar,gambar,tidak dinyatakan,534 citra total,Springer Nature (Discover Artificial Intelligence),https://link.springer.com/article/10.1007/s44163-025-00583-4,tidak dinyatakan,tidak dinyatakan,2025,2026-08-25,-,tidak diketahui,,,terhalang-akun,tidak-berlaku,"Halaman artikel mengalihkan ke idp.springer.com/authorize (dinding masuk SSO); pengalihan TIDAK diikuti sesuai KETENTUAN bagian 2.1. Cacah kelas di baris ini berasal dari ringkasan hasil pencarian, bukan dari artikel yang dibaca langsung, jadi belum terverifikasi. Menarik karena iklim Benin (tropis lembab) lebih mirip Indonesia daripada Bangladesh atau Deccan, dan kelasnya justru dua penyakit terpenting di Indonesia. Layak dikejar lewat surel penulis."
CAB-19-kaggle-dhenyd-chili,"Chili Plant Disease (Kaggle, dhenyd)",cabai,cabai,healthy; leaf curl; leaf spot; whitefly; yellowish,gambar,gambar,gambar (rincian tidak terbaca),"diklaim 500 citra, 100 per kelas; split latih 80 / validasi 10 / uji 10 per kelas",Kaggle,https://www.kaggle.com/datasets/dhenyd/chili-plant-disease,tidak diketahui,tidak dinyatakan,tidak diketahui,2026-08-25,-,tidak diketahui,,,terhalang-akun,tidak-berlaku,"Unduhan Kaggle butuh akun/token; tidak ditembus sesuai KETENTUAN bagian 2.1. Halaman datasetnya dirender JavaScript sehingga lisensi, ukuran, dan tanggal TIDAK bisa dibaca tanpa masuk - metadata di baris ini berasal dari makalah-makalah Indonesia yang memakainya, jadi BELUM TERVERIFIKASI. Paling menarik dari tiga dataset Kaggle yang ditemukan: nama pemiliknya berbau Indonesia dan kelasnya (whitefly/kutu kebul, yellowish/virus kuning, leaf curl) persis kosakata masalah cabai Indonesia. Kalau pengguna punya token Kaggle, ini kandidat unduhan pertama."
CAB-20-kaggle-shuvo-chili,"Chili Plant Disease Detection (Kaggle, shuvokumarbasak4004)",cabai,cabai,tidak terbaca tanpa masuk akun,gambar,gambar,tidak diketahui,tidak diketahui,Kaggle,https://www.kaggle.com/datasets/shuvokumarbasak4004/chili-plant-disease-detection,tidak diketahui,tidak dinyatakan,tidak diketahui,2026-08-25,-,tidak diketahui,,,terhalang-akun,tidak-berlaku,"Butuh akun Kaggle; tidak ditembus. Halaman dirender JavaScript - hanya judul yang bisa dibaca, seluruh metadata lain (lisensi, ukuran, kelas, tanggal) tidak tersedia tanpa masuk. Dicatat agar tidak dicari ulang."
CAB-21-kaggle-ravindu-chilli,"Chilli Plant Diseases Dataset (Kaggle, ravindubandara3002)",cabai,cabai,tidak terbaca tanpa masuk akun,gambar,gambar,tidak diketahui,tidak diketahui,Kaggle,https://www.kaggle.com/datasets/ravindubandara3002/chilli-plant-diseases-dataset,tidak diketahui,tidak dinyatakan,tidak diketahui,2026-08-25,-,tidak diketahui,,,terhalang-akun,tidak-berlaku,Butuh akun Kaggle; tidak ditembus. Metadata tidak terbaca karena halaman dirender JavaScript. Dicatat agar tidak dicari ulang.
CAB-22-roboflow-ptata-antraknosa,"Chili Anthracnose Disease (Roboflow Universe, PTATA)",cabai,cabai,antraknosa cabai (deteksi objek),gambar,gambar,deteksi objek (ekspor Roboflow),tidak diketahui,Roboflow Universe,https://universe.roboflow.com/ptata/chili-anthracnose-disease-prvwz,disebut Open Source Dataset; lisensi persis tidak terbaca,lainnya,2025,2026-08-25,-,tidak diketahui,,,terhalang-akun,tidak-berlaku,"Unduhan Roboflow butuh akun/kunci API; tidak ditembus. Halamannya juga membalas HTTP 403 untuk pengambil otomatis, sehingga cacah citra dan lisensi persisnya TIDAK bisa diperiksa. Relevan karena antraknosa adalah lubang data terbesar untuk cabai Indonesia dan dataset ini beranotasi kotak, bukan sekadar klasifikasi."
CAB-23-roboflow-rizoma-antraknosa,"Anthracnose Klasifikasi Chili (Roboflow Universe, Traker Rempah rempah bumbu dapur Rizoma)",cabai,cabai,antraknosa cabai (klasifikasi),gambar,gambar,klasifikasi (ekspor Roboflow),tidak diketahui,Roboflow Universe,https://universe.roboflow.com/traker-rempah-rempah-bumbu-dapur-rizoma/anthracnose-klasifikasi-chili,tidak terbaca,lainnya,2025,2026-08-25,-,tidak diketahui,,,terhalang-akun,tidak-berlaku,"Butuh akun/kunci API Roboflow; halaman membalas 403 untuk pengambil otomatis. KANDIDAT INDONESIA PALING MENJANJIKAN dari jalur ini: nama ruang kerjanya berbahasa Indonesia (""Traker Rempah rempah bumbu dapur"") dan judulnya memakai kata ""Klasifikasi"", sehingga besar kemungkinan datanya dari lapangan Indonesia dan justru untuk antraknosa - lubang data terbesar. Perlu ditindaklanjuti pengguna yang punya akun Roboflow."
CAB-24-chili-pests-diseases-figshare,Chili Pests and Diseases Dataset,cabai,cabai,hama dan penyakit cabai (rincian tidak tersedia),gambar,gambar,tidak diketahui,tidak diketahui,figshare,https://figshare.com/articles/Chili_Pests_and_Diseases_Dataset/12434066,CC BY 4.0 (menurut catatan DataCite),CC BY,2020,2026-08-25,-,tidak diketahui,,,gagal,tidak-berlaku,"DOI 10.6084/m9.figshare.12434066 masih terdaftar di DataCite (CC BY 4.0, 2020, tiga versi) dan doi.org masih mengalihkan ke halaman figshare, TETAPI entitasnya sudah hilang: api.figshare.com/v2/articles/12434066 membalas {""message"":""Entity not found: article""} dan versi 1 maupun 2 membalas EntityNotFound. Halaman webnya sendiri membalas HTTP 202 dengan badan kosong (tantangan bot). Kesimpulan: item ditarik atau dijadikan privat oleh penerbitnya, bukan terhalang akun. Satu-satunya dataset kandidat yang judulnya menjanjikan HAMA cabai selain CAB-11."
CAB-25-rin-brin-keragaman-cabai,Keragaman Genetik Cabai (Repositori Ilmiah Nasional BRIN),cabai,cabai,"tidak ada - data keragaman genetik, bukan penyakit",tabular,tabular,tidak diketahui,tidak diketahui,RIN - Repositori Ilmiah Nasional BRIN (Laboratorium Sistematika Molekuler Tumbuhan Dataverse),https://hdl.handle.net/20.500.12690/RIN/APO6JG,tidak diketahui,tidak dinyatakan,2021,2026-08-25,-,tidak diketahui,,,gagal,tidak-berlaku,"Satu-satunya repositori pemerintah Indonesia yang sempat menjawab: data.brin.go.id/api/search?q=cabai membalas 9 hasil pada percobaan pertama. Sesudah itu SELURUH permintaan berikutnya gagal koneksi (curl http:000, WebFetch ECONNREFUSED ke 103.224.136.3:443) pada enam percobaan lintas satu jam, sehingga daftar sembilan hasil itu tidak bisa diambil ulang atau ditelusuri sampai berkasnya. Isinya sendiri kemungkinan besar tidak relevan (keragaman genetik untuk riset cabai tahan kekeringan, dana LPDP), tapi PORTALNYA relevan: ini jalur paling mungkin menemukan data cabai Indonesia dan perlu dicoba ulang saat jaringannya pulih."
CAB-26-zenodo-varietas-filipina,Philippine Chili Pepper Image Dataset for Siling Labuyo and Taiwan F1 Classification,cabai,cabai,"TIDAK ADA - klasifikasi varietas, bukan penyakit",campuran,campuran,JPG + PNG + XLSX,"22 berkas; hanya sekitar 7 foto cabai, sisanya grafik hasil",Zenodo,https://zenodo.org/records/19516961,CC BY 4.0,CC BY,2026,2026-08-25,-,23.07 MB,23068672,,ditolak,tidak-berlaku,"Ditolak dua kali. Pertama: bukan dataset penyakit - isinya membedakan VARIETAS (Siling Labuyo vs Taiwan F1). Kedua: bahkan sebagai dataset citra pun tidak memenuhi syarat - dari 22 berkas, 13 di antaranya adalah gambar hasil analisis (CONFUSION MATRIX 1-3, SCATTER PLOT 1-6, FINE GAUSSIAN SVM, Fine KNN, WEIGHTED KNN, PARALLEL COORDINATES PLOT) plus satu tables.xlsx; foto cabai sungguhan hanya sekitar tujuh. Ini lampiran gambar sebuah makalah yang diberi label dataset, sesuai KETENTUAN bagian 2.5."
CAB-27-github-smartable-antraknosa,smart-able/Anthracnose - Diagnosis Anthracnose of Chili Pepper using CNN based Deep Learning Models,cabai,cabai,antraknosa cabai,teks,teks,Jupyter notebook,"3 berkas, 262 KB total",GitHub,https://github.com/smart-able/Anthracnose,CC0-1.0,CC0,2025,2026-08-25,-,268.29 KB,268288,,ditolak,tidak-berlaku,"Repositori KODE, bukan dataset. Isi tingkat atas hanya tiga berkas: Anthracnose_code.ipynb (420 KB), LICENSE, README.md - tidak ada direktori data, tidak ada citra. Sesuai KETENTUAN bagian 2.5 statusnya ditolak, dan sesuai bagian 2.2 notebook-nya tidak dijalankan. Lisensi CC0-1.0 berlaku untuk kodenya, bukan untuk data apa pun."
CAB-28-cold-onion-duplikat,"Onion dataset (COLD - Chilli and Onion Leaf Dataset, bagian onion)",bawang-merah,bawang merah/bombay,penyakit daun bawang,gambar,gambar,RAR,diklaim 4502 citra bawang,Mendeley Data,https://data.mendeley.com/datasets/7nxxn4gj5s,CC BY (Mendeley) vs CC BY-NC (makalah),CC BY-NC(-SA),2024,2026-08-25,datasets/priority/bawang-merah/BWM-01-onion-cold-mendeley,,,,ditolak,tidak-berlaku,"DUPLIKASI DICEGAH. DOI 10.17632/7nxxn4gj5s sudah diklaim agen bawang merah sebagai BWM-01, jadi tidak diunduh ulang sesuai KETENTUAN bagian 4. Penting untuk dicatat: COLD terbit sebagai DUA DOI terpisah yang berbagi satu makalah Data in Brief - bagian bawang (7nxxn4gj5s, milik agen bawang merah) dan bagian cabai (tf9dtfz9m6, diambil agen cabai sebagai CAB-11). Karena berkasnya benar-benar terpisah, tidak ada byte yang terunduh dua kali."
KEN-01-potatocare-umbi-mendeley,PotatoCare: Deep learning based potato disease dataset,kentang,kentang,Black Scurf (Rhizoctonia solani); Blackleg; Blackspot Bruising; Brown Rot (Ralstonia solanacearum); Common Scab (Streptomyces scabies); Dry Rot (Fusarium); Pink Rot; Soft Rot (Pectobacterium); Healthy; Miscellaneous,gambar,gambar,JPG/PNG dalam ZIP,3905,Mendeley Data,https://data.mendeley.com/datasets/7vm7xskfg4/2,CC BY 4.0,CC BY,2025,2026-08-25,datasets/priority/kentang/KEN-01-potatocare-umbi-mendeley,94.62 MB,94618508,51efd54088740b2215ce5afacbc3ca4c403b38083d353fcf409a40384a6049cc,diunduh,sebagian,"DOI 10.17632/7vm7xskfg4.2. Diklaim 10.117 gambar, terhitung 3.905; rincian per kelas penerbit (jumlah 3.891) cocok dengan isi arsip, jadi angka 10.117 kemungkinan pascaaugmentasi. SATU-SATUNYA dataset umbi berspektrum luas dalam panen ini. Ketimpangan kelas 28:1 (Dry Rot 1.355 vs Black Scurf 49). Asal gambar campuran tanpa provenans per berkas - risiko hak cipta bila diterbitkan ulang per gambar."
KEN-02-virus-daun-umbi-mendeley,Potato Viral Disease Dataset on both Foliar and Tuber,kentang,kentang,Mosaic virus (daun); PLRV/Potato Leaf Roll Virus (daun); PSTVd/Potato Spindle Tuber Viroid (umbi); PVY tuber cracking (umbi); Crackingtype (umbi); Healthy leaf,gambar,gambar,JPG dalam ZIP,6565,Mendeley Data,https://data.mendeley.com/datasets/rgfhzd5mzw/1,CC BY 4.0,CC BY,2022,2026-08-25,datasets/priority/kentang/KEN-02-virus-daun-umbi-mendeley,617.00 MB,617004491,lihat-SHA256SUMS,diunduh,sebagian,"DOI 10.17632/rgfhzd5mzw.1. Diunduh 3 dari 7 berkas (dataset penuh ~8,9 GB > batas 3 GB); sumber menyediakan berkas terpisah per kelas. Potato Leaf.zip + Potato Tuber.zip = 6.480 citra TURUNAN (tepat 1.080/kelas, rerata 4-5 KB, pola nama ImageDataGenerator). PSTVD.zip = 85 citra UMBI ASLI resolusi penuh Nikon D90 (rerata 6,6 MB), cocok persis dengan klaim penerbit. Asli seluruh dataset 1.972 citra. Dilewati: Crackingtype 3.399 MB, Mosaic_leaf 2.552 MB, PLRV_leaf 2.024 MB, Healthy leaf 284 MB. Latar hitam seragam. SATU-SATUNYA yang memasangkan gejala daun dan umbi untuk patogen sama."
KEN-03-daun-kentang-mendeley,"Potato Leaf Disease Dataset (BARI Chattogram, Bangladesh)",kentang,kentang,Bacterial Soft Rot; Fungal Late Blight (Phytophthora infestans); Viral Leaf Roll; Viral PVX; Viral PVY; Healthy,gambar,gambar,JPG dalam ZIP,2351,Mendeley Data,https://data.mendeley.com/datasets/d5b3fzpw3g/1,CC BY 4.0,CC BY,2026,2026-08-25,datasets/priority/kentang/KEN-03-daun-kentang-mendeley,38.39 MB,38393565,549c7f3343422fa2b77b6fb2c5009a52215aa00626b2646435ba19f4826f8192,diunduh,sebagian,"DOI 10.17632/d5b3fzpw3g.1. Diklaim 2.400 (400/kelas), terhitung 2.351 (387-397/kelas). SELURUH berkas berawalan 'aug_' - 804 citra asli TIDAK diterbitkan, hanya turunan augmentasi. Split acak per berkas akan bocor lintas latih/uji. Diambil di lapangan nyata dengan iPhone 15, cahaya alami. Label virus tanpa konfirmasi ELISA/RT-PCR yang dinyatakan."
KEN-04-plantdoc-lapangan,PlantDoc: A Dataset for Visual Plant Disease Detection (varian klasifikasi / Cropped-PlantDoc),tomat|kentang|lainnya,"multi-tanaman (13 spesies, termasuk kentang & tomat)","28 kelas; kentang: Potato leaf early blight (117), Potato leaf late blight (105); tomat: 9 kelas (746 gambar); juga apel, paprika, blueberry, ceri, jagung, anggur, persik, raspberry, kedelai, labu, stroberi",gambar,gambar,JPG/PNG dalam ZIP (train/ + test/),2579,GitHub - pratikkayal/PlantDoc-Dataset,https://github.com/pratikkayal/PlantDoc-Dataset,CC BY 4.0,CC BY,2019,2026-08-25,datasets/additional/KEN-04-plantdoc-lapangan,984.41 MB,984413268,345548bb3659519f425608b428d8a2ca338032b7b02c3cb3c3bb2954fc8986d9,diunduh,sebagian,"Tanpa DOI; makalah arXiv 1911.10317 / ACM 10.1145/3371158.3371196. Diklaim 2.598, terhitung 2.579 (selisih 19). Kentang hanya 222 gambar (8,6%) dalam 2 kelas dan TIDAK ADA kelas kentang sehat. Kelas 'Tomato two spotted spider mites leaf' hanya 2 gambar. Gambar hasil scraping internet - hak cipta per gambar tidak seragam meski repo CC BY 4.0. Nilai utamanya: citra LAPANGAN berlatar ramai, pelengkap PlantVillage yang berlatar studio. Ditugaskan ke agen kentang lewat KETENTUAN.md bagian 4."
KEN-05-plantdoc-deteksi-objek,PlantDoc Object Detection Dataset (varian kotak-batas),tomat|kentang|lainnya,"multi-tanaman (13 spesies, termasuk kentang & tomat)","29 kelas train / 27 test; kentang: Potato leaf (sehat, 11 kotak), Potato leaf early blight (333), Potato leaf late blight (250) = 594 kotak-batas; tomat: 2.932 kotak dalam 9 kelas",campuran,campuran (gambar + anotasi kotak-batas),"JPG + PASCAL VOC XML + CSV, dalam ZIP",2594,GitHub - pratikkayal/PlantDoc-Object-Detection-Dataset,https://github.com/pratikkayal/PlantDoc-Object-Detection-Dataset,CC BY 4.0,CC BY,2019,2026-08-25,datasets/additional/KEN-05-plantdoc-deteksi-objek,994.77 MB,994774747,5a1c4e745967c7cc13b4b38c407e933c5137074932339c00e0d4fc17506c68ac,diunduh,terverifikasi,"ANOTASI IKUT, dua format: (a) PASCAL VOC XML satu berkas per gambar (bndbox xmin/ymin/xmax/ymax, banyak object per berkas), (b) train_labels.csv & test_labels.csv kolom filename,width,height,class,xmin,ymin,xmax,ymax. Total 8.921 kotak (8.469 train / 452 test) - ketimpangan train:test 19:1. 2.594 jpg vs 2.593 xml (satu gambar tanpa anotasi). Varian ini PUNYA kelas kentang sehat (11 kotak, hanya train) yang tidak ada di KEN-04. Nama berkas kotor bersisa query URL ('jpg?w=500&h=889'). Medan <path> di XML masih jalur mesin penulis. Gambar tumpang tindih dengan KEN-04 - jangan dicampur dalam satu split."
KEN-06-cip-hawar-genebank,Replication Data for: Late blight severity in potato accessions from the CIP genebank core collection,kentang,kentang,Late blight (Phytophthora infestans) - skor keparahan lb1-lb5 dan indeks AUDPC,tabular,tabular,TSV (.tab),1517,International Potato Center (CIP) Dataverse,https://data.cipotato.org/dataset.xhtml?persistentId=doi:10.21223/P3/HJLUJZ,CC BY 4.0,CC BY,2026,2026-08-25,datasets/priority/kentang/KEN-06-cip-hawar-genebank,165.38 KB,165381,lihat-SHA256SUMS,diunduh,terverifikasi,"DOI 10.21223/P3/HJLUJZ. 1.517 baris petak, 482 material, 14 kolom; 1.428 baris punya AUDPC. PENTING: endpoint API '?format=original' mengembalikan XLSX meski nama berkas .tab - berkas di raw/ diambil TANPA parameter itu sehingga benar-benar TSV. Nilai hilang ditulis string 'na'. Tidak ada koordinat, tanggal pengamatan, atau cuaca. Materialnya aksesi Andes (andigena, phureja, stenotomum), bukan varietas Indonesia."
KEN-07-cip-hawar-lbhtc2,Replication Data for: Late blight severity in breeding clones from CIP's LBHTC2 breeding population,kentang,kentang,Late blight (Phytophthora infestans) - skor keparahan LB1-LB7 (persen luas terserang) dan indeks AUDPC,tabular,tabular,TSV (.tab),5808,International Potato Center (CIP) Dataverse,https://data.cipotato.org/dataset.xhtml?persistentId=doi:10.21223/P3/PN2RGR,CC BY 4.0,CC BY,2026,2026-08-25,datasets/priority/kentang/KEN-07-cip-hawar-lbhtc2,538.15 KB,538148,lihat-SHA256SUMS,diunduh,terverifikasi,"DOI 10.21223/P3/PN2RGR. 5.808 baris petak, 2.755 genotipe unik, 7 titik waktu pengamatan; 5.484 baris punya AUDPC (rentang 70,0-2.677,5, rerata 775,0). Sama seperti KEN-06: jangan pakai '?format=original'. 218 baris tipe kosong dan petak bertanda 'empty' harus disaring. Tanggal tiap pengamatan tidak ada sehingga AUDPC tak bisa dihitung ulang. Populasi terseleksi tahan - sebaran bias ke arah tahan."
KEN-08-umbi-augmentasi-mendeley,Potato Crop Disease Augmentation Dataset,kentang,kentang,common_scab (Streptomyces scabies); dry_rot (Fusarium); gangrene (Boeremia foveata); violet_root_rot (Helicobasidium purpureum); cut (luka mekanis); healthy,gambar,gambar,JPG dalam ZIP,138000,Mendeley Data,https://data.mendeley.com/datasets/2rsrxwck2r/1,CC BY 4.0,CC BY,2025,2026-08-25,datasets/priority/kentang/KEN-08-umbi-augmentasi-mendeley,742.83 MB,742827034,1f135d7c1774950389bc71eaf93a944b33ee4e79cff0c8abfe511d57f602515e,diunduh,terverifikasi,"DOI 10.17632/2rsrxwck2r.1. 138.000 gambar = 23.000 x 6 kelas seimbang sempurna, 10 jenis augmentasi. NOL CITRA ASLI: uji awk -F/ 'NF==3' memberi 0 berkas pada kedalaman induk; tidak ada pemetaan turunan-induk. Tidak bisa dipakai untuk evaluasi jujur. Augmentasi warna (42.000 gambar) merusak ciri pembeda utama antar busuk. SATU-SATUNYA sumber untuk gangren dan busuk akar ungu dalam panen ini - pakai sebagai rujukan visual basis pengetahuan, bukan data latih/uji."
KEN-09-cip-pengelolaan-terpadu,Dataset for: Integrated management of late blight on potato,kentang,kentang,"Late blight (Phytophthora infestans) - AUDPC, rAUDPC, tekanan penyakit, kelas ketahanan RLB, dan kehilangan/kenaikan hasil per perlakuan fungisida",tabular,tabular,TSV (.tab) + XLSX kamus data,309,International Potato Center (CIP) Dataverse,https://data.cipotato.org/dataset.xhtml?persistentId=doi:10.21223/6RV436,tidak dinyatakan,tidak dinyatakan,2020,2026-08-25,datasets/priority/kentang/KEN-09-cip-pengelolaan-terpadu,82.27 KB,82270,lihat-SHA256SUMS,diunduh,terverifikasi,"DOI 10.21223/6RV436. LISENSI TIDAK DINYATAKAN (medan license bernilai null; Dataverse menampilkan teks baku 'made available without information on how it can be used') - PENERBITAN ULANG BERISIKO. 309 baris; perlakuan seimbang sempurna 103 Phosphonate / 103 Metalaxyl+Mancozeb / 103 Control; tahun 2010-2014; tekanan 195 High / 114 Low; 10 kultivar Afrika Timur; 4 lokasi Kenya bertaut GeoNames. Localities.tab punya 306 baris tapi hanya 4 terisi. Kolom YEAR bercampur '2011','2011a','2011b'."
KEN-10-hybrid-tuber-zenodo,"Hybrid Potato Tuber Dataset (Solanum tuberosum, Solanum phureja)",kentang,kentang,"Buen estado / kondisi baik (18.000); Defectuoso / cacat (18.000) - penerbit menyebut subkategori luka permukaan, umbi bertunas, umbi busuk, tetapi subkategori itu TIDAK terwujud sebagai label",gambar,gambar,"JPG 224x224 dalam ZIP, sudah terbagi train/val/test",36000,Zenodo,https://zenodo.org/records/20616990,CC BY 4.0,CC BY,2026,2026-08-25,datasets/priority/kentang/KEN-10-hybrid-tuber-zenodo,191.75 MB,191748474,25db7ce6a0db2ec433e732c7d712eaf262c48f69946dcfdc423bbb646bb7691d,diunduh,terverifikasi,"DOI 10.5281/zenodo.20616990 (versi 20616991). Pembuat: Armijos-Sarango, Cristian (Universidad Nacional de Loja, Ekuador). BERHASIL DIUNDUH pada percobaan kedua: 403 sebelumnya ternyata pembatasan laju sesaat Zenodo, bukan penyaringan permanen - berhasil dengan User-Agent penuh 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)', satu permintaan pada satu waktu, dan --retry 4 --retry-delay 15. MD5 terhitung 468ed3a9e2e9e1c509cd38e0f42282a9 COCOK dengan checksum terbitan Zenodo. Terhitung 36.000 gambar, SAMA PERSIS dengan klaim (train 23.040 / test 7.200 / val 5.760; Buen estado 18.000 / Defectuoso 18.000). Uji kebocoran: 0 nama berkas muncul di >1 split, indeks 1..18000 per kelas tanpa lubang. KETERBATASAN: hanya biner - subkategori cacat tidak dilabeli, sehingga busuk tidak terpisah dari umbi bertunas; tidak dapat dipetakan ke nama patogen. Provenans per gambar terhapus oleh penomoran ulang dan dataset ini 'incorporating multiple public potato datasets', jadi tumpang tindih dengan KEN-01/KEN-08 tak dapat dikesampingkan dan tidak dapat dipastikan apakah augmentasi diterapkan sebelum split. Sudah diperkecil ke 224x224 (rerata 5,2 KB) sehingga tekstur halus hilang. PERAN: penapisan biner mutu umbi (grading), BUKAN diagnosis penyakit - KEN-01 tetap sumber utama diagnosis."
KEN-11-foliar-yolov8-zenodo,"Annotated Dataset for Potato Foliar Disease and Healthy Leaf Detection (Septoria, Early Blight, Late Blight, Healthy)",kentang,kentang,Alternaria / early blight (1.057 kotak); Lancha / late blight Phytophthora infestans (1.072); Septoria (548); Sana / sehat (383),campuran,campuran (gambar + kotak-batas YOLOv8),"JPEG 1024x1024 + label YOLOv8 .txt + data.yaml, dalam ZIP",3060,Zenodo,https://zenodo.org/records/20247345,CC BY-NC 4.0,CC BY-NC(-SA),2026,2026-08-25,datasets/priority/kentang/KEN-11-foliar-yolov8-zenodo,678.79 MB,678792664,a3ad0a198f6df2c92ffc08f22baab623989f3d01a8e7e878528889d6be3446ab,diunduh,terverifikasi,"DOI 10.5281/zenodo.20247345 (versi 20247346). Pembuat: Cuaycal Tirira, Diego Ernesto (Universidad Tecnica del Norte, Ekuador). BERHASIL DIUNDUH pada percobaan kedua setelah pembatasan laju Zenodo reda; unduhan diselesaikan dengan curl -C - (resume) karena melewati batas waktu harness. Ukuran 678.792.664 byte sama persis dengan yang dinyatakan Zenodo. Terhitung 3.060 gambar + 3.060 kotak (0 label kosong), SAMA PERSIS dengan klaim; split train 2.448 / valid 306 / test 306 dengan proporsi kelas terstratifikasi. LISENSI NON-KOMERSIAL - satu-satunya NC dalam panen kentang; tidak boleh dipakai bila produk turunannya komersial. PERCANGGAHAN: data.yaml bawaan menulis 'license: Private' (proyek Roboflow agronorteai/deteccion-de-enfermedades-en-hoj-s1dkz v7) sedangkan Zenodo menyatakan CC BY-NC 4.0; yang mengikat adalah Zenodo. DUPLIKASI SEBAGIAN: 2.152 dari 3.060 citra berasal dari PlantVillage (klaim agen tomat TOM-01), jadi tambahan bersihnya hanya ~908 citra lapangan Ekuador - jangan dijumlahkan begitu saja. Tepat satu kotak per gambar, jadi ini klasifikasi berbungkus format deteksi, bukan deteksi banyak objek. Diproses berat: padding putih ke 1024x1024 + CLAHE. Satu-satunya sumber kelas Septoria pada kentang, dan satu-satunya daun kentang berlabel YOLO siap latih."
KEN-12-phytoscope-zenodo,PhytoScope: A Public Benchmark Dataset for Multi-Crop Disease Detection and Localization,lainnya,multi-tanaman,penyakit multi-tanaman dengan lokalisasi (rincian kelas belum diverifikasi),campuran,campuran (gambar + lokalisasi),belum diverifikasi,belum diverifikasi,Zenodo,https://zenodo.org/records/21383492,CC BY 4.0,CC BY,2026,2026-08-25,datasets/additional/TOM-12-phytoscope-lapangan,,,,ditolak,tidak-berlaku,"DOI 10.5281/zenodo.21383492. DUPLIKASI DICEGAH: sudah diklaim agen tomat sebagai TOM-12-phytoscope-lapangan (benchmark deteksi & lokalisasi penyakit multi-tanaman, 25 tanaman, format YOLO, citra lapangan) di datasets/additional/TOM-12-phytoscope-lapangan. Tidak diunduh ulang sesuai KETENTUAN bagian 4. Cakupan kentangnya perlu dirujuk dari direktori milik agen tomat. Catatan tambahan: zenodo.org juga menolak jaringan ini dengan HTTP 403."
KEN-13-soil-weather-zenodo,Soil-Weather Multivariate Crop Disease Dataset,lainnya,multi-tanaman,penyakit tanaman dikaitkan peubah tanah dan cuaca (rincian belum diverifikasi),tabular,tabular,belum diverifikasi,belum diverifikasi,Zenodo,https://zenodo.org/records/19885785,CC BY 4.0,CC BY,2026,2026-08-25,datasets/additional/TOM-10-cuaca-tanah-tabular,,,,ditolak,tidak-berlaku,DOI 10.5281/zenodo.19885785. DUPLIKASI DICEGAH: sudah diklaim agen tomat sebagai TOM-10-cuaca-tanah-tabular (250.000 observasi tanah+cuaca+penyakit) di datasets/additional/TOM-10-cuaca-tanah-tabular. Tidak diunduh ulang sesuai KETENTUAN bagian 4. Ini kandidat bahan EPIDEMIOLOGI terkuat yang ditemukan - rujuk direktori agen tomat untuk memeriksa apakah kentang termasuk di dalamnya. Catatan: zenodo.org menolak jaringan ini dengan HTTP 403.
KEN-14-fenotip-multitahun-zenodo,"Multi-year phenotypic dataset of potato genotypes evaluated for agronomic, biotic stress, and tuber traits",kentang,kentang,skor infeksi lapangan: Late blight (Phytophthora infestans); Virus; Rhizoctonia solani (patogen black scurf); plus hama Aphid (vektor virus) dan Mite,tabular,tabular,"XLSX 4 lembar (2022, 2023, 2024, Traits)",426,Zenodo,https://zenodo.org/records/21774103,CC BY 4.0,CC BY,2026,2026-08-25,datasets/priority/kentang/KEN-14-fenotip-multitahun-zenodo,81.92 KB,81922,4553d835d9f1ea650656b7bec2d77523682b48c608afa581d0b193f2e3e15965,diunduh,terverifikasi,"DOI 10.5281/zenodo.21774103 (versi 21774104). Pembuat: Quang Le Hoa; Ngoc Nguyen Tuan; Thi Nguyen Son; Thi Nguyen Thuy. BERHASIL DIUNDUH pada percobaan kedua. Diurai dengan zipfile+ElementTree langsung atas XML di dalam XLSX (tanpa menjalankan makro). 3 lembar tahun masing-masing 142 baris data x 29 kolom, 47 genotipe unik yang sama lintas tahun sehingga dapat dipasangkan; lembar Traits memuat kamus 26 sifat. NILAI KHAS 1: satu-satunya berkas tabular dalam panen ini yang mengukur Rhizoctonia solani di lapangan - menutup dari sisi tabular celah black scurf yang hanya punya 49 gambar di KEN-01. NILAI KHAS 2: asal Vietnam utara, dataran tinggi tropis Asia Tenggara - ANALOG AGROKLIMAT TERDEKAT dengan Dieng/Pangalengan/Modoinding di antara seluruh sumber tabular (bandingkan CIP di Peru dan KEN-09 di Kenya). KETERBATASAN: skala skor infeksi tidak dijelaskan sehingga hanya dapat ditafsir relatif; tidak ada AUDPC dan tidak ada pengamatan berulang dalam satu musim, jadi tidak bisa memodelkan kurva perkembangan penyakit; tidak ada cuaca/koordinat. Nama kolom memuat baris-baru di dalam sel ('Virus\nInfection ') dan spasi di ujung - perlu dinormalkan."
